,,,,Nation,Pos,Age,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
ESP-La Liga,2122,Sevilla,Nemanja Gudelj,SRB,"MF,DF",29.0,11.6,0,4,2,50.0,0.34,0.17,0.0,0.0,25.7,1,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,2122,Sevilla,Opponent Total,,,27.8,38.0,30,424,118,27.8,11.16,3.11,0.07,0.24,18.1,15,2,4,38.5,35.5,0.08,-8.5,-7.5
ESP-La Liga,2122,Sevilla,Oussama Idrissi,MAR,"FW,MF",25.0,1.4,0,4,2,50.0,2.83,1.42,0.0,0.0,18.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,2122,Sevilla,Papu Gómez,ARG,"MF,FW",33.0,19.8,5,34,12,35.3,1.72,0.61,0.15,0.42,21.3,0,0,0,2.5,2.4,0.07,2.5,2.6
ESP-La Liga,2122,Sevilla,Pedro Ortiz,ESP,MF,20.0,0.1,0,1,1,100.0,12.86,12.86,0.0,0.0,8.0,0,0,0,0.4,0.4,0.37,-0.4,-0.4
ESP-La Liga,2122,Sevilla,Rafa Mir,ESP,FW,24.0,20.1,10,61,22,36.1,3.04,1.1,0.16,0.45,12.3,0,0,0,7.6,7.6,0.12,2.4,2.4
ESP-La Liga,2122,Sevilla,Squad Total,,,28.6,38.0,51,433,141,32.6,11.39,3.71,0.11,0.35,16.3,9,2,3,43.5,41.2,0.1,7.5,7.8
ESP-La Liga,2122,Sevilla,Suso,ESP,FW,27.0,4.3,0,6,2,33.3,1.41,0.47,0.0,0.0,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ESP-La Liga,2122,Sevilla,Thomas Delaney,DEN,MF,29.0,17.2,2,17,5,29.4,0.99,0.29,0.12,0.4,11.8,0,0,0,1.3,1.3,0.07,0.7,0.7
ESP-La Liga,2122,Sevilla,Valentino Scotta,ESP,DF,19.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2122,Sevilla,Yassine Bounou,MAR,GK,30.0,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2122,Sevilla,Youssef En-Nesyri,MAR,FW,24.0,14.2,5,36,12,33.3,2.54,0.85,0.11,0.33,11.6,0,1,1,5.8,5.1,0.14,-0.8,-1.1
ESP-La Liga,2122,Sevilla,Érik Lamela,ARG,FW,29.0,11.3,5,22,12,54.5,1.95,1.06,0.23,0.42,15.7,0,0,0,2.7,2.7,0.12,2.3,2.3
ESP-La Liga,2122,Sevilla,Óliver Torres,ESP,"MF,FW",26.0,11.2,2,14,5,35.7,1.25,0.45,0.14,0.4,17.6,0,0,0,0.9,0.9,0.07,1.1,1.1
ESP-La Liga,2122,Sevilla,Óscar Rodríguez Arnaiz,ESP,"FW,MF",23.0,4.6,0,14,1,7.1,3.02,0.22,0.0,0.0,23.9,1,0,0,0.8,0.8,0.06,-0.8,-0.8
ESP-La Liga,2122,Valencia,Bryan,ESP,"MF,FW",20.0,8.4,0,11,2,18.2,1.31,0.24,0.0,0.0,16.2,0,0,0,1.1,1.1,0.1,-1.1,-1.1
ESP-La Liga,2122,Valencia,Carlos Soler,ESP,MF,24.0,27.5,11,33,14,42.4,1.2,0.51,0.12,0.29,24.1,6,7,7,8.1,2.8,0.09,2.9,1.2
ESP-La Liga,2122,Valencia,Cristhian Mosquera,COL,DF,17.0,2.4,0,1,0,0.0,0.42,0.0,0.0,,7.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1
ESP-La Liga,2122,Valencia,Cristiano Piccini,ITA,DF,28.0,3.6,1,3,1,33.3,0.84,0.28,0.33,1.0,17.7,0,0,0,0.1,0.1,0.04,0.9,0.9
ESP-La Liga,2122,Valencia,Daniel Wass,DEN,MF,32.0,17.6,1,28,8,28.6,1.59,0.46,0.04,0.13,23.5,1,0,0,1.8,1.8,0.06,-0.8,-0.8
ESP-La Liga,2122,Valencia,Denis Cheryshev,RUS,MF,30.0,6.3,0,11,4,36.4,1.76,0.64,0.0,0.0,15.7,0,0,0,1.0,1.0,0.09,-1.0,-1.0
ESP-La Liga,2122,Valencia,Dimitri Foulquier,FRA,DF,28.0,26.0,0,16,5,31.3,0.61,0.19,0.0,0.0,21.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8
ESP-La Liga,2122,Valencia,Eray Cömert,SUI,DF,23.0,4.5,0,3,1,33.3,0.66,0.22,0.0,0.0,7.7,0,0,0,0.4,0.4,0.13,-0.4,-0.4
ESP-La Liga,2122,Valencia,Gabriel Paulista,BRA,DF,30.0,17.7,2,6,3,50.0,0.34,0.17,0.33,0.67,15.3,0,0,0,0.9,0.9,0.14,1.1,1.1
ESP-La Liga,2122,Valencia,Giorgi Mamardashvili,GEO,GK,20.0,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2122,Valencia,Gonçalo Guedes,POR,"FW,MF",24.0,29.0,11,67,24,35.8,2.31,0.83,0.15,0.42,21.3,3,1,2,6.5,4.9,0.07,4.5,5.1
ESP-La Liga,2122,Valencia,Hugo Duro,ESP,"FW,MF",21.0,20.4,7,31,15,48.4,1.52,0.74,0.23,0.47,11.4,0,0,0,3.8,3.8,0.12,3.2,3.2
ESP-La Liga,2122,Valencia,Hugo Guillamón,ESP,"MF,DF",21.0,26.2,1,7,2,28.6,0.27,0.08,0.14,0.5,16.6,0,0,0,0.3,0.3,0.05,0.7,0.7
ESP-La Liga,2122,Valencia,Hélder Costa,ANG,"MF,FW",27.0,12.4,0,9,2,22.2,0.72,0.16,0.0,0.0,17.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ESP-La Liga,2122,Valencia,Ilaix Moriba,GUI,MF,18.0,9.1,0,15,5,33.3,1.65,0.55,0.0,0.0,18.6,1,0,0,0.6,0.6,0.04,-0.6,-0.6
ESP-La Liga,2122,Valencia,Jason,ESP,"MF,DF",27.0,0.8,0,2,0,0.0,2.4,0.0,0.0,,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,2122,Valencia,Jasper Cillessen,NED,GK,32.0,16.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2122,Valencia,Jaume Doménech,ESP,GK,30.0,3.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2122,Valencia,Jesus Vazquez,ESP,DF,18.0,9.0,0,4,1,25.0,0.44,0.11,0.0,0.0,15.6,0,0,0,0.7,0.7,0.17,-0.7,-0.7
ESP-La Liga,2122,Valencia,Jesús Santiago,ESP,MF,17.0,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2122,Valencia,José Luis Gayà,ESP,DF,26.0,20.8,2,18,9,50.0,0.87,0.43,0.11,0.22,20.3,1,0,0,1.0,1.0,0.05,1.0,1.0
ESP-La Liga,2122,Valencia,Koba Koindredi,FRA,MF,19.0,2.0,0,1,0,0.0,0.5,0.0,0.0,,32.0,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,2122,Valencia,Manu Vallejo,ESP,"FW,MF",24.0,1.1,0,3,1,33.3,2.76,0.92,0.0,0.0,18.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2
ESP-La Liga,2122,Valencia,Maranhão,BRA,"FW,MF",24.0,10.8,1,31,8,25.8,2.87,0.74,0.03,0.13,14.8,1,0,0,3.5,3.5,0.11,-2.5,-2.5
ESP-La Liga,2122,Valencia,Mario Dominguez,ESP,FW,17.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2122,Valencia,Maxi Gómez,URU,FW,24.0,21.7,5,42,12,28.6,1.93,0.55,0.12,0.42,17.0,5,0,0,5.2,5.2,0.12,-0.2,-0.2
ESP-La Liga,2122,Valencia,Mouctar Diakhaby,GUI,DF,24.0,21.6,0,8,1,12.5,0.37,0.05,0.0,0.0,10.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5
ESP-La Liga,2122,Valencia,Omar Alderete,PAR,DF,24.0,26.7,2,17,5,29.4,0.64,0.19,0.12,0.4,16.3,0,0,0,0.9,0.9,0.06,1.1,1.1
ESP-La Liga,2122,Valencia,Opponent Total,,,27.8,38.0,50,437,156,35.7,11.5,4.11,0.1,0.28,17.8,19,7,8,47.3,41.2,0.1,2.7,1.8
ESP-La Liga,2122,Valencia,Ruben Lendinez,ESP,DF,18.0,1.5,0,1,0,0.0,0.66,0.0,0.0,,11.0,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,2122,Valencia,Rubén Sobrino,ESP,MF,29.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2122,Valencia,Squad Total,,,24.8,38.0,45,394,127,32.2,10.37,3.34,0.09,0.29,18.4,18,8,9,39.2,32.3,0.08,5.8,4.7
ESP-La Liga,2122,Valencia,Thierry Correia,POR,DF,22.0,15.7,0,3,1,33.3,0.19,0.06,0.0,0.0,19.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3
ESP-La Liga,2122,Valencia,Toni Lato,ESP,"DF,MF",23.0,6.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2122,Valencia,Uroš Račić,SRB,MF,23.0,13.4,0,16,1,6.3,1.19,0.07,0.0,0.0,20.7,0,0,0,0.9,0.9,0.06,-0.9,-0.9
ESP-La Liga,2122,Valencia,Yunus Musah,USA,"MF,FW",18.0,14.0,1,7,2,28.6,0.5,0.14,0.14,0.5,15.2,0,0,0,0.4,0.4,0.05,0.6,0.6
ESP-La Liga,2122,Villarreal,Alberto Moreno,ESP,"MF,DF",29.0,13.6,3,22,10,45.5,1.62,0.74,0.14,0.3,17.5,1,0,0,3.0,3.0,0.14,0.0,0.0
ESP-La Liga,2122,Villarreal,Alfonso Pedraza,ESP,DF,25.0,18.9,4,23,9,39.1,1.22,0.48,0.17,0.44,16.0,0,0,0,1.6,1.6,0.07,2.4,2.4
ESP-La Liga,2122,Villarreal,Arnaut Groeneveld,NED,FW,24.0,16.4,10,59,25,42.4,3.61,1.53,0.12,0.28,14.7,2,3,3,12.5,10.2,0.17,-2.5,-3.2
ESP-La Liga,2122,Villarreal,Aïssa Mandi,ALG,DF,29.0,15.3,1,10,3,30.0,0.65,0.2,0.1,0.33,8.8,0,0,0,1.9,1.9,0.19,-0.9,-0.9
ESP-La Liga,2122,Villarreal,Boulaye Dia,SEN,FW,24.0,14.1,5,37,11,29.7,2.62,0.78,0.14,0.45,14.1,0,0,0,5.0,5.0,0.14,0.0,0.0
ESP-La Liga,2122,Villarreal,Carlo,ESP,MF,20.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2122,Villarreal,Dani Raba,ESP,"MF,FW",25.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2122,Villarreal,Daniel Parejo,ESP,MF,32.0,30.0,2,16,5,31.3,0.53,0.17,0.06,0.2,23.4,3,1,1,1.7,1.0,0.06,0.3,0.0
ESP-La Liga,2122,Villarreal,Francis Coquelin,FRA,MF,30.0,9.2,2,5,2,40.0,0.54,0.22,0.4,1.0,13.8,0,0,0,0.3,0.3,0.05,1.7,1.7
ESP-La Liga,2122,Villarreal,Gerard Moreno,ESP,FW,29.0,13.2,9,36,13,36.1,2.72,0.98,0.22,0.62,14.1,0,1,2,6.5,5.0,0.14,2.5,3.0
ESP-La Liga,2122,Villarreal,Gerónimo Rulli,ARG,GK,29.0,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2122,Villarreal,Giovani Lo Celso,ARG,"MF,FW",25.0,11.0,1,19,6,31.6,1.72,0.54,0.05,0.17,17.2,1,0,0,1.3,1.3,0.07,-0.3,-0.3
ESP-La Liga,2122,Villarreal,Juan Foyth,ARG,DF,23.0,21.4,1,6,2,33.3,0.28,0.09,0.17,0.5,11.3,0,0,0,0.5,0.5,0.09,0.5,0.5
ESP-La Liga,2122,Villarreal,Manu Trigueros,ESP,"MF,FW",29.0,24.2,6,40,16,40.0,1.65,0.66,0.15,0.38,17.4,0,0,0,4.9,4.9,0.12,1.1,1.1
ESP-La Liga,2122,Villarreal,Mario Gaspar,ESP,DF,30.0,6.9,0,4,1,25.0,0.58,0.14,0.0,0.0,17.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ESP-La Liga,2122,Villarreal,Moi Gómez,ESP,"MF,FW",27.0,14.3,2,13,5,38.5,0.91,0.35,0.15,0.4,13.0,0,0,0,2.7,2.7,0.21,-0.7,-0.7
ESP-La Liga,2122,Villarreal,Nicolas Jackson,SEN,FW,20.0,1.8,0,5,1,20.0,2.73,0.55,0.0,0.0,10.9,0,0,0,0.8,0.8,0.15,-0.8,-0.8
ESP-La Liga,2122,Villarreal,Nikita Iosifov,RUS,MF,20.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2122,Villarreal,Opponent Total,,,27.6,38.0,36,417,124,29.7,10.97,3.26,0.08,0.26,18.3,13,4,5,46.5,42.7,0.1,-10.5,-10.7
ESP-La Liga,2122,Villarreal,Paco Alcácer,ESP,FW,27.0,8.7,1,19,8,42.1,2.17,0.91,0.05,0.13,13.0,1,0,0,3.7,3.7,0.2,-2.7,-2.7
ESP-La Liga,2122,Villarreal,Pau Torres,ESP,DF,24.0,31.7,5,25,9,36.0,0.79,0.28,0.2,0.56,7.1,0,0,0,3.2,3.2,0.13,1.8,1.8
ESP-La Liga,2122,Villarreal,Pervis Estupiñán,ECU,DF,23.0,17.5,0,14,4,28.6,0.8,0.23,0.0,0.0,19.4,0,0,0,0.7,0.7,0.05,-0.7,-0.7
ESP-La Liga,2122,Villarreal,Raúl Albiol,ESP,DF,35.0,27.4,0,6,1,16.7,0.22,0.04,0.0,0.0,8.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6
ESP-La Liga,2122,Villarreal,Rubén Peña,ESP,"MF,FW",30.0,1.5,0,3,2,66.7,2.05,1.36,0.0,0.0,11.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2
ESP-La Liga,2122,Villarreal,Samuel Chukwueze,NGA,"MF,FW",22.0,14.8,3,34,7,20.6,2.3,0.47,0.09,0.43,16.2,0,0,0,4.4,4.4,0.13,-1.4,-1.4
ESP-La Liga,2122,Villarreal,Serge Aurier,CIV,DF,28.0,11.2,0,11,2,18.2,0.98,0.18,0.0,0.0,15.1,0,0,0,0.8,0.8,0.07,-0.8,-0.8
ESP-La Liga,2122,Villarreal,Sergio Asenjo,ESP,GK,32.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2122,Villarreal,Squad Total,,,28.0,38.0,62,455,164,36.0,11.97,4.32,0.13,0.35,14.8,8,5,6,62.6,58.4,0.13,-0.6,-1.4
ESP-La Liga,2122,Villarreal,Vicente Iborra,ESP,MF,33.0,11.5,0,8,2,25.0,0.7,0.17,0.0,0.0,14.6,0,0,0,0.8,0.8,0.1,-0.8,-0.8
ESP-La Liga,2122,Villarreal,Yeremi Pino,ESP,"MF,FW",18.0,18.6,6,26,15,57.7,1.39,0.8,0.23,0.4,11.4,0,0,0,6.2,6.2,0.24,-0.2,-0.2
ESP-La Liga,2122,Villarreal,Étienne Capoue,FRA,MF,33.0,25.4,1,14,5,35.7,0.55,0.2,0.07,0.2,19.1,0,0,0,0.6,0.6,0.04,0.4,0.4
