,,,,Nation,Pos,Age,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Outcomes,Outcomes,Outcomes,Outcomes,Outcomes
ESP-La Liga,2122,Getafe,Borja Mayoral,ESP,FW,24.0,11.6,252,239,13,1,1,88,7,7,0,0,0,0,181,30,41,39,178,13,0,2,194,0,1,8,9
ESP-La Liga,2122,Getafe,Carles Aleñá,ESP,MF,23.0,25.8,860,821,39,24,5,202,36,22,11,5,4,1,632,89,139,734,79,32,2,1,689,2,15,31,23
ESP-La Liga,2122,Getafe,Chema,ESP,MF,29.0,0.5,15,13,2,2,0,7,1,0,0,0,0,0,6,2,7,8,5,1,0,0,9,0,1,0,0
ESP-La Liga,2122,Getafe,Damián Suárez,URU,DF,33.0,30.1,1466,1078,388,72,1,152,93,80,22,8,7,4,638,300,528,111,961,70,294,6,1010,4,26,53,65
ESP-La Liga,2122,Getafe,Darío Poveda,ESP,"FW,MF",24.0,4.2,82,78,4,0,0,24,3,6,0,0,0,0,51,11,20,7,58,6,0,1,51,1,5,5,2
ESP-La Liga,2122,Getafe,David Soria,ESP,GK,28.0,37.9,1180,720,460,169,0,36,57,0,0,0,0,0,227,43,910,19,926,0,0,99,632,4,57,10,0
ESP-La Liga,2122,Getafe,David Timor,ESP,MF,31.0,3.8,176,159,17,10,0,24,15,1,7,4,2,0,99,25,52,143,8,18,0,1,140,0,2,2,0
ESP-La Liga,2122,Getafe,Diego Conde,ESP,GK,22.0,0.1,6,3,3,1,0,1,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Getafe,Djené,TOG,DF,29.0,34.6,1331,1294,37,33,0,176,29,11,0,0,0,0,853,131,347,246,928,108,4,2,1035,1,22,25,35
ESP-La Liga,2122,Getafe,Emmanuel Amankwaa Akurugu,GHA,DF,19.0,0.9,40,32,8,0,0,6,1,1,0,0,0,0,21,11,8,24,2,3,8,1,27,0,1,1,2
ESP-La Liga,2122,Getafe,Enes Ünal,TUR,FW,24.0,31.1,660,622,38,1,0,268,8,13,1,1,0,0,338,160,162,40,387,86,3,17,421,5,11,24,33
ESP-La Liga,2122,Getafe,Erick Cabaco,URU,DF,26.0,4.5,162,154,8,5,0,16,9,0,0,0,0,0,89,15,58,15,127,12,3,1,114,0,7,8,3
ESP-La Liga,2122,Getafe,Florentino Luís,POR,MF,21.0,11.0,438,433,5,5,1,101,13,3,0,0,0,0,298,60,80,40,341,32,0,1,352,1,9,15,10
ESP-La Liga,2122,Getafe,Gonzalo Villar,ESP,MF,23.0,3.3,136,130,6,4,2,28,8,0,0,0,0,0,101,15,20,13,111,6,2,2,119,0,0,1,4
ESP-La Liga,2122,Getafe,Hugo Duro,ESP,"DF,MF",21.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0,1,3,0,0,0,3,0,0,0,1
ESP-La Liga,2122,Getafe,Iglesias,ESP,DF,23.0,8.0,342,240,102,7,0,35,20,27,4,2,2,0,97,60,185,27,195,20,91,0,178,1,7,11,19
ESP-La Liga,2122,Getafe,Jaime Mata,ESP,FW,32.0,7.5,203,194,9,0,0,57,4,6,0,0,0,0,119,36,48,36,123,15,2,5,135,0,5,10,13
ESP-La Liga,2122,Getafe,Jakub Jankto,CZE,"DF,MF",25.0,6.5,236,201,35,2,0,38,6,19,1,0,1,0,122,48,66,154,34,11,32,2,158,3,6,6,11
ESP-La Liga,2122,Getafe,Jonathan Silva,ARG,"DF,MF",27.0,2.5,97,84,13,1,0,11,1,5,0,0,0,0,51,19,27,78,3,4,12,0,65,0,1,6,8
ESP-La Liga,2122,Getafe,Jorge Cuenca,ESP,DF,21.0,29.8,1070,1012,58,38,0,148,43,3,0,0,0,0,602,102,366,731,151,109,20,2,747,8,29,18,18
ESP-La Liga,2122,Getafe,José Juan Macías,MEX,"FW,MF",21.0,2.2,45,43,2,0,0,9,0,4,0,0,0,0,29,7,9,4,32,4,0,1,30,0,1,3,2
ESP-La Liga,2122,Getafe,Marc Cucurella,ESP,"FW,DF",23.0,0.3,21,18,3,1,0,2,0,1,2,1,1,0,15,0,6,16,5,0,0,0,15,0,1,0,1
ESP-La Liga,2122,Getafe,Mathías Olivera,URU,DF,23.0,31.1,1445,1103,342,28,0,286,26,64,1,1,0,0,693,383,369,839,97,93,313,7,1049,4,20,43,54
ESP-La Liga,2122,Getafe,Mauro Arambarri,URU,MF,25.0,29.6,1262,1109,153,85,0,192,99,25,65,24,34,4,742,142,378,103,1055,71,3,3,947,4,23,35,39
ESP-La Liga,2122,Getafe,Nemanja Maksimović,SRB,MF,26.0,32.6,880,853,27,10,1,172,18,11,3,0,1,0,578,133,169,81,661,78,11,9,689,4,15,17,21
ESP-La Liga,2122,Getafe,Okay Yokuşlu,TUR,"DF,MF",27.0,5.2,188,181,7,6,0,28,6,0,0,0,0,0,119,20,49,13,147,16,1,1,148,0,4,3,1
ESP-La Liga,2122,Getafe,Opponent Total,,,27.8,38.0,21103,19167,1936,581,33,3222,834,466,187,56,88,5,14023,2648,4432,6126,12215,965,849,303,16901,103,410,572,497
ESP-La Liga,2122,Getafe,Sandro Ramírez,ESP,FW,26.0,16.2,394,367,27,3,1,106,8,28,4,4,0,0,279,63,52,42,298,25,5,9,287,1,6,14,24
ESP-La Liga,2122,Getafe,Squad Total,,,26.6,38.0,14531,12600,1931,586,14,2424,575,361,136,58,57,9,7928,2065,4538,4017,7770,960,838,179,10436,47,320,378,421
ESP-La Liga,2122,Getafe,Stefan Mitrović,SRB,DF,31.0,29.6,907,853,54,54,0,125,33,0,0,0,0,0,558,70,279,378,372,95,0,3,712,3,26,9,6
ESP-La Liga,2122,Getafe,Vitolo,ESP,"MF,FW",31.0,2.5,119,109,10,2,0,12,0,2,1,0,0,0,92,18,9,13,96,1,7,0,96,0,4,6,4
ESP-La Liga,2122,Getafe,Óscar Rodríguez Arnaiz,ESP,"MF,FW",23.0,10.5,424,386,38,21,2,65,27,19,14,8,5,0,256,58,110,56,333,21,3,3,321,1,12,11,13
ESP-La Liga,2122,Granada,Aarón Escandell,ESP,GK,25.0,3.2,125,72,53,16,0,5,5,0,0,0,0,0,30,6,89,12,85,1,0,13,72,0,4,3,0
ESP-La Liga,2122,Granada,Adrián Butzke,ESP,FW,22.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Granada,Alberto Soro,ESP,"MF,FW",22.0,6.4,182,169,13,2,1,51,4,7,1,0,1,0,117,35,30,129,28,10,5,0,128,0,5,11,9
ESP-La Liga,2122,Granada,Antonio Puertas,ESP,"MF,FW",29.0,25.1,690,653,37,3,0,188,22,36,3,1,0,0,422,121,147,148,421,38,30,8,488,3,19,31,39
ESP-La Liga,2122,Granada,Barcia,ESP,DF,20.0,0.8,22,22,0,0,0,6,0,0,0,0,0,0,10,0,12,0,16,5,0,0,8,0,4,0,0
ESP-La Liga,2122,Granada,Carlos Bacca,COL,FW,34.0,5.7,109,101,8,0,1,38,0,3,0,0,0,0,67,18,24,6,82,7,1,3,71,0,3,6,7
ESP-La Liga,2122,Granada,Carlos Neva,ESP,DF,25.0,23.4,959,710,249,18,0,116,19,58,0,0,0,0,440,236,283,611,70,34,231,0,691,4,22,29,47
ESP-La Liga,2122,Granada,Dani Raba,ESP,"MF,FW",25.0,0.3,5,5,0,0,0,0,0,0,0,0,0,0,4,1,0,2,3,0,0,0,4,0,0,0,0
ESP-La Liga,2122,Granada,Darwin Machís,VEN,"MF,FW",28.0,15.3,437,415,22,3,1,96,25,50,11,5,3,0,257,65,115,67,335,14,7,4,292,1,12,15,22
ESP-La Liga,2122,Granada,Dimitri Foulquier,FRA,DF,28.0,2.0,76,52,24,1,0,14,2,5,0,0,0,0,33,22,21,7,39,5,23,0,52,0,1,2,9
ESP-La Liga,2122,Granada,Domingos Duarte,POR,DF,26.0,18.7,702,666,36,33,0,96,24,0,0,0,0,0,434,69,199,41,566,61,3,1,548,1,14,18,6
ESP-La Liga,2122,Granada,Germán Sánchez,ESP,DF,34.0,25.5,1024,970,54,45,0,125,36,0,0,0,0,0,624,95,305,100,783,82,6,5,785,2,30,17,10
ESP-La Liga,2122,Granada,Isma Ruiz,ESP,MF,20.0,3.1,122,121,1,1,0,36,3,0,0,0,0,0,97,10,15,11,102,5,0,1,104,0,2,3,1
ESP-La Liga,2122,Granada,Jorge Molina,ESP,FW,39.0,21.8,532,516,16,0,3,218,9,10,1,0,0,0,265,119,148,138,229,53,3,13,344,2,16,20,26
ESP-La Liga,2122,Granada,Luis Abram,PER,DF,25.0,6.2,220,211,9,5,0,10,7,0,0,0,0,0,175,15,30,181,22,11,2,1,194,1,1,2,1
ESP-La Liga,2122,Granada,Luis Javier Suárez,COL,FW,23.0,31.6,677,643,34,1,1,198,26,50,0,0,0,0,408,127,142,130,446,38,6,12,448,2,27,31,32
ESP-La Liga,2122,Granada,Luis Milla,ESP,MF,26.0,30.8,1447,1250,197,101,2,227,94,36,69,32,28,0,941,152,354,142,1217,47,3,7,1149,6,32,24,27
ESP-La Liga,2122,Granada,Luís Maximiano,POR,GK,22.0,34.8,1173,710,463,126,0,69,27,0,0,0,0,0,351,36,786,51,852,0,1,145,647,3,31,7,2
ESP-La Liga,2122,Granada,Matias Arezo,URU,FW,18.0,1.8,39,35,4,1,0,15,0,3,0,0,0,0,19,12,8,7,19,4,1,0,23,0,1,2,2
ESP-La Liga,2122,Granada,Maxime Gonalons,FRA,MF,32.0,17.2,648,627,21,20,2,115,27,4,0,0,0,0,449,91,108,162,414,39,1,6,544,2,11,27,12
ESP-La Liga,2122,Granada,Monchu,ESP,MF,21.0,7.4,344,327,17,12,0,50,13,4,3,2,0,0,229,42,73,24,281,26,2,3,284,0,11,7,4
ESP-La Liga,2122,Granada,Myrto Uzuni,ALB,"MF,FW",26.0,9.5,214,198,16,2,0,48,4,10,3,1,2,0,132,42,40,28,153,16,11,0,147,0,4,7,14
ESP-La Liga,2122,Granada,Njegoš Petrović,SRB,MF,22.0,10.2,346,340,6,3,0,88,5,3,0,0,0,0,251,38,57,14,289,25,2,1,273,1,3,16,7
ESP-La Liga,2122,Granada,Opponent Total,,,27.6,38.0,18811,16849,1962,510,32,2751,663,574,205,56,93,9,12154,2525,4132,5257,10899,877,851,249,14813,59,410,464,478
ESP-La Liga,2122,Granada,Quini,ESP,DF,31.0,25.6,960,738,222,4,1,133,21,46,0,0,0,0,431,256,273,101,562,54,218,2,678,5,34,24,40
ESP-La Liga,2122,Granada,Raúl Torrente,ESP,DF,19.0,14.2,603,585,18,16,1,69,23,2,0,0,0,0,385,52,166,411,132,39,2,2,445,2,20,10,9
ESP-La Liga,2122,Granada,Rubén Rochina,ESP,"MF,FW",30.0,8.3,379,342,37,14,2,63,26,18,17,8,4,0,205,60,114,321,29,11,5,6,259,4,13,20,9
ESP-La Liga,2122,Granada,Santiago Arias,COL,DF,29.0,4.9,223,174,49,1,0,32,4,13,0,0,0,0,94,59,70,16,138,12,48,3,164,2,1,6,7
ESP-La Liga,2122,Granada,Sergio Escudero,ESP,"DF,MF",31.0,15.9,721,554,167,24,0,103,20,35,5,0,1,0,334,163,224,457,61,36,138,5,524,2,17,20,15
ESP-La Liga,2122,Granada,Squad Total,,,28.1,38.0,14840,12873,1967,541,19,2526,526,430,159,70,58,3,8352,2175,4313,3738,8626,767,789,253,10770,52,384,413,410
ESP-La Liga,2122,Granada,Víctor Díaz,ESP,DF,33.0,16.7,693,637,56,18,1,78,23,9,0,0,0,0,394,84,215,47,539,51,34,2,526,4,19,15,12
ESP-La Liga,2122,Granada,Yan Brice Eteki,CMR,MF,23.0,3.8,130,129,1,1,0,47,3,0,0,0,0,0,91,16,23,8,108,3,0,2,99,0,2,2,5
ESP-La Liga,2122,Granada,Álex Collado,ESP,"MF,FW",22.0,11.3,374,325,49,18,2,87,14,14,19,11,8,0,262,47,65,308,41,9,5,5,280,4,9,14,18
ESP-La Liga,2122,Granada,Ángel Montoro,ESP,MF,33.0,14.8,663,575,88,52,1,104,40,14,27,10,11,3,401,85,177,58,564,31,1,3,499,1,16,24,18
ESP-La Liga,2122,Levante,Aitor Fernández,ESP,GK,30.0,13.0,381,262,119,28,0,19,12,0,0,0,0,0,181,24,176,29,271,0,0,63,267,2,12,3,1
ESP-La Liga,2122,Levante,Alejandro Primo,ESP,GK,17.0,1.0,26,16,10,2,0,3,0,0,0,0,0,0,18,1,7,9,17,0,0,0,21,0,1,0,0
ESP-La Liga,2122,Levante,Carlos Clerc,ESP,DF,29.0,16.8,873,712,161,16,0,99,16,36,2,1,0,0,473,217,183,632,38,51,143,2,673,4,22,35,30
ESP-La Liga,2122,Levante,Coke,ESP,DF,34.0,1.3,67,53,14,2,0,8,1,0,0,0,0,0,35,18,14,11,40,4,12,0,56,0,1,2,2
ESP-La Liga,2122,Levante,Cárdenas,ESP,GK,24.0,24.0,719,453,266,72,0,57,23,0,0,0,0,0,366,30,323,65,534,1,1,83,488,2,28,12,1
ESP-La Liga,2122,Levante,Dani Gómez,ESP,FW,23.0,11.8,207,187,20,0,0,47,4,8,0,0,0,0,158,36,13,17,175,5,2,4,165,2,5,9,7
ESP-La Liga,2122,Levante,Enis Bardhi,MKD,"MF,FW",26.0,18.9,750,648,102,35,3,138,45,38,49,17,20,0,481,90,179,109,599,20,15,2,531,6,13,33,32
ESP-La Liga,2122,Levante,Enric Franquesa,ESP,DF,24.0,6.9,274,218,56,2,0,39,4,8,1,1,0,0,153,65,56,173,19,19,53,1,210,1,6,7,14
ESP-La Liga,2122,Levante,Gonzalo Melero,ESP,MF,27.0,18.8,786,769,17,12,1,172,15,3,0,0,0,0,634,100,52,63,664,25,5,14,669,3,9,27,17
ESP-La Liga,2122,Levante,Jorge Miramón,ESP,DF,32.0,22.0,1037,822,215,8,0,141,31,40,0,0,0,0,511,290,236,36,727,45,207,3,793,4,32,50,29
ESP-La Liga,2122,Levante,Jorge de Frutos,ESP,"MF,FW",24.0,19.6,509,475,34,1,1,108,21,60,7,0,4,1,299,109,101,55,401,29,19,1,345,4,16,31,36
ESP-La Liga,2122,Levante,José Campaña,ESP,MF,28.0,15.8,882,800,82,44,0,133,40,25,35,13,14,1,602,110,170,135,692,32,3,4,714,3,21,28,17
ESP-La Liga,2122,Levante,José Luis García Vayá,ESP,MF,22.0,22.4,1248,1177,71,29,1,200,76,13,38,13,21,3,805,144,299,65,1092,55,2,7,1002,2,15,36,20
ESP-La Liga,2122,Levante,José Luis Morales,ESP,"FW,MF",34.0,30.2,780,709,71,13,1,156,34,77,31,9,16,1,471,158,151,159,556,23,15,7,518,9,21,40,53
ESP-La Liga,2122,Levante,Marcelo Saracchi,URU,DF,23.0,2.1,109,91,18,0,0,13,2,5,1,0,0,0,59,29,21,83,3,6,16,0,85,0,0,2,5
ESP-La Liga,2122,Levante,Martín Cáceres,URU,DF,34.0,7.4,363,347,16,10,0,42,22,3,0,0,0,0,244,36,83,121,202,25,5,1,298,0,7,8,6
ESP-La Liga,2122,Levante,Mickael Malsa,MTQ,MF,25.0,12.7,534,525,9,9,3,87,8,1,0,0,0,0,381,44,109,54,454,13,0,3,430,0,6,15,12
ESP-La Liga,2122,Levante,Nemanja Radoja,SRB,MF,28.0,13.5,480,466,14,8,0,101,7,4,0,0,0,0,346,63,71,94,344,22,2,1,403,1,6,9,19
ESP-La Liga,2122,Levante,Nikola Vukčević,MNE,MF,29.0,1.3,72,70,2,2,0,12,1,0,0,0,0,0,51,12,9,52,7,7,0,1,61,0,0,1,3
ESP-La Liga,2122,Levante,Omar Faraj,SWE,FW,19.0,0.0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1
ESP-La Liga,2122,Levante,Opponent Total,,,27.4,38.0,18570,16681,1889,600,35,2554,595,492,185,55,69,7,12482,2224,3864,5467,10929,721,715,258,14834,69,333,481,378
ESP-La Liga,2122,Levante,Pablo Martínez,ESP,MF,23.0,7.3,260,248,12,7,4,53,10,10,1,0,0,1,162,38,60,28,210,8,3,2,181,2,6,9,13
ESP-La Liga,2122,Levante,Pubill,ESP,DF,18.0,5.7,274,216,58,4,0,36,4,12,1,0,0,0,155,78,41,26,180,9,53,2,216,1,5,8,12
ESP-La Liga,2122,Levante,Rober,ESP,DF,26.0,22.3,1042,1004,38,33,0,122,26,4,0,0,0,0,680,109,253,164,788,63,3,11,846,2,30,24,16
ESP-La Liga,2122,Levante,Roberto Soldado,ESP,FW,36.0,7.4,147,133,14,0,0,30,4,4,0,0,0,0,86,42,19,12,114,9,0,4,100,0,1,12,6
ESP-La Liga,2122,Levante,Roger Martí,ESP,FW,30.0,23.5,459,409,50,0,5,122,10,10,0,0,0,0,306,79,74,33,378,12,0,14,316,4,15,27,25
ESP-La Liga,2122,Levante,Rúben Vezo,POR,DF,27.0,26.9,1263,1189,74,62,2,138,58,5,0,0,0,0,887,127,249,254,893,68,9,3,1055,4,28,19,16
ESP-La Liga,2122,Levante,Sergio Postigo,ESP,DF,32.0,9.4,356,339,17,14,0,46,8,0,0,0,0,0,249,25,82,41,283,23,0,0,295,0,5,5,3
ESP-La Liga,2122,Levante,Shkodran Mustafi,GER,DF,29.0,7.3,358,344,14,12,0,49,18,0,0,0,0,0,238,25,95,18,291,29,1,0,281,2,7,4,3
ESP-La Liga,2122,Levante,Son,ESP,DF,27.0,21.9,1059,848,211,13,1,110,37,40,2,1,0,0,552,265,242,139,681,36,196,1,793,10,20,44,33
ESP-La Liga,2122,Levante,Squad Total,,,28.0,38.0,16411,14573,1838,479,22,2422,570,415,168,55,75,7,10334,2465,3612,2880,11411,713,767,241,12715,74,360,520,449
ESP-La Liga,2122,Levante,Álex Cantero,ESP,"FW,MF",21.0,6.8,133,128,5,0,0,43,6,9,0,0,0,0,102,19,12,14,109,4,2,3,93,1,4,8,11
ESP-La Liga,2122,Levante,Óscar Duarte,CRC,DF,32.0,19.7,961,913,48,41,0,97,27,0,0,0,0,0,648,81,232,189,647,70,0,4,810,5,18,12,6
ESP-La Liga,2122,Mallorca,Abdón Prats,ESP,FW,28.0,7.1,156,141,15,0,0,52,3,4,0,0,0,0,86,39,31,80,29,16,0,6,103,0,3,12,9
ESP-La Liga,2122,Mallorca,Aleix Febas,ESP,MF,25.0,1.3,56,55,1,1,0,12,4,0,0,0,0,0,41,11,4,9,44,1,0,0,50,0,1,4,1
ESP-La Liga,2122,Mallorca,Aleksandar Sedlar,SRB,"DF,MF",29.0,4.5,170,165,5,4,0,28,3,0,0,0,0,0,109,23,38,20,121,19,0,2,138,1,6,3,5
ESP-La Liga,2122,Mallorca,Amath,SEN,"FW,MF",25.0,9.8,211,204,7,1,0,48,2,7,1,0,0,0,158,31,22,41,149,10,4,4,166,1,1,13,9
ESP-La Liga,2122,Mallorca,Antonio Raillo,ESP,DF,29.0,17.0,615,581,34,32,0,73,15,1,0,0,0,0,436,69,110,94,448,49,1,3,532,2,9,9,4
ESP-La Liga,2122,Mallorca,Antonio Sánchez,ESP,"MF,FW",24.0,18.0,688,661,27,13,0,137,19,8,0,0,0,0,483,93,112,114,533,18,6,5,533,0,20,27,28
ESP-La Liga,2122,Mallorca,Brian Oliván,ESP,DF,27.0,24.3,1005,780,225,26,1,115,33,81,7,2,2,1,475,157,373,711,46,41,190,1,662,6,29,35,39
ESP-La Liga,2122,Mallorca,Clément Grenier,FRA,MF,30.0,0.7,40,38,2,1,0,7,0,2,1,0,0,1,30,2,8,6,33,0,0,0,30,0,1,1,2
ESP-La Liga,2122,Mallorca,Dani Rodríguez,ESP,"MF,FW",33.0,31.5,975,911,64,22,3,222,31,31,25,11,2,1,655,126,194,166,714,39,7,7,741,3,26,33,39
ESP-La Liga,2122,Mallorca,Dominik Greif,SVK,GK,24.0,1.0,31,19,12,2,0,2,0,0,0,0,0,0,18,0,13,4,21,0,0,6,20,0,2,0,0
ESP-La Liga,2122,Mallorca,Fernando Niño,ESP,FW,20.0,9.8,209,193,16,0,0,78,2,1,0,0,0,0,110,48,51,12,119,25,0,12,146,2,3,7,6
ESP-La Liga,2122,Mallorca,Franco Russo,ARG,DF,26.0,16.3,653,610,43,37,0,93,19,0,0,0,0,0,401,69,183,70,495,54,2,3,497,1,14,20,9
ESP-La Liga,2122,Mallorca,Giovanni González,URU,DF,26.0,4.1,204,159,45,5,0,25,5,8,0,0,0,0,113,40,51,16,129,10,40,0,152,0,3,11,2
ESP-La Liga,2122,Mallorca,Iddrisu Baba,GHA,MF,25.0,21.5,775,759,16,14,1,168,16,6,0,0,0,0,544,74,157,51,640,44,2,4,623,2,6,24,21
ESP-La Liga,2122,Mallorca,Iñigo Ruiz de Galarreta,ESP,MF,27.0,15.3,759,719,40,29,0,118,28,7,5,3,0,0,523,86,150,69,622,43,2,7,612,4,14,21,18
ESP-La Liga,2122,Mallorca,Jaume Costa,ESP,DF,33.0,20.3,1001,792,209,12,2,104,15,54,0,0,0,0,499,191,311,552,169,62,197,3,734,2,21,28,38
ESP-La Liga,2122,Mallorca,Javier Llabrés,,"FW,MF",,1.5,63,61,2,0,0,14,4,5,1,0,0,0,36,15,12,9,49,2,1,1,44,1,3,1,0
ESP-La Liga,2122,Mallorca,Joan Sastre Vanrell,ESP,DF,24.0,2.9,109,86,23,4,1,16,4,6,0,0,0,0,53,24,32,11,70,4,19,0,79,1,5,3,3
ESP-La Liga,2122,Mallorca,Jordi Mboula,ESP,FW,22.0,4.8,90,89,1,0,0,25,1,12,0,0,0,0,57,13,20,17,52,11,1,0,52,0,2,2,5
ESP-La Liga,2122,Mallorca,Josep Antoni Gayá,ESP,DF,21.0,0.6,25,23,2,0,0,1,1,0,0,0,0,0,20,0,5,8,14,3,0,0,20,0,0,0,0
ESP-La Liga,2122,Mallorca,Lago Junior,CIV,"FW,MF",30.0,2.0,48,47,1,0,0,13,0,4,0,0,0,0,26,10,12,8,32,1,1,0,27,0,1,1,6
ESP-La Liga,2122,Mallorca,Lee Kangin,KOR,"MF,FW",20.0,15.7,588,492,96,32,1,127,37,25,51,18,17,3,374,70,144,489,62,18,3,4,424,8,12,14,22
ESP-La Liga,2122,Mallorca,Leonardo Román,ESP,GK,21.0,2.0,69,46,23,7,0,5,3,0,0,0,0,0,34,4,31,2,58,0,0,6,49,0,2,2,0
ESP-La Liga,2122,Mallorca,Manolo Reina,ESP,GK,36.0,21.0,640,370,270,87,1,36,25,0,0,0,0,0,250,12,378,49,489,0,0,69,400,5,28,6,1
ESP-La Liga,2122,Mallorca,Martin Valjent,SVK,DF,25.0,35.3,1341,1261,80,73,0,170,50,1,0,0,0,0,928,82,331,307,900,79,4,8,1111,5,20,16,13
ESP-La Liga,2122,Mallorca,Matthew Hoppe,USA,FW,20.0,1.5,36,31,5,0,0,11,0,0,0,0,0,0,27,7,2,4,28,2,0,0,26,0,1,0,3
ESP-La Liga,2122,Mallorca,Opponent Total,,,27.7,38.0,18404,16516,1888,599,23,2449,606,500,160,68,64,4,12078,2315,4011,5548,10437,783,786,239,14517,52,368,508,456
ESP-La Liga,2122,Mallorca,Pablo Maffeo,ESP,DF,24.0,32.7,1317,1003,314,16,1,192,38,87,0,0,0,0,578,274,465,118,775,67,298,8,901,7,25,35,45
ESP-La Liga,2122,Mallorca,Rodrigo Battaglia,ARG,MF,30.0,13.1,526,498,28,27,0,103,7,0,0,0,0,0,362,69,95,68,376,54,0,1,435,3,8,8,13
ESP-La Liga,2122,Mallorca,Salva Sevilla,ESP,MF,37.0,16.7,988,860,128,79,4,125,44,15,48,20,10,3,683,98,207,112,837,26,1,7,798,4,12,29,20
ESP-La Liga,2122,Mallorca,Sergio Rico,ESP,GK,27.0,14.0,359,219,140,49,0,20,7,0,0,0,0,0,133,9,217,31,268,0,0,46,246,0,11,2,0
ESP-La Liga,2122,Mallorca,Squad Total,,,27.9,38.0,15002,13064,1938,582,18,2530,443,417,158,59,36,10,9007,1984,4011,3917,8654,792,785,232,11176,63,322,434,422
ESP-La Liga,2122,Mallorca,Takefusa Kubo,JPN,"FW,MF",20.0,17.8,516,479,37,9,0,115,13,36,19,5,5,1,361,66,89,418,53,26,5,4,363,4,15,28,22
ESP-La Liga,2122,Mallorca,Vedat Muriqi,KVX,FW,27.0,16.0,466,451,15,0,1,198,6,8,0,0,0,0,229,121,116,220,65,54,0,9,264,0,10,25,24
ESP-La Liga,2122,Mallorca,Ángel Rodríguez,ESP,FW,34.0,17.2,273,261,12,0,2,77,8,8,0,0,0,0,175,51,47,31,214,14,1,6,198,1,8,14,15
ESP-La Liga,2122,Osasuna,Ante Budimir,CRO,FW,30.0,19.3,362,342,20,0,1,162,2,5,0,0,0,0,160,97,105,180,39,39,3,10,225,4,11,14,21
ESP-La Liga,2122,Osasuna,Aridane Hernández,EQG,DF,32.0,12.9,534,514,20,18,0,72,20,2,0,0,0,0,351,50,133,76,392,46,1,3,434,1,22,7,2
ESP-La Liga,2122,Osasuna,Barbero,ESP,"MF,FW",22.0,0.2,13,12,1,0,0,6,0,1,0,0,0,0,9,1,3,2,8,1,0,0,6,0,0,0,0
ESP-La Liga,2122,Osasuna,Darko Brašanac,SRB,MF,29.0,26.7,917,872,45,5,1,219,11,25,0,0,0,0,626,143,148,159,631,70,6,9,689,5,15,40,48
ESP-La Liga,2122,Osasuna,David García,ESP,DF,27.0,34.5,1422,1384,38,37,1,210,56,2,0,0,0,0,923,135,364,375,825,132,0,5,1177,5,24,33,5
ESP-La Liga,2122,Osasuna,Ezequiel Ávila,ARG,"FW,MF",27.0,20.8,545,522,23,6,0,127,34,58,4,1,1,1,215,142,188,125,292,69,6,13,307,4,30,26,38
ESP-La Liga,2122,Osasuna,Iker Benito,ESP,"MF,FW",18.0,1.3,29,29,0,0,0,6,0,2,0,0,0,0,21,7,1,9,16,2,0,0,22,2,0,1,1
ESP-La Liga,2122,Osasuna,Iñigo Pérez,ESP,MF,33.0,3.8,151,131,20,5,0,18,14,13,14,4,7,2,84,20,47,131,11,5,1,2,98,1,5,8,6
ESP-La Liga,2122,Osasuna,Jaume Grau,ESP,MF,24.0,0.0,4,4,0,0,0,2,0,0,0,0,0,0,4,0,0,4,0,0,0,0,2,0,0,0,0
ESP-La Liga,2122,Osasuna,Javi Martínez,ESP,MF,21.0,9.8,399,384,15,4,0,69,13,18,5,2,1,1,264,70,65,36,322,24,4,4,286,1,8,10,19
ESP-La Liga,2122,Osasuna,Javier Ontiveros,ESP,"MF,FW",23.0,0.4,32,31,1,1,0,5,2,2,0,0,0,0,25,4,3,8,21,2,0,1,25,0,1,2,0
ESP-La Liga,2122,Osasuna,Jesús Areso,ESP,DF,22.0,2.1,74,41,33,0,0,6,2,2,0,0,0,0,24,11,39,0,32,7,33,0,49,0,2,2,0
ESP-La Liga,2122,Osasuna,Jon Moncayola,ESP,MF,23.0,32.4,1398,1304,94,53,1,232,84,52,27,12,13,2,857,188,353,115,1177,65,13,4,1089,8,36,30,38
ESP-La Liga,2122,Osasuna,Jonás Ramalho,ESP,DF,28.0,2.7,130,109,21,0,0,22,1,3,0,0,0,0,80,23,27,4,92,5,21,0,97,0,5,1,8
ESP-La Liga,2122,Osasuna,José Ángel,ESP,DF,31.0,12.0,788,637,151,19,0,91,57,32,0,0,0,0,384,136,268,529,80,28,132,4,599,2,16,37,16
ESP-La Liga,2122,Osasuna,Juan Cruz Armada,ESP,DF,29.0,21.5,951,861,90,29,1,131,13,13,0,0,0,0,671,99,181,701,105,63,61,4,786,2,14,29,11
