,,,,Nation,Pos,Age,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
,,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,,,,,,
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Real Sociedad,Joseba Zaldúa,ESP,DF,29.0,13.0,476,618,77.0,8520,3350,213,239,89.1,209,269,77.7,50,89,56.2,0,0.4,-0.4,5,21,11,4,29
ESP-La Liga,2122,Real Sociedad,Julen Lobete,ESP,"FW,MF",20.0,3.2,45,59,76.3,534,83,29,36,80.6,9,14,64.3,2,2,100.0,0,0.0,0.0,1,1,1,0,2
ESP-La Liga,2122,Real Sociedad,Martín Zubimendi,ESP,MF,22.0,28.8,1243,1453,85.5,23126,6071,529,589,89.8,543,605,89.8,151,214,70.6,1,1.0,0.0,15,121,10,1,106
ESP-La Liga,2122,Real Sociedad,Mathew Ryan,AUS,GK,29.0,3.0,68,107,63.6,2178,1317,11,11,100.0,29,29,100.0,28,67,41.8,0,0.0,0.0,0,1,0,0,0
ESP-La Liga,2122,Real Sociedad,Mikel Merino,ESP,MF,25.0,32.1,1367,1759,77.7,24200,7934,647,763,84.8,529,642,82.4,159,269,59.1,2,3.5,-1.5,27,157,39,4,179
ESP-La Liga,2122,Real Sociedad,Mikel Oyarzabal,ESP,"FW,MF",24.0,18.6,441,652,67.6,7679,2079,215,260,82.7,164,214,76.6,49,126,38.9,3,3.4,-0.4,39,14,23,6,38
ESP-La Liga,2122,Real Sociedad,Naïs Djouahra,FRA,"FW,MF",21.0,2.4,70,98,71.4,914,224,48,55,87.3,20,25,80.0,1,14,7.1,0,0.3,-0.3,3,7,1,0,3
ESP-La Liga,2122,Real Sociedad,Opponent Total,,,27.7,38.0,12465,16254,76.7,249512,85753,4976,5734,86.8,5127,6093,84.1,2065,3711,55.6,28,27.6,0.4,310,904,260,69,976
ESP-La Liga,2122,Real Sociedad,Portu,ESP,"FW,MF",29.0,17.7,359,486,73.9,5031,1534,222,269,82.5,114,154,74.0,11,31,35.5,2,2.0,0.0,20,17,21,7,41
ESP-La Liga,2122,Real Sociedad,Rafinha,BRA,"MF,FW",28.0,11.7,591,681,86.8,9914,2279,301,329,91.5,220,244,90.2,56,81,69.1,0,0.7,-0.7,11,59,13,2,46
ESP-La Liga,2122,Real Sociedad,Roberto Navarro,ESP,"MF,FW",19.0,2.2,76,93,81.7,1202,277,38,44,86.4,29,34,85.3,5,6,83.3,0,0.1,-0.1,1,7,3,0,8
ESP-La Liga,2122,Real Sociedad,Robin Le Normand,FRA,DF,24.0,37.0,1888,2109,89.5,40928,9960,496,552,89.9,1019,1092,93.3,356,439,81.1,1,0.2,0.8,3,84,4,0,89
ESP-La Liga,2122,Real Sociedad,Squad Total,,,25.7,38.0,15531,19188,80.9,299144,98799,6351,7203,88.2,6717,7735,86.8,2183,3527,61.9,22,31.3,-9.3,308,1021,332,75,1203
ESP-La Liga,2122,Real Sociedad,Álex Remiro,ESP,GK,26.0,35.0,943,1251,75.4,28723,17671,182,183,99.5,410,415,98.8,351,652,53.8,0,0.0,0.0,0,12,0,0,0
ESP-La Liga,2122,Sevilla,Anthony Martial,FRA,"FW,MF",25.0,5.4,128,157,81.5,1925,281,77,90,85.6,37,46,80.4,10,13,76.9,1,0.2,0.8,2,5,4,1,11
ESP-La Liga,2122,Sevilla,Carmona,ESP,DF,19.0,0.3,6,12,50.0,158,49,1,2,50.0,2,5,40.0,3,4,75.0,0,0.0,0.0,0,2,0,0,1
ESP-La Liga,2122,Sevilla,Diego Carlos,BRA,DF,28.0,32.9,1892,2141,88.4,44975,12839,439,460,95.4,1022,1072,95.3,418,585,71.5,0,0.3,-0.3,3,93,9,0,83
ESP-La Liga,2122,Sevilla,Fernando,BRA,"MF,DF",34.0,20.6,1121,1248,89.8,24782,5214,338,363,93.1,548,578,94.8,227,282,80.5,1,0.3,0.7,5,65,5,0,51
ESP-La Liga,2122,Sevilla,Gonzalo Montiel,ARG,DF,24.0,11.8,547,704,77.7,9572,3241,243,278,87.4,249,298,83.6,46,97,47.4,2,1.3,0.7,11,30,12,7,44
ESP-La Liga,2122,Sevilla,Ivan Rakitić,CRO,MF,33.0,24.2,1396,1652,84.5,28945,7045,530,575,92.2,602,668,90.1,242,347,69.7,6,2.8,3.2,40,140,16,3,107
ESP-La Liga,2122,Sevilla,Iván Romero,ESP,FW,20.0,2.0,30,37,81.1,430,31,14,17,82.4,12,13,92.3,1,1,100.0,0,0.0,0.0,0,1,1,0,1
ESP-La Liga,2122,Sevilla,Javier Díaz,ESP,GK,24.0,1.0,28,33,84.8,788,344,5,5,100.0,12,12,100.0,11,16,68.8,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Sevilla,Jesús Corona,MEX,"FW,DF",28.0,12.9,476,612,77.8,7746,1722,265,301,88.0,150,189,79.4,45,86,52.3,4,3.3,0.7,23,23,16,6,32
ESP-La Liga,2122,Sevilla,Jesús Navas,ESP,DF,35.0,19.8,1102,1418,77.7,21171,7185,481,541,88.9,436,528,82.6,166,293,56.7,3,4.3,-1.3,36,57,54,21,107
ESP-La Liga,2122,Sevilla,Joan Jordán,ESP,MF,27.0,27.9,1617,1842,87.8,31949,6578,655,714,91.7,666,741,89.9,262,324,80.9,1,1.5,-0.5,25,145,22,3,113
ESP-La Liga,2122,Sevilla,Juan Sánchez,ESP,MF,17.0,0.1,2,4,50.0,50,1,0,1,0.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Sevilla,Jules Koundé,FRA,DF,22.0,30.4,1903,2124,89.6,38856,13066,665,708,93.9,922,980,94.1,296,401,73.8,1,1.9,-0.9,15,123,12,4,111
ESP-La Liga,2122,Sevilla,Karim Rekik,NED,DF,26.0,12.2,693,757,91.5,13097,3704,255,275,92.7,352,370,95.1,77,99,77.8,2,0.3,1.7,5,29,4,1,26
ESP-La Liga,2122,Sevilla,Lucas Ocampos,ARG,FW,27.0,23.6,660,861,76.7,11343,2631,340,386,88.1,248,304,81.6,59,127,46.5,4,1.8,2.2,14,24,15,5,58
ESP-La Liga,2122,Sevilla,Ludwig Augustinsson,SWE,DF,27.0,8.8,452,560,80.7,7974,2619,214,230,93.0,182,205,88.8,50,107,46.7,1,0.6,0.4,10,21,8,4,16
ESP-La Liga,2122,Sevilla,Luismi,ESP,FW,20.0,0.1,6,9,66.7,87,56,4,5,80.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,1,0,1
ESP-La Liga,2122,Sevilla,Marcos Acuña,ARG,DF,29.0,25.1,1564,1971,79.4,32212,11965,591,635,93.1,682,803,84.9,275,474,58.0,3,3.0,0.0,41,103,42,23,123
ESP-La Liga,2122,Sevilla,Marko Dmitrović,SRB,GK,29.0,6.0,187,224,83.5,5088,2358,39,39,100.0,95,95,100.0,53,90,58.9,0,0.0,0.0,0,2,0,0,0
ESP-La Liga,2122,Sevilla,Munir El Haddadi,MAR,"FW,MF",25.0,5.3,106,137,77.4,1601,348,57,65,87.7,34,45,75.6,7,13,53.8,0,0.6,-0.6,6,6,6,2,10
ESP-La Liga,2122,Sevilla,Nemanja Gudelj,SRB,"MF,DF",29.0,11.6,601,669,89.8,12163,2649,216,230,93.9,283,300,94.3,96,124,77.4,0,0.1,-0.1,2,27,0,0,20
ESP-La Liga,2122,Sevilla,Opponent Total,,,27.8,38.0,11450,15066,76.0,228701,82609,4643,5393,86.1,4688,5642,83.1,1845,3383,54.5,19,24.2,-5.2,287,872,247,62,929
ESP-La Liga,2122,Sevilla,Oussama Idrissi,MAR,"FW,MF",25.0,1.4,40,50,80.0,753,85,16,20,80.0,20,25,80.0,4,5,80.0,0,0.1,-0.1,1,0,2,0,5
ESP-La Liga,2122,Sevilla,Papu Gómez,ARG,"MF,FW",33.0,19.8,839,975,86.1,15400,3435,395,424,93.2,311,351,88.6,111,163,68.1,1,2.0,-1.0,24,74,26,11,78
ESP-La Liga,2122,Sevilla,Pedro Ortiz,ESP,MF,20.0,0.1,14,14,100.0,324,68,5,5,100.0,7,7,100.0,2,2,100.0,0,0.4,-0.4,1,2,1,0,3
ESP-La Liga,2122,Sevilla,Rafa Mir,ESP,FW,24.0,20.1,242,352,68.8,3905,401,124,163,76.1,97,137,70.8,14,26,53.8,0,0.4,-0.4,9,12,7,1,17
ESP-La Liga,2122,Sevilla,Squad Total,,,28.6,38.0,18459,22140,83.4,376620,108546,7008,7700,91.0,8106,9073,89.3,3056,4669,65.5,40,32.9,7.1,331,1152,310,101,1180
ESP-La Liga,2122,Sevilla,Suso,ESP,FW,27.0,4.3,142,186,76.3,2378,574,79,87,90.8,51,68,75.0,12,25,48.0,1,0.4,0.6,3,7,9,2,13
ESP-La Liga,2122,Sevilla,Thomas Delaney,DEN,MF,29.0,17.2,632,801,78.9,12054,2924,268,306,87.6,248,302,82.1,103,162,63.6,1,0.6,0.4,10,45,8,2,39
ESP-La Liga,2122,Sevilla,Valentino Scotta,ESP,DF,19.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Sevilla,Yassine Bounou,MAR,GK,30.0,31.0,811,1072,75.7,24713,11905,107,108,99.1,396,401,98.8,304,559,54.4,2,0.6,1.4,2,8,0,0,0
ESP-La Liga,2122,Sevilla,Youssef En-Nesyri,MAR,FW,24.0,14.2,126,183,68.9,1947,330,61,81,75.3,41,60,68.3,12,22,54.5,1,1.3,-0.3,6,9,2,0,11
ESP-La Liga,2122,Sevilla,Érik Lamela,ARG,FW,29.0,11.3,409,479,85.4,6354,1338,221,249,88.8,149,167,89.2,26,33,78.8,2,1.9,0.1,20,18,14,0,42
ESP-La Liga,2122,Sevilla,Óliver Torres,ESP,"MF,FW",26.0,11.2,521,646,80.7,10693,2846,220,247,89.1,191,224,85.3,100,150,66.7,3,1.9,1.1,10,68,9,3,42
ESP-La Liga,2122,Sevilla,Óscar Rodríguez Arnaiz,ESP,"FW,MF",23.0,4.6,166,210,79.0,3187,714,83,90,92.2,57,74,77.0,24,38,63.2,0,1.2,-1.2,7,13,5,2,15
ESP-La Liga,2122,Valencia,Bryan,ESP,"MF,FW",20.0,8.4,156,243,64.2,2715,961,84,101,83.2,51,84,60.7,17,51,33.3,1,1.0,0.0,10,10,13,3,23
ESP-La Liga,2122,Valencia,Carlos Soler,ESP,MF,24.0,27.5,680,984,69.1,13738,4730,303,350,86.6,212,280,75.7,145,313,46.3,5,4.5,0.5,53,71,34,6,99
ESP-La Liga,2122,Valencia,Cristhian Mosquera,COL,DF,17.0,2.4,67,76,88.2,1444,366,19,20,95.0,37,41,90.2,10,14,71.4,0,0.0,0.0,0,8,0,0,6
ESP-La Liga,2122,Valencia,Cristiano Piccini,ITA,DF,28.0,3.6,96,140,68.6,2084,1166,36,44,81.8,32,43,74.4,27,49,55.1,0,0.2,-0.2,2,9,4,3,12
ESP-La Liga,2122,Valencia,Daniel Wass,DEN,MF,32.0,17.6,538,682,78.9,10155,3058,209,244,85.7,225,262,85.9,77,139,55.4,1,0.6,0.4,13,61,8,1,61
ESP-La Liga,2122,Valencia,Denis Cheryshev,RUS,MF,30.0,6.3,108,169,63.9,1990,535,48,68,70.6,44,62,71.0,12,27,44.4,1,0.3,0.7,3,8,5,1,14
ESP-La Liga,2122,Valencia,Dimitri Foulquier,FRA,DF,28.0,26.0,705,1007,70.0,13590,6113,285,338,84.3,307,408,75.2,99,210,47.1,1,0.7,0.3,10,68,12,5,73
ESP-La Liga,2122,Valencia,Eray Cömert,SUI,DF,23.0,4.5,158,190,83.2,3901,1078,31,34,91.2,85,92,92.4,41,62,66.1,0,0.0,0.0,0,14,0,0,10
ESP-La Liga,2122,Valencia,Gabriel Paulista,BRA,DF,30.0,17.7,484,601,80.5,12081,3930,112,128,87.5,226,261,86.6,138,200,69.0,1,0.1,0.9,3,28,2,0,30
ESP-La Liga,2122,Valencia,Giorgi Mamardashvili,GEO,GK,20.0,18.0,288,495,58.2,11612,8318,38,40,95.0,87,88,98.9,161,365,44.1,0,0.0,0.0,0,4,0,0,0
ESP-La Liga,2122,Valencia,Gonçalo Guedes,POR,"FW,MF",24.0,29.0,582,884,65.8,10705,3813,285,375,76.0,198,281,70.5,86,169,50.9,6,4.0,2.0,43,49,48,14,98
ESP-La Liga,2122,Valencia,Hugo Duro,ESP,"FW,MF",21.0,20.4,282,391,72.1,3889,883,163,206,79.1,91,125,72.8,11,27,40.7,1,0.9,0.1,14,10,3,0,19
ESP-La Liga,2122,Valencia,Hugo Guillamón,ESP,"MF,DF",21.0,26.2,897,1089,82.4,19390,5399,326,377,86.5,352,409,86.1,195,268,72.8,0,0.4,-0.4,12,116,17,1,90
ESP-La Liga,2122,Valencia,Hélder Costa,ANG,"MF,FW",27.0,12.4,188,293,64.2,2970,923,103,140,73.6,71,101,70.3,10,32,31.3,1,1.7,-0.7,16,12,13,7,21
ESP-La Liga,2122,Valencia,Ilaix Moriba,GUI,MF,18.0,9.1,224,290,77.2,3968,1089,118,138,85.5,80,101,79.2,23,40,57.5,0,0.2,-0.2,2,24,7,1,26
ESP-La Liga,2122,Valencia,Jason,ESP,"MF,DF",27.0,0.8,24,31,77.4,535,244,8,9,88.9,10,11,90.9,6,10,60.0,0,0.1,-0.1,2,4,3,0,7
ESP-La Liga,2122,Valencia,Jasper Cillessen,NED,GK,32.0,16.2,292,446,65.5,10918,7875,35,35,100.0,97,98,99.0,155,308,50.3,1,0.0,1.0,1,8,0,0,2
ESP-La Liga,2122,Valencia,Jaume Doménech,ESP,GK,30.0,3.8,66,107,61.7,2781,2060,8,8,100.0,12,12,100.0,46,87,52.9,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Valencia,Jesus Vazquez,ESP,DF,18.0,9.0,254,345,73.6,3807,1514,144,158,91.1,92,127,72.4,11,35,31.4,0,0.2,-0.2,6,14,3,2,17
ESP-La Liga,2122,Valencia,Jesús Santiago,ESP,MF,17.0,0.9,26,36,72.2,483,121,9,12,75.0,12,14,85.7,4,8,50.0,0,0.0,0.0,0,0,0,0,2
ESP-La Liga,2122,Valencia,José Luis Gayà,ESP,DF,26.0,20.8,643,886,72.6,12915,5236,276,316,87.3,261,341,76.5,105,210,50.0,4,2.2,1.8,23,36,29,17,62
ESP-La Liga,2122,Valencia,Koba Koindredi,FRA,MF,19.0,2.0,38,50,76.0,702,212,14,16,87.5,18,25,72.0,4,5,80.0,0,0.1,-0.1,1,3,3,0,4
ESP-La Liga,2122,Valencia,Manu Vallejo,ESP,"FW,MF",24.0,1.1,31,44,70.5,510,188,16,18,88.9,11,15,73.3,3,8,37.5,0,0.1,-0.1,2,1,1,0,5
ESP-La Liga,2122,Valencia,Maranhão,BRA,"FW,MF",24.0,10.8,121,193,62.7,1934,442,73,98,74.5,34,50,68.0,13,28,46.4,3,1.4,1.6,11,10,6,0,14
ESP-La Liga,2122,Valencia,Mario Dominguez,ESP,FW,17.0,0.3,2,3,66.7,20,5,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Valencia,Maxi Gómez,URU,FW,24.0,21.7,265,415,63.9,4231,842,139,200,69.5,98,149,65.8,16,32,50.0,1,1.9,-0.9,18,23,14,3,29
ESP-La Liga,2122,Valencia,Mouctar Diakhaby,GUI,DF,24.0,21.6,542,700,77.4,13316,4453,120,146,82.2,268,306,87.6,149,237,62.9,1,0.1,0.9,3,48,2,1,50
ESP-La Liga,2122,Valencia,Omar Alderete,PAR,DF,24.0,26.7,578,930,62.2,15121,6757,150,185,81.1,235,308,76.3,184,417,44.1,0,0.3,-0.3,5,76,7,0,76
ESP-La Liga,2122,Valencia,Opponent Total,,,27.8,38.0,13862,17860,77.6,273183,98983,5846,6646,88.0,5492,6588,83.4,2229,3899,57.2,34,31.6,2.4,313,1027,285,71,1177
ESP-La Liga,2122,Valencia,Ruben Lendinez,ESP,DF,18.0,1.5,41,51,80.4,890,311,12,14,85.7,21,23,91.3,8,14,57.1,0,0.0,0.0,0,7,0,0,6
ESP-La Liga,2122,Valencia,Rubén Sobrino,ESP,MF,29.0,0.2,1,1,100.0,19,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Valencia,Squad Total,,,24.8,38.0,9730,13630,71.4,209623,81559,3697,4475,82.6,3839,4844,79.3,1971,3744,52.6,30,24.3,5.7,281,859,266,79,1011
ESP-La Liga,2122,Valencia,Thierry Correia,POR,DF,22.0,15.7,450,648,69.4,8990,3945,176,218,80.7,203,264,76.9,65,137,47.4,1,0.9,0.1,9,42,14,6,57
ESP-La Liga,2122,Valencia,Toni Lato,ESP,"DF,MF",23.0,6.6,234,310,75.5,4605,1720,96,112,85.7,106,129,82.2,27,56,48.2,1,0.5,0.5,2,21,4,2,23
ESP-La Liga,2122,Valencia,Uroš Račić,SRB,MF,23.0,13.4,380,506,75.1,8403,1989,133,167,79.6,151,183,82.5,86,134,64.2,0,0.7,-0.7,7,49,6,1,45
ESP-La Liga,2122,Valencia,Yunus Musah,USA,"MF,FW",18.0,14.0,289,394,73.4,5211,1283,126,158,79.7,111,150,74.0,37,52,71.2,0,1.1,-1.1,10,25,8,5,30
ESP-La Liga,2122,Villarreal,Alberto Moreno,ESP,"MF,DF",29.0,13.6,500,623,80.3,8783,2312,229,267,85.8,209,246,85.0,53,88,60.2,2,2.0,0.0,19,25,22,7,38
ESP-La Liga,2122,Villarreal,Alfonso Pedraza,ESP,DF,25.0,18.9,733,1005,72.9,12097,4258,382,431,88.6,276,363,76.0,56,144,38.9,4,3.2,0.8,22,45,24,9,62
ESP-La Liga,2122,Villarreal,Arnaut Groeneveld,NED,FW,24.0,16.4,287,384,74.7,4084,873,185,217,85.3,84,119,70.6,11,26,42.3,3,1.8,1.2,13,5,16,4,24
ESP-La Liga,2122,Villarreal,Aïssa Mandi,ALG,DF,29.0,15.3,917,984,93.2,20198,6378,238,256,93.0,504,519,97.1,169,197,85.8,0,0.0,0.0,0,26,1,0,37
ESP-La Liga,2122,Villarreal,Boulaye Dia,SEN,FW,24.0,14.1,195,257,75.9,2829,375,102,130,78.5,69,84,82.1,8,16,50.0,5,1.9,3.1,17,4,3,0,12
ESP-La Liga,2122,Villarreal,Carlo,ESP,MF,20.0,0.1,4,4,100.0,86,24,0,0,,4,4,100.0,0,0,,0,0.0,0.0,0,1,1,0,2
ESP-La Liga,2122,Villarreal,Dani Raba,ESP,"MF,FW",25.0,1.0,30,44,68.2,663,185,9,13,69.2,11,15,73.3,9,15,60.0,0,0.3,-0.3,4,2,1,0,3
ESP-La Liga,2122,Villarreal,Daniel Parejo,ESP,MF,32.0,30.0,1808,2151,84.1,37979,11995,633,690,91.7,814,895,90.9,331,498,66.5,10,6.6,3.4,69,222,43,9,216
ESP-La Liga,2122,Villarreal,Francis Coquelin,FRA,MF,30.0,9.2,424,480,88.3,7303,1623,199,222,89.6,165,178,92.7,45,54,83.3,1,0.7,0.3,10,43,11,0,44
ESP-La Liga,2122,Villarreal,Gerard Moreno,ESP,FW,29.0,13.2,323,472,68.4,6092,1697,149,195,76.4,115,161,71.4,52,78,66.7,3,4.7,-1.7,29,38,25,4,59
ESP-La Liga,2122,Villarreal,Gerónimo Rulli,ARG,GK,29.0,32.0,1045,1281,81.6,29707,15681,141,144,97.9,552,558,98.9,350,577,60.7,0,0.0,0.0,0,17,1,0,1
ESP-La Liga,2122,Villarreal,Giovani Lo Celso,ARG,"MF,FW",25.0,11.0,438,539,81.3,7772,1949,198,235,84.3,168,195,86.2,54,70,77.1,1,2.2,-1.2,17,43,22,1,56
ESP-La Liga,2122,Villarreal,Juan Foyth,ARG,DF,23.0,21.4,1000,1180,84.7,18468,7273,407,451,90.2,487,559,87.1,97,140,69.3,1,1.8,-0.8,11,73,12,1,81
ESP-La Liga,2122,Villarreal,Manu Trigueros,ESP,"MF,FW",29.0,24.2,987,1229,80.3,17713,5406,438,499,87.8,420,488,86.1,110,185,59.5,4,2.6,1.4,22,128,31,3,139
ESP-La Liga,2122,Villarreal,Mario Gaspar,ESP,DF,30.0,6.9,298,368,81.0,5550,2259,128,144,88.9,129,157,82.2,38,58,65.5,0,0.5,-0.5,4,19,5,3,17
ESP-La Liga,2122,Villarreal,Moi Gómez,ESP,"MF,FW",27.0,14.3,482,595,81.0,8778,2207,221,253,87.4,195,227,85.9,58,86,67.4,2,2.3,-0.3,21,36,27,8,50
ESP-La Liga,2122,Villarreal,Nicolas Jackson,SEN,FW,20.0,1.8,41,54,75.9,576,98,24,31,77.4,14,16,87.5,1,2,50.0,0,0.5,-0.5,3,2,1,0,3
ESP-La Liga,2122,Villarreal,Nikita Iosifov,RUS,MF,20.0,0.0,1,3,33.3,10,0,1,1,100.0,0,2,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Villarreal,Opponent Total,,,27.6,38.0,12017,15677,76.7,243581,81593,4766,5482,86.9,4950,5846,84.7,2045,3724,54.9,20,29.3,-9.3,293,900,236,85,892
ESP-La Liga,2122,Villarreal,Paco Alcácer,ESP,FW,27.0,8.7,124,171,72.5,1692,318,72,88,81.8,31,46,67.4,7,10,70.0,3,1.7,1.3,6,6,5,1,10
ESP-La Liga,2122,Villarreal,Pau Torres,ESP,DF,24.0,31.7,1715,1992,86.1,39784,13394,420,463,90.7,914,976,93.6,365,516,70.7,1,1.1,-0.1,8,172,6,0,167
ESP-La Liga,2122,Villarreal,Pervis Estupiñán,ECU,DF,23.0,17.5,836,1057,79.1,14329,5056,393,442,88.9,359,440,81.6,71,124,57.3,1,1.9,-0.9,13,36,32,15,78
ESP-La Liga,2122,Villarreal,Raúl Albiol,ESP,DF,35.0,27.4,1337,1528,87.5,31802,8859,283,306,92.5,720,772,93.3,319,418,76.3,0,0.1,-0.1,4,63,1,0,67
ESP-La Liga,2122,Villarreal,Rubén Peña,ESP,"MF,FW",30.0,1.5,38,52,73.1,580,271,23,25,92.0,12,19,63.2,3,6,50.0,0,1.1,-1.1,2,1,3,2,4
ESP-La Liga,2122,Villarreal,Samuel Chukwueze,NGA,"MF,FW",22.0,14.8,344,473,72.7,5823,1244,173,217,79.7,132,170,77.6,31,57,54.4,3,4.4,-1.4,27,7,25,3,41
ESP-La Liga,2122,Villarreal,Serge Aurier,CIV,DF,28.0,11.2,627,734,85.4,11498,3965,250,282,88.7,302,343,88.0,64,86,74.4,1,1.2,-0.2,7,36,15,7,50
ESP-La Liga,2122,Villarreal,Sergio Asenjo,ESP,GK,32.0,6.0,183,222,82.4,4919,2700,34,34,100.0,89,90,98.9,60,97,61.9,0,0.0,0.0,0,1,0,0,0
ESP-La Liga,2122,Villarreal,Squad Total,,,28.0,38.0,16875,20390,82.8,337674,109214,6304,7113,88.6,7712,8698,88.7,2576,3831,67.2,51,46.9,4.1,357,1227,378,86,1447
ESP-La Liga,2122,Villarreal,Vicente Iborra,ESP,MF,33.0,11.5,548,631,86.8,10402,2138,217,236,91.9,255,289,88.2,72,87,82.8,1,0.6,0.4,2,42,3,0,37
ESP-La Liga,2122,Villarreal,Yeremi Pino,ESP,"MF,FW",18.0,18.6,432,542,79.7,6406,1487,249,299,83.3,146,172,84.9,19,29,65.5,4,3.2,0.8,22,9,30,8,47
ESP-La Liga,2122,Villarreal,Étienne Capoue,FRA,MF,33.0,25.4,1178,1335,88.2,21751,5189,506,542,93.4,536,595,90.1,123,167,73.7,1,0.9,0.1,5,125,12,1,102
