,,,,Nation,Pos,Age,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
ESP-La Liga,2122,Levante,Enis Bardhi,MKD,"MF,FW",26.0,18.9,3,0,0,38,46,4,38,18,15,0,1,0,128,6,14,30.0
ESP-La Liga,2122,Levante,Enric Franquesa,ESP,DF,24.0,6.9,1,0,0,9,7,1,8,7,3,0,0,0,51,13,9,59.1
ESP-La Liga,2122,Levante,Gonzalo Melero,ESP,MF,27.0,18.8,5,0,0,27,31,2,3,15,23,0,0,0,126,22,37,37.3
ESP-La Liga,2122,Levante,Jorge Miramón,ESP,DF,32.0,22.0,5,0,0,32,26,0,40,45,25,0,0,0,163,26,23,53.1
ESP-La Liga,2122,Levante,Jorge de Frutos,ESP,"MF,FW",24.0,19.6,4,0,0,38,25,13,60,21,24,0,2,0,137,8,28,22.2
ESP-La Liga,2122,Levante,José Campaña,ESP,MF,28.0,15.8,6,1,0,23,26,1,25,27,15,0,0,0,144,21,23,47.7
ESP-La Liga,2122,Levante,José Luis García Vayá,ESP,MF,22.0,22.4,9,0,0,56,24,0,13,40,36,0,0,0,218,36,18,66.7
ESP-La Liga,2122,Levante,José Luis Morales,ESP,"FW,MF",34.0,30.2,7,0,0,33,46,15,77,16,16,1,0,0,183,22,35,38.6
ESP-La Liga,2122,Levante,Marcelo Saracchi,URU,DF,23.0,2.1,2,0,0,4,0,0,5,4,3,0,0,0,17,1,2,33.3
ESP-La Liga,2122,Levante,Martín Cáceres,URU,DF,34.0,7.4,2,0,0,9,8,0,3,10,1,0,0,0,74,12,10,54.5
ESP-La Liga,2122,Levante,Mickael Malsa,MTQ,MF,25.0,12.7,7,0,0,22,16,0,1,21,28,0,0,0,132,13,20,39.4
ESP-La Liga,2122,Levante,Nemanja Radoja,SRB,MF,28.0,13.5,3,0,0,24,15,0,4,17,14,1,1,0,111,21,16,56.8
ESP-La Liga,2122,Levante,Nikola Vukčević,MNE,MF,29.0,1.3,1,0,0,3,1,0,0,4,2,0,0,0,28,6,2,75.0
ESP-La Liga,2122,Levante,Omar Faraj,SWE,FW,19.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0.0
ESP-La Liga,2122,Levante,Opponent Total,,,27.4,38.0,104,5,3,477,612,78,492,543,444,6,12,0,3071,603,535,53.0
ESP-La Liga,2122,Levante,Pablo Martínez,ESP,MF,23.0,7.3,2,0,0,13,10,1,10,14,8,0,0,0,58,11,11,50.0
ESP-La Liga,2122,Levante,Pubill,ESP,DF,18.0,5.7,1,0,0,11,9,0,12,7,12,0,0,0,37,6,4,60.0
ESP-La Liga,2122,Levante,Rober,ESP,DF,26.0,22.3,5,1,1,38,13,0,4,56,28,0,1,0,216,31,36,46.3
ESP-La Liga,2122,Levante,Roberto Soldado,ESP,FW,36.0,7.4,7,2,1,10,5,9,4,3,2,0,0,0,30,9,21,30.0
ESP-La Liga,2122,Levante,Roger Martí,ESP,FW,30.0,23.5,8,0,0,74,28,12,10,6,14,1,0,0,65,27,79,25.5
ESP-La Liga,2122,Levante,Rúben Vezo,POR,DF,27.0,26.9,4,0,0,37,29,0,5,45,33,1,1,0,242,70,46,60.3
ESP-La Liga,2122,Levante,Sergio Postigo,ESP,DF,32.0,9.4,3,0,0,7,2,0,0,18,7,0,0,0,78,15,14,51.7
ESP-La Liga,2122,Levante,Shkodran Mustafi,GER,DF,29.0,7.3,1,0,0,5,5,3,0,13,4,0,0,0,72,29,8,78.4
ESP-La Liga,2122,Levante,Son,ESP,DF,27.0,21.9,5,1,0,18,14,3,40,36,15,1,0,0,159,12,20,37.5
ESP-La Liga,2122,Levante,Squad Total,,,28.0,38.0,109,6,2,631,448,77,415,504,379,6,6,0,3058,535,603,47.0
ESP-La Liga,2122,Levante,Álex Cantero,ESP,"FW,MF",21.0,6.8,1,0,0,14,5,0,9,1,8,0,0,0,27,2,20,9.1
ESP-La Liga,2122,Levante,Óscar Duarte,CRC,DF,32.0,19.7,5,0,0,32,5,2,0,27,14,0,0,0,211,87,40,68.5
ESP-La Liga,2122,Mallorca,Abdón Prats,ESP,FW,28.0,7.1,3,0,0,11,17,2,4,1,3,0,0,0,32,34,35,49.3
ESP-La Liga,2122,Mallorca,Aleix Febas,ESP,MF,25.0,1.3,1,0,0,2,4,0,0,0,4,0,0,0,14,2,2,50.0
ESP-La Liga,2122,Mallorca,Aleksandar Sedlar,SRB,"DF,MF",29.0,4.5,5,1,1,7,5,0,0,6,3,0,0,0,50,12,8,60.0
ESP-La Liga,2122,Mallorca,Amath,SEN,"FW,MF",25.0,9.8,5,0,0,20,21,6,7,11,13,0,0,0,47,3,17,15.0
ESP-La Liga,2122,Mallorca,Antonio Raillo,ESP,DF,29.0,17.0,8,0,0,26,14,1,1,27,12,0,0,1,148,39,37,51.3
ESP-La Liga,2122,Mallorca,Antonio Sánchez,ESP,"MF,FW",24.0,18.0,3,1,0,49,30,3,8,39,28,0,0,0,183,14,21,40.0
ESP-La Liga,2122,Mallorca,Brian Oliván,ESP,DF,27.0,24.3,7,0,0,33,8,4,81,37,20,1,1,0,163,29,37,43.9
ESP-La Liga,2122,Mallorca,Clément Grenier,FRA,MF,30.0,0.7,1,0,0,2,0,0,2,0,0,0,0,0,10,2,3,40.0
ESP-La Liga,2122,Mallorca,Dani Rodríguez,ESP,"MF,FW",33.0,31.5,7,0,0,78,78,3,31,34,38,0,0,0,238,47,68,40.9
ESP-La Liga,2122,Mallorca,Dominik Greif,SVK,GK,24.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,
ESP-La Liga,2122,Mallorca,Fernando Niño,ESP,FW,20.0,9.8,2,0,0,23,24,3,1,4,5,1,0,0,40,54,57,48.6
ESP-La Liga,2122,Mallorca,Franco Russo,ARG,DF,26.0,16.3,7,2,2,24,10,1,0,40,13,0,0,1,168,38,29,56.7
ESP-La Liga,2122,Mallorca,Giovanni González,URU,DF,26.0,4.1,1,0,0,3,5,0,8,8,9,0,0,0,35,10,12,45.5
ESP-La Liga,2122,Mallorca,Iddrisu Baba,GHA,MF,25.0,21.5,9,0,0,50,46,0,6,36,51,0,0,0,280,55,36,60.4
ESP-La Liga,2122,Mallorca,Iñigo Ruiz de Galarreta,ESP,MF,27.0,15.3,4,0,0,35,41,0,7,26,27,0,0,0,181,17,22,43.6
ESP-La Liga,2122,Mallorca,Jaume Costa,ESP,DF,33.0,20.3,5,1,0,22,33,2,54,27,24,0,0,0,198,28,29,49.1
ESP-La Liga,2122,Mallorca,Javier Llabrés,,"FW,MF",,1.5,0,0,0,0,1,1,5,0,3,0,0,0,8,1,3,25.0
ESP-La Liga,2122,Mallorca,Joan Sastre Vanrell,ESP,DF,24.0,2.9,1,0,0,4,7,0,6,7,4,0,1,0,14,7,1,87.5
ESP-La Liga,2122,Mallorca,Jordi Mboula,ESP,FW,22.0,4.8,2,0,0,7,9,5,12,2,3,0,1,0,26,12,14,46.2
ESP-La Liga,2122,Mallorca,Josep Antoni Gayá,ESP,DF,21.0,0.6,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,
ESP-La Liga,2122,Mallorca,Lago Junior,CIV,"FW,MF",30.0,2.0,0,0,0,6,7,0,4,3,3,0,0,0,9,8,9,47.1
ESP-La Liga,2122,Mallorca,Lee Kangin,KOR,"MF,FW",20.0,15.7,4,1,1,27,42,1,25,13,7,0,0,1,92,13,45,22.4
ESP-La Liga,2122,Mallorca,Leonardo Román,ESP,GK,21.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
ESP-La Liga,2122,Mallorca,Manolo Reina,ESP,GK,36.0,21.0,5,1,0,0,6,0,0,0,0,0,0,1,94,0,0,
ESP-La Liga,2122,Mallorca,Martin Valjent,SVK,DF,25.0,35.3,4,0,0,25,12,1,1,56,18,0,2,0,291,77,38,67.0
ESP-La Liga,2122,Mallorca,Matthew Hoppe,USA,FW,20.0,1.5,0,0,0,4,1,2,0,0,1,0,0,0,5,2,10,16.7
ESP-La Liga,2122,Mallorca,Opponent Total,,,27.7,38.0,114,6,4,645,612,56,500,453,433,4,6,3,3277,802,790,50.4
ESP-La Liga,2122,Mallorca,Pablo Maffeo,ESP,DF,24.0,32.7,10,0,0,36,67,3,87,72,55,3,0,0,230,71,60,54.2
ESP-La Liga,2122,Mallorca,Rodrigo Battaglia,ARG,MF,30.0,13.1,4,0,0,34,25,0,0,20,30,0,1,0,153,36,29,55.4
ESP-La Liga,2122,Mallorca,Salva Sevilla,ESP,MF,37.0,16.7,2,0,0,21,9,0,15,21,14,0,0,0,174,6,6,50.0
ESP-La Liga,2122,Mallorca,Sergio Rico,ESP,GK,27.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,
ESP-La Liga,2122,Mallorca,Squad Total,,,27.9,38.0,114,7,4,640,621,67,417,530,428,6,6,4,3229,790,802,49.6
ESP-La Liga,2122,Mallorca,Takefusa Kubo,JPN,"FW,MF",20.0,17.8,4,0,0,19,54,5,36,20,24,0,0,0,115,13,18,41.9
ESP-La Liga,2122,Mallorca,Vedat Muriqi,KVX,FW,27.0,16.0,6,0,0,29,17,7,8,12,3,0,0,0,78,144,107,57.4
ESP-La Liga,2122,Mallorca,Ángel Rodríguez,ESP,FW,34.0,17.2,4,0,0,43,28,17,8,5,13,1,0,0,74,16,49,24.6
ESP-La Liga,2122,Osasuna,Ante Budimir,CRO,FW,30.0,19.3,3,0,0,40,34,16,5,7,11,1,0,0,80,118,119,49.8
ESP-La Liga,2122,Osasuna,Aridane Hernández,EQG,DF,32.0,12.9,1,0,0,6,5,3,2,28,9,0,0,1,127,31,23,57.4
ESP-La Liga,2122,Osasuna,Barbero,ESP,"MF,FW",22.0,0.2,0,0,0,2,1,0,1,0,1,0,0,0,3,2,5,28.6
ESP-La Liga,2122,Osasuna,Darko Brašanac,SRB,MF,29.0,26.7,8,0,0,59,32,9,25,29,34,0,0,0,199,57,62,47.9
ESP-La Liga,2122,Osasuna,David García,ESP,DF,27.0,34.5,8,0,0,62,23,0,2,73,23,0,1,0,382,159,49,76.4
ESP-La Liga,2122,Osasuna,Ezequiel Ávila,ARG,"FW,MF",27.0,20.8,9,1,1,37,39,13,58,24,9,0,1,0,114,52,84,38.2
ESP-La Liga,2122,Osasuna,Iker Benito,ESP,"MF,FW",18.0,1.3,1,0,0,2,3,0,2,0,1,0,0,0,10,2,3,40.0
ESP-La Liga,2122,Osasuna,Iñigo Pérez,ESP,MF,33.0,3.8,0,0,0,0,3,0,13,3,0,0,0,0,22,1,11,8.3
ESP-La Liga,2122,Osasuna,Jaume Grau,ESP,MF,24.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0
ESP-La Liga,2122,Osasuna,Javi Martínez,ESP,MF,21.0,9.8,1,0,0,19,15,0,18,17,14,0,0,0,87,10,20,33.3
ESP-La Liga,2122,Osasuna,Javier Ontiveros,ESP,"MF,FW",23.0,0.4,0,0,0,1,2,0,2,0,0,0,0,0,5,0,0,
ESP-La Liga,2122,Osasuna,Jesús Areso,ESP,DF,22.0,2.1,1,0,0,5,4,0,2,1,3,0,0,0,15,3,4,42.9
ESP-La Liga,2122,Osasuna,Jon Moncayola,ESP,MF,23.0,32.4,2,0,0,21,23,1,52,34,19,0,0,0,279,25,26,49.0
ESP-La Liga,2122,Osasuna,Jonás Ramalho,ESP,DF,28.0,2.7,0,0,0,1,0,0,3,10,3,0,0,0,20,9,5,64.3
ESP-La Liga,2122,Osasuna,José Ángel,ESP,DF,31.0,12.0,2,1,0,9,7,0,32,18,24,0,0,0,127,16,5,76.2
ESP-La Liga,2122,Osasuna,Juan Cruz Armada,ESP,DF,29.0,21.5,4,0,0,20,6,0,13,44,15,0,0,0,203,28,28,50.0
ESP-La Liga,2122,Osasuna,Juan Pérez,ESP,GK,25.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
ESP-La Liga,2122,Osasuna,Kike,ESP,FW,31.0,20.7,2,0,0,25,40,9,22,10,12,1,0,0,95,82,130,38.7
ESP-La Liga,2122,Osasuna,Kike Barja,ESP,"MF,FW",24.0,9.6,2,0,0,20,27,0,40,16,7,0,0,0,69,13,14,48.1
ESP-La Liga,2122,Osasuna,Lucas Torró,ESP,MF,27.0,30.3,10,0,0,66,52,1,6,73,52,0,0,1,436,152,78,66.1
ESP-La Liga,2122,Osasuna,Manuel Sánchez,ESP,DF,20.0,25.1,6,0,0,38,17,0,58,33,40,0,1,0,183,18,51,26.1
ESP-La Liga,2122,Osasuna,Nacho Vidal,ESP,DF,26.0,32.2,9,0,0,55,35,3,50,59,43,1,2,0,305,79,39,66.9
ESP-La Liga,2122,Osasuna,Oier Sanjurjo,ESP,MF,35.0,8.4,3,0,0,21,8,2,8,2,10,0,0,0,83,25,19,56.8
ESP-La Liga,2122,Osasuna,Opponent Total,,,27.6,38.0,73,1,0,469,553,82,511,544,334,5,8,0,3398,888,966,47.9
ESP-La Liga,2122,Osasuna,Robert Ibáñez,ESP,MF,28.0,1.0,0,0,0,1,5,1,1,2,0,0,0,0,11,0,4,0.0
ESP-La Liga,2122,Osasuna,Roberto Torres,ESP,"MF,FW",32.0,9.0,3,0,0,9,12,0,36,12,3,0,0,0,80,5,15,25.0
ESP-La Liga,2122,Osasuna,Rubén García,ESP,"FW,MF",28.0,26.4,1,0,0,44,34,8,97,22,24,0,1,0,175,35,53,39.8
ESP-La Liga,2122,Osasuna,Sergio Herrera,ESP,GK,28.0,36.0,3,0,0,0,12,0,0,0,0,0,0,0,186,0,0,
ESP-La Liga,2122,Osasuna,Squad Total,,,27.7,38.0,84,2,1,578,446,66,551,554,373,3,7,2,3441,966,888,52.1
ESP-La Liga,2122,Osasuna,Unai Dufur,ESP,DF,22.0,1.0,0,0,0,1,0,0,0,3,1,0,0,0,13,5,2,71.4
ESP-La Liga,2122,Osasuna,Unai García,ESP,DF,29.0,15.6,5,0,0,14,7,0,3,34,14,0,1,0,122,39,37,51.3
ESP-La Liga,2122,Rayo Vallecano,Alejandro Asensio,ESP,FW,20.0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,100.0
ESP-La Liga,2122,Rayo Vallecano,Andrés Martín,ESP,"FW,MF",22.0,2.1,0,0,0,3,2,3,2,3,0,0,0,0,3,1,2,33.3
ESP-La Liga,2122,Rayo Vallecano,Bebé,CPV,"FW,MF",31.0,9.6,2,0,0,12,19,6,46,8,5,1,0,0,66,14,16,46.7
ESP-La Liga,2122,Rayo Vallecano,Catena,ESP,DF,26.0,36.0,8,0,0,27,16,3,5,55,22,0,1,0,330,129,53,70.9
ESP-La Liga,2122,Rayo Vallecano,Esteban Saveljich,MNE,DF,30.0,18.9,4,0,0,25,1,3,3,22,12,0,1,0,122,59,32,64.8
ESP-La Liga,2122,Rayo Vallecano,Francisco Garcia,ESP,DF,21.0,33.6,4,0,0,28,18,2,99,71,33,0,0,0,280,30,44,40.5
ESP-La Liga,2122,Rayo Vallecano,Isaac Palazón Camacho,ESP,"FW,MF",26.0,25.4,7,0,0,39,78,5,30,23,30,0,0,0,186,61,77,44.2
ESP-La Liga,2122,Rayo Vallecano,Iván Balliu,ALB,DF,29.0,35.0,10,1,0,50,63,4,84,58,15,0,3,0,296,37,38,49.3
ESP-La Liga,2122,Rayo Vallecano,José Pozo,ESP,MF,25.0,0.8,0,0,0,2,2,0,1,1,1,0,0,0,13,1,1,50.0
ESP-La Liga,2122,Rayo Vallecano,Kévin Rodrigues,POR,"DF,FW",27.0,4.8,0,0,0,6,8,0,7,10,12,0,0,0,43,7,10,41.2
ESP-La Liga,2122,Rayo Vallecano,Luca Zidane,FRA,"GK,MF",23.0,7.2,0,1,0,0,1,0,0,0,0,0,0,0,36,0,0,
ESP-La Liga,2122,Rayo Vallecano,Mamadou Sylla,SEN,"FW,MF",27.0,2.8,2,0,0,8,5,2,2,3,2,0,0,0,18,13,11,54.2
ESP-La Liga,2122,Rayo Vallecano,Mario Hernández,ESP,"DF,FW",22.0,4.4,3,0,0,5,4,1,13,10,4,0,0,0,48,4,6,40.0
ESP-La Liga,2122,Rayo Vallecano,Mario Suárez,ESP,DF,34.0,7.9,2,0,0,18,6,0,0,18,4,0,1,0,77,33,11,75.0
ESP-La Liga,2122,Rayo Vallecano,Martín Merquelanz,ESP,FW,26.0,1.9,0,0,0,2,2,0,4,0,2,0,0,0,15,4,5,44.4
ESP-La Liga,2122,Rayo Vallecano,Nikola Maraš,SRB,DF,25.0,11.6,4,0,0,12,5,0,1,16,11,0,0,0,99,40,27,59.7
ESP-La Liga,2122,Rayo Vallecano,Opponent Total,,,27.6,38.0,110,3,0,623,601,54,426,539,440,6,4,1,3317,784,759,50.8
ESP-La Liga,2122,Rayo Vallecano,Pathé Ciss,SEN,MF,27.0,12.2,5,0,0,20,14,1,0,31,19,0,1,1,164,37,25,59.7
ESP-La Liga,2122,Rayo Vallecano,Radamel Falcao,COL,FW,35.0,9.3,1,0,0,20,18,15,3,0,1,0,0,0,32,34,45,43.0
ESP-La Liga,2122,Rayo Vallecano,Randy Ntekja,FRA,"FW,MF",23.0,16.2,2,0,0,45,28,3,12,14,16,2,0,0,86,67,88,43.2
ESP-La Liga,2122,Rayo Vallecano,Santi Comesaña,ESP,MF,24.0,29.8,12,1,1,74,64,1,11,54,64,0,0,0,323,65,73,47.1
ESP-La Liga,2122,Rayo Vallecano,Sergi Guardiola,ESP,FW,30.0,19.0,3,0,0,30,33,14,15,11,14,1,0,0,81,32,62,34.0
ESP-La Liga,2122,Rayo Vallecano,Squad Total,,,27.5,38.0,101,3,1,631,594,83,564,589,419,4,8,1,3323,759,784,49.2
ESP-La Liga,2122,Rayo Vallecano,Stole Dimitrievski,MKD,GK,27.0,30.8,0,0,0,0,7,0,0,0,0,0,0,0,156,0,0,
ESP-La Liga,2122,Rayo Vallecano,Unai López,ESP,MF,25.0,12.9,5,0,0,31,22,4,12,21,18,0,0,0,108,9,21,30.0
ESP-La Liga,2122,Rayo Vallecano,Yacine Qasmi,MAR,MF,30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0
ESP-La Liga,2122,Rayo Vallecano,Álvaro Aguirre,ESP,FW,21.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
ESP-La Liga,2122,Rayo Vallecano,Álvaro García,ESP,FW,28.0,33.3,6,0,0,33,32,12,170,61,36,0,0,0,220,8,28,22.2
ESP-La Liga,2122,Rayo Vallecano,Óscar Trejo,ARG,MF,33.0,22.3,13,0,0,65,83,4,41,17,31,0,0,0,178,27,42,39.1
ESP-La Liga,2122,Rayo Vallecano,Óscar Valentín,ESP,MF,26.0,28.5,8,0,0,76,63,0,2,82,66,0,1,0,339,44,67,39.6
ESP-La Liga,2122,Real Madrid,Andriy Lunin,UKR,GK,22.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,
ESP-La Liga,2122,Real Madrid,Blanco,ESP,MF,21.0,0.3,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,
ESP-La Liga,2122,Real Madrid,Casemiro,BRA,MF,29.0,28.5,11,0,0,67,41,4,10,59,64,1,0,0,347,112,55,67.1
ESP-La Liga,2122,Real Madrid,Dani Carvajal,ESP,DF,29.0,17.2,1,0,0,25,11,0,40,34,22,0,1,0,137,15,17,46.9
ESP-La Liga,2122,Real Madrid,Dani Ceballos,ESP,MF,24.0,3.1,1,0,0,5,10,0,1,7,6,0,0,0,30,1,1,50.0
ESP-La Liga,2122,Real Madrid,David Alaba,AUT,DF,29.0,29.4,2,0,0,18,13,2,32,41,18,0,0,0,189,23,23,50.0
ESP-La Liga,2122,Real Madrid,Eden Hazard,BEL,"FW,MF",30.0,8.0,3,0,0,9,36,4,13,8,6,0,0,0,30,3,5,37.5
ESP-La Liga,2122,Real Madrid,Eduardo Camavinga,FRA,MF,18.0,13.7,8,0,0,42,37,1,4,18,32,0,0,0,108,30,10,75.0
ESP-La Liga,2122,Real Madrid,Federico Valverde,URU,MF,23.0,20.4,2,0,0,22,14,6,25,41,21,0,0,0,155,16,12,57.1
ESP-La Liga,2122,Real Madrid,Ferland Mendy,FRA,DF,26.0,19.3,4,0,0,14,26,3,27,33,16,1,1,0,137,10,18,35.7
ESP-La Liga,2122,Real Madrid,Gareth Bale,WAL,FW,32.0,3.1,2,0,0,3,1,1,2,5,1,0,0,0,10,7,5,58.3
ESP-La Liga,2122,Real Madrid,Isco,ESP,"MF,FW",29.0,3.7,1,0,0,10,14,0,4,2,6,0,0,0,26,3,6,33.3
ESP-La Liga,2122,Real Madrid,Jesús Vallejo,ESP,DF,24.0,3.8,1,0,0,4,1,0,0,5,7,0,1,0,28,10,0,100.0
ESP-La Liga,2122,Real Madrid,Karim Benzema,FRA,FW,33.0,28.8,0,0,0,14,12,31,27,7,5,0,0,0,90,18,42,30.0
ESP-La Liga,2122,Real Madrid,Latasa,ESP,FW,20.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
ESP-La Liga,2122,Real Madrid,Lucas Vázquez,ESP,DF,30.0,20.4,3,0,0,30,38,5,56,29,31,0,0,0,151,4,9,30.8
ESP-La Liga,2122,Real Madrid,Luka Jović,SRB,FW,23.0,4.1,1,0,0,4,3,2,1,2,2,0,0,0,17,11,8,57.9
ESP-La Liga,2122,Real Madrid,Luka Modrić,CRO,MF,35.0,22.6,4,0,0,24,41,1,33,31,13,0,0,0,160,10,16,38.5
ESP-La Liga,2122,Real Madrid,Marcelo,BRA,DF,33.0,5.8,0,0,0,3,10,0,21,6,4,0,0,0,37,1,5,16.7
ESP-La Liga,2122,Real Madrid,Marco Asensio,ESP,"FW,MF",25.0,19.2,2,0,0,12,26,2,43,25,10,0,0,0,102,1,9,10.0
ESP-La Liga,2122,Real Madrid,Mariano,DOM,FW,27.0,3.8,2,0,0,2,0,4,2,1,2,0,0,0,6,12,4,75.0
ESP-La Liga,2122,Real Madrid,Mario Gila,ESP,DF,20.0,0.3,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,
ESP-La Liga,2122,Real Madrid,Miguel Gutiérrez,ESP,DF,20.0,2.9,1,0,0,4,9,0,8,5,4,0,0,0,16,1,3,25.0
ESP-La Liga,2122,Real Madrid,Nacho,ESP,DF,31.0,17.3,7,0,0,17,15,0,6,37,11,0,0,0,130,34,25,57.6
ESP-La Liga,2122,Real Madrid,Opponent Total,,,27.6,38.0,82,3,1,580,435,30,441,558,429,5,12,0,2384,372,444,45.6
ESP-La Liga,2122,Real Madrid,Peter González,DOM,"MF,DF",19.0,0.3,0,0,0,0,2,0,1,1,1,0,0,0,3,0,1,0.0
ESP-La Liga,2122,Real Madrid,Rodrygo,BRA,FW,20.0,16.9,4,0,0,23,30,13,24,18,15,3,0,0,73,12,31,27.9
ESP-La Liga,2122,Real Madrid,Sergio Santos,ESP,DF,20.0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
ESP-La Liga,2122,Real Madrid,Squad Total,,,27.7,38.0,76,0,0,460,557,106,483,520,404,10,5,0,2698,444,372,54.4
ESP-La Liga,2122,Real Madrid,Thibaut Courtois,BEL,GK,29.0,36.0,1,0,0,1,2,0,0,0,0,0,1,0,133,0,0,
ESP-La Liga,2122,Real Madrid,Toni Kroos,GER,MF,31.0,23.4,4,0,0,21,42,0,31,17,31,0,0,0,136,9,12,42.9
ESP-La Liga,2122,Real Madrid,Vinicius Júnior,BRA,FW,21.0,29.9,6,0,0,42,82,26,59,14,35,4,0,0,130,4,19,17.4
ESP-La Liga,2122,Real Madrid,Éder Militão,BRA,DF,23.0,33.7,5,0,0,41,41,1,12,70,40,1,0,0,303,96,36,72.7
ESP-La Liga,2122,Real Sociedad,Adnan Januzaj,BEL,"FW,MF",26.0,18.1,5,0,0,28,61,4,58,17,10,1,0,0,90,13,23,36.1
ESP-La Liga,2122,Real Sociedad,Aihen Muñoz,ESP,DF,23.0,14.9,4,1,1,28,16,0,33,26,18,0,0,0,133,27,31,46.6
ESP-La Liga,2122,Real Sociedad,Alex Sola,ESP,"DF,FW",22.0,0.5,0,0,0,0,2,0,0,1,1,0,0,0,2,0,1,0.0
ESP-La Liga,2122,Real Sociedad,Alexander Isak,SWE,FW,21.0,23.8,6,0,0,33,34,15,22,4,9,0,0,0,76,31,53,36.9
ESP-La Liga,2122,Real Sociedad,Alexander Sørloth,NOR,FW,25.0,19.6,2,0,0,34,19,12,9,7,15,2,0,0,73,71,60,54.2
ESP-La Liga,2122,Real Sociedad,Ander Barrenetxea,ESP,"FW,MF",19.0,6.1,0,0,0,10,20,1,8,7,15,0,0,0,36,4,7,36.4
ESP-La Liga,2122,Real Sociedad,Ander Guevara,ESP,MF,24.0,9.6,2,0,0,19,6,0,0,14,10,0,1,0,116,18,25,41.9
ESP-La Liga,2122,Real Sociedad,Ander Martin,ESP,"FW,MF",20.0,1.0,0,0,0,4,0,0,2,3,1,0,0,0,6,1,2,33.3
ESP-La Liga,2122,Real Sociedad,Andoni Gorosabel,ESP,DF,24.0,25.4,4,0,0,28,24,0,45,25,29,0,0,0,208,36,37,49.3
ESP-La Liga,2122,Real Sociedad,Aritz Elustondo,ESP,DF,27.0,23.4,3,1,0,19,22,2,3,50,16,0,1,0,234,80,29,73.4
ESP-La Liga,2122,Real Sociedad,Asier Illarramendi,ESP,MF,31.0,4.2,1,0,0,6,4,0,2,9,7,0,0,0,42,12,11,52.2
ESP-La Liga,2122,Real Sociedad,Beñat Turrientes,ESP,MF,19.0,2.3,1,0,0,3,4,0,1,2,1,0,0,0,18,0,3,0.0
ESP-La Liga,2122,Real Sociedad,Cristo,ESP,DF,21.0,0.2,0,0,0,1,0,0,1,0,0,0,0,0,4,0,1,0.0
ESP-La Liga,2122,Real Sociedad,David Silva,ESP,MF,35.0,19.1,4,1,0,28,38,3,24,15,28,2,1,0,137,11,22,33.3
ESP-La Liga,2122,Real Sociedad,Diego Rico,ESP,DF,28.0,18.3,4,0,0,16,19,4,41,48,27,0,1,0,186,33,14,70.2
ESP-La Liga,2122,Real Sociedad,Germán Valera,ESP,"FW,MF",19.0,0.6,0,0,0,3,0,0,0,0,1,0,0,0,7,0,1,0.0
ESP-La Liga,2122,Real Sociedad,Igor Zubeldia,ESP,DF,24.0,18.3,7,0,0,26,7,1,4,31,15,0,1,0,168,48,39,55.2
ESP-La Liga,2122,Real Sociedad,Jon Bautista,ESP,"FW,MF",26.0,0.5,0,0,0,1,1,1,0,1,0,0,0,0,2,1,1,50.0
ESP-La Liga,2122,Real Sociedad,Jon Guridi,ESP,MF,26.0,2.3,0,0,0,6,5,0,2,2,4,0,0,0,14,4,10,28.6
ESP-La Liga,2122,Real Sociedad,Jon Pacheco,ESP,DF,20.0,4.2,1,0,0,3,1,0,0,7,4,0,0,0,32,13,14,48.1
ESP-La Liga,2122,Real Sociedad,Joseba Zaldúa,ESP,DF,29.0,13.0,6,0,0,22,23,1,24,12,22,0,0,0,98,28,23,54.9
ESP-La Liga,2122,Real Sociedad,Julen Lobete,ESP,"FW,MF",20.0,3.2,0,0,0,8,13,5,0,0,3,0,0,0,16,4,9,30.8
ESP-La Liga,2122,Real Sociedad,Martín Zubimendi,ESP,MF,22.0,28.8,4,0,0,46,24,3,3,50,32,0,0,0,271,76,40,65.5
ESP-La Liga,2122,Real Sociedad,Mathew Ryan,AUS,GK,29.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,
ESP-La Liga,2122,Real Sociedad,Mikel Merino,ESP,MF,25.0,32.1,8,0,0,70,73,4,20,37,50,2,1,0,339,117,79,59.7
