,,,,Nation,Pos,Age,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,,,,
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Óliver Torres,ESP,"MF,FW",26.0,11.2,20,11,5,12,3,5,23,21.7,18,274,64,23.4,59,149,66,15,1,0,14,9,29,5,0
ESP-La Liga,2122,Sevilla,Óscar Rodríguez Arnaiz,ESP,"FW,MF",23.0,4.6,10,9,2,4,4,2,4,50.0,2,61,17,27.9,10,37,14,5,0,0,5,9,19,5,0
ESP-La Liga,2122,Valencia,Bryan,ESP,"MF,FW",20.0,8.4,13,7,4,5,4,1,16,6.3,15,182,45,24.7,45,75,62,12,0,0,12,6,19,3,0
ESP-La Liga,2122,Valencia,Carlos Soler,ESP,MF,24.0,27.5,29,19,11,13,5,8,34,23.5,26,475,138,29.1,112,261,102,30,5,0,25,18,47,35,0
ESP-La Liga,2122,Valencia,Cristhian Mosquera,COL,DF,17.0,2.4,6,3,5,1,0,4,6,66.7,2,37,3,8.1,21,10,6,2,0,0,2,5,11,2,0
ESP-La Liga,2122,Valencia,Cristiano Piccini,ITA,DF,28.0,3.6,16,11,11,4,1,7,13,53.8,6,72,23,31.9,36,23,13,4,2,0,2,9,25,9,0
ESP-La Liga,2122,Valencia,Daniel Wass,DEN,MF,32.0,17.6,29,22,10,18,1,7,25,28.0,18,242,54,22.3,58,148,36,22,2,0,20,16,45,21,0
ESP-La Liga,2122,Valencia,Denis Cheryshev,RUS,MF,30.0,6.3,10,5,5,1,4,5,14,35.7,9,111,25,22.5,20,55,36,11,1,0,10,13,23,12,0
ESP-La Liga,2122,Valencia,Dimitri Foulquier,FRA,DF,28.0,26.0,48,26,22,22,4,13,23,56.5,10,401,103,25.7,166,182,53,51,6,0,45,53,101,56,0
ESP-La Liga,2122,Valencia,Eray Cömert,SUI,DF,23.0,4.5,5,2,4,1,0,3,5,60.0,2,39,11,28.2,22,16,1,4,3,0,1,6,11,11,0
ESP-La Liga,2122,Valencia,Gabriel Paulista,BRA,DF,30.0,17.7,25,12,19,6,0,10,14,71.4,4,100,34,34.0,63,33,4,21,12,0,9,67,92,116,1
ESP-La Liga,2122,Valencia,Giorgi Mamardashvili,GEO,GK,20.0,18.0,0,0,0,0,0,0,0,,0,2,1,50.0,2,0,0,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Valencia,Gonçalo Guedes,POR,"FW,MF",24.0,29.0,33,20,6,12,15,3,21,14.3,18,341,102,29.9,39,134,168,19,0,0,19,19,52,0,0
ESP-La Liga,2122,Valencia,Hugo Duro,ESP,"FW,MF",21.0,20.4,31,20,12,15,4,11,40,27.5,29,524,140,26.7,104,228,192,30,2,0,28,8,39,13,1
ESP-La Liga,2122,Valencia,Hugo Guillamón,ESP,"MF,DF",21.0,26.2,47,35,23,19,5,18,42,42.9,24,400,119,29.8,146,213,41,34,10,0,24,50,97,74,0
ESP-La Liga,2122,Valencia,Hélder Costa,ANG,"MF,FW",27.0,12.4,25,17,9,5,11,11,32,34.4,21,328,79,24.1,96,148,84,18,2,0,16,13,38,9,0
ESP-La Liga,2122,Valencia,Ilaix Moriba,GUI,MF,18.0,9.1,30,17,13,16,1,10,26,38.5,16,254,76,29.9,69,136,49,10,0,0,10,13,43,16,0
ESP-La Liga,2122,Valencia,Jason,ESP,"MF,DF",27.0,0.8,2,1,1,0,1,0,3,0.0,3,24,3,12.5,10,10,4,2,0,0,2,2,4,2,0
ESP-La Liga,2122,Valencia,Jasper Cillessen,NED,GK,32.0,16.2,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,3,0
ESP-La Liga,2122,Valencia,Jaume Doménech,ESP,GK,30.0,3.8,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,2
ESP-La Liga,2122,Valencia,Jesus Vazquez,ESP,DF,18.0,9.0,27,21,14,7,6,9,20,45.0,11,165,57,34.5,68,58,39,18,3,0,15,15,42,19,0
ESP-La Liga,2122,Valencia,Jesús Santiago,ESP,MF,17.0,0.9,2,1,0,2,0,0,1,0.0,1,25,5,20.0,7,12,6,1,0,0,1,0,2,1,0
ESP-La Liga,2122,Valencia,José Luis Gayà,ESP,DF,26.0,20.8,32,12,21,9,2,16,37,43.2,21,262,66,25.2,125,109,28,29,3,0,26,39,71,42,0
ESP-La Liga,2122,Valencia,Koba Koindredi,FRA,MF,19.0,2.0,3,1,2,0,1,1,5,20.0,4,63,13,20.6,20,31,12,4,1,0,3,4,7,4,0
ESP-La Liga,2122,Valencia,Manu Vallejo,ESP,"FW,MF",24.0,1.1,3,2,1,1,1,0,1,0.0,1,33,9,27.3,7,15,11,1,0,0,1,0,3,1,0
ESP-La Liga,2122,Valencia,Maranhão,BRA,"FW,MF",24.0,10.8,15,7,3,7,5,6,9,66.7,3,248,55,22.2,31,118,99,22,0,0,22,10,25,10,0
ESP-La Liga,2122,Valencia,Mario Dominguez,ESP,FW,17.0,0.3,0,0,0,0,0,0,0,,0,7,2,28.6,0,1,6,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Valencia,Maxi Gómez,URU,FW,24.0,21.7,10,6,4,3,3,3,6,50.0,3,228,52,22.8,17,103,108,9,1,0,8,4,14,17,0
ESP-La Liga,2122,Valencia,Mouctar Diakhaby,GUI,DF,24.0,21.6,45,32,26,16,3,17,25,68.0,8,241,84,34.9,119,107,15,50,20,0,30,57,102,106,0
ESP-La Liga,2122,Valencia,Omar Alderete,PAR,DF,24.0,26.7,65,45,41,23,1,30,53,56.6,23,247,92,37.2,143,94,10,36,18,0,18,70,135,185,0
ESP-La Liga,2122,Valencia,Opponent Total,,,27.8,38.0,668,427,344,246,78,243,601,40.4,358,4969,1597,32.1,1701,2119,1149,529,110,3,419,412,1080,836,6
ESP-La Liga,2122,Valencia,Ruben Lendinez,ESP,DF,18.0,1.5,6,5,5,1,0,2,6,33.3,4,26,7,26.9,15,8,3,1,0,0,1,10,16,7,0
ESP-La Liga,2122,Valencia,Rubén Sobrino,ESP,MF,29.0,0.2,1,0,1,0,0,0,0,,0,8,0,0.0,4,3,1,1,0,0,1,0,1,1,0
ESP-La Liga,2122,Valencia,Squad Total,,,24.8,38.0,677,420,328,258,91,236,572,41.3,336,6158,1701,27.6,1974,2790,1394,528,105,0,423,587,1264,864,4
ESP-La Liga,2122,Valencia,Thierry Correia,POR,DF,22.0,15.7,49,31,31,15,3,12,28,42.9,16,339,98,28.9,166,104,69,31,5,0,26,35,84,29,0
ESP-La Liga,2122,Valencia,Toni Lato,ESP,"DF,MF",23.0,6.6,12,6,8,3,1,9,14,64.3,5,120,38,31.7,61,37,22,11,1,0,10,11,23,20,0
ESP-La Liga,2122,Valencia,Uroš Račić,SRB,MF,23.0,13.4,33,25,10,20,3,12,30,40.0,18,319,97,30.4,105,176,38,25,7,0,18,20,53,29,0
ESP-La Liga,2122,Valencia,Yunus Musah,USA,"MF,FW",18.0,14.0,25,9,6,13,6,8,22,36.4,14,293,70,23.9,75,142,76,19,1,0,18,14,39,11,0
ESP-La Liga,2122,Villarreal,Alberto Moreno,ESP,"MF,DF",29.0,13.6,16,12,6,9,1,5,20,25.0,15,188,55,29.3,66,78,44,17,2,0,15,36,52,12,1
ESP-La Liga,2122,Villarreal,Alfonso Pedraza,ESP,DF,25.0,18.9,34,18,20,10,4,9,34,26.5,25,265,77,29.1,92,110,63,22,3,0,19,55,89,37,0
ESP-La Liga,2122,Villarreal,Arnaut Groeneveld,NED,FW,24.0,16.4,7,3,3,0,4,2,6,33.3,4,130,40,30.8,11,35,84,8,1,0,7,2,9,1,0
ESP-La Liga,2122,Villarreal,Aïssa Mandi,ALG,DF,29.0,15.3,10,6,2,7,1,2,5,40.0,3,71,28,39.4,28,36,7,21,13,3,8,17,27,61,1
ESP-La Liga,2122,Villarreal,Boulaye Dia,SEN,FW,24.0,14.1,10,9,3,4,3,1,5,20.0,4,209,56,26.8,22,78,109,11,1,0,10,8,18,4,0
ESP-La Liga,2122,Villarreal,Carlo,ESP,MF,20.0,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Villarreal,Dani Raba,ESP,"MF,FW",25.0,1.0,1,1,0,1,0,0,1,0.0,1,16,3,18.8,4,6,6,1,0,0,1,2,3,2,0
ESP-La Liga,2122,Villarreal,Daniel Parejo,ESP,MF,32.0,30.0,46,33,20,17,9,15,52,28.8,37,484,147,30.4,129,258,97,49,7,0,42,34,80,20,2
ESP-La Liga,2122,Villarreal,Francis Coquelin,FRA,MF,30.0,9.2,28,14,8,16,4,11,17,64.7,6,158,66,41.8,45,71,42,14,4,0,10,16,44,11,0
ESP-La Liga,2122,Villarreal,Gerard Moreno,ESP,FW,29.0,13.2,7,4,3,3,1,2,7,28.6,5,114,36,31.6,16,56,42,9,1,0,8,7,14,13,0
ESP-La Liga,2122,Villarreal,Gerónimo Rulli,ARG,GK,29.0,32.0,0,0,0,0,0,0,4,0.0,4,6,1,16.7,6,0,0,0,0,0,0,0,0,0,4
ESP-La Liga,2122,Villarreal,Giovani Lo Celso,ARG,"MF,FW",25.0,11.0,18,14,7,7,4,4,15,26.7,11,237,57,24.1,56,104,77,4,0,0,4,7,25,3,0
ESP-La Liga,2122,Villarreal,Juan Foyth,ARG,DF,23.0,21.4,72,46,39,23,10,32,51,62.7,19,331,108,32.6,174,113,44,45,8,1,37,34,106,56,1
ESP-La Liga,2122,Villarreal,Manu Trigueros,ESP,"MF,FW",29.0,24.2,43,26,17,19,7,20,66,30.3,46,488,115,23.6,129,258,101,26,3,0,23,12,55,15,0
ESP-La Liga,2122,Villarreal,Mario Gaspar,ESP,DF,30.0,6.9,12,10,5,5,2,7,14,50.0,7,80,24,30.0,33,32,15,12,4,0,8,9,21,15,0
ESP-La Liga,2122,Villarreal,Moi Gómez,ESP,"MF,FW",27.0,14.3,17,10,9,4,4,6,10,60.0,4,216,77,35.6,45,95,76,15,0,0,15,16,33,9,0
ESP-La Liga,2122,Villarreal,Nicolas Jackson,SEN,FW,20.0,1.8,2,1,1,0,1,0,2,0.0,2,50,15,30.0,11,21,18,1,0,0,1,2,4,1,0
ESP-La Liga,2122,Villarreal,Nikita Iosifov,RUS,MF,20.0,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Villarreal,Opponent Total,,,27.6,38.0,681,433,333,249,99,276,708,39.0,432,6437,1707,26.5,1954,2926,1557,619,130,3,489,626,1307,620,11
ESP-La Liga,2122,Villarreal,Paco Alcácer,ESP,FW,27.0,8.7,5,3,1,3,1,2,5,40.0,3,111,28,25.2,7,48,56,8,0,0,8,4,9,1,0
ESP-La Liga,2122,Villarreal,Pau Torres,ESP,DF,24.0,31.7,28,14,21,6,1,11,21,52.4,10,194,66,34.0,96,86,12,43,25,0,18,44,72,120,2
ESP-La Liga,2122,Villarreal,Pervis Estupiñán,ECU,DF,23.0,17.5,38,20,22,11,5,18,29,62.1,11,231,83,35.9,122,72,37,37,6,0,31,48,86,24,3
ESP-La Liga,2122,Villarreal,Raúl Albiol,ESP,DF,35.0,27.4,27,15,17,10,0,9,14,64.3,5,168,68,40.5,89,73,6,38,16,1,22,37,64,143,0
ESP-La Liga,2122,Villarreal,Rubén Peña,ESP,"MF,FW",30.0,1.5,3,2,2,1,0,0,1,0.0,1,37,13,35.1,15,13,9,4,0,0,4,6,9,2,0
ESP-La Liga,2122,Villarreal,Samuel Chukwueze,NGA,"MF,FW",22.0,14.8,11,7,4,6,1,5,8,62.5,3,160,51,31.9,42,52,66,6,0,0,6,15,26,5,0
ESP-La Liga,2122,Villarreal,Serge Aurier,CIV,DF,28.0,11.2,21,14,12,7,2,6,10,60.0,4,136,42,30.9,61,49,26,22,7,1,15,23,44,18,0
ESP-La Liga,2122,Villarreal,Sergio Asenjo,ESP,GK,32.0,6.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Villarreal,Squad Total,,,28.0,38.0,551,338,265,207,79,198,478,41.4,280,4835,1493,30.9,1537,2104,1194,495,116,6,379,503,1054,676,15
ESP-La Liga,2122,Villarreal,Vicente Iborra,ESP,MF,33.0,11.5,14,9,7,4,3,9,25,36.0,16,134,39,29.1,54,70,10,14,5,0,9,14,28,33,0
ESP-La Liga,2122,Villarreal,Yeremi Pino,ESP,"MF,FW",18.0,18.6,31,13,12,10,9,10,29,34.5,19,279,74,26.5,67,104,108,44,5,0,39,19,50,9,1
ESP-La Liga,2122,Villarreal,Étienne Capoue,FRA,MF,33.0,25.4,50,34,24,24,2,12,27,44.4,15,341,124,36.4,116,186,39,24,5,0,19,36,86,61,0
