,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Sw_Pass Types,Crs_Pass Types,TI_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes
404,Sergio Reguilón,es  ESP,DF,Atlético Madrid,26-025,1996,0.7,56,46,9,1,1,0,5,8,0,0,0,0,44,1,5
405,Pepe Reina,es  ESP,GK,Villarreal,40-132,1982,2.0,75,61,14,7,0,0,0,0,0,0,0,0,62,0,0
406,Reinier,br  BRA,"MF,FW",Girona,20-356,2002,3.5,116,111,4,2,1,1,0,0,0,0,0,0,93,1,6
407,Karim Rekik,nl  NED,DF,Sevilla,28-039,1994,4.7,258,254,4,3,0,2,1,1,0,0,0,0,240,0,0
408,Álex Remiro,es  ESP,GK,Real Sociedad,27-292,1995,16.0,546,402,138,43,0,1,0,0,0,0,0,0,397,6,0
409,Alejandro Revuelta Montero,es  ESP,DF,Getafe,22-269,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Chadi Riad,es  ESP,MF,Barcelona,19-207,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
411,Nico Ribaudo,es  ESP,"FW,MF",Espanyol,21-274,2001,3.2,91,87,4,2,0,1,4,1,1,0,0,0,72,0,1
412,Diego Rico,es  ESP,DF,Real Sociedad,29-321,1993,8.6,463,357,103,9,0,4,27,94,0,0,0,0,354,3,7
413,Rodrigo Riquelme,es  ESP,"MF,FW",Girona,22-283,2000,10.5,278,266,9,3,1,1,22,2,1,0,0,0,198,3,9
414,Sergi Roberto,es  ESP,DF,Barcelona,30-337,1992,5.2,368,323,43,4,0,3,10,39,0,0,0,0,338,2,2
415,Lucas Robertone,ar  ARG,MF,Almería,25-298,1997,12.8,517,459,54,22,4,7,56,2,29,11,14,0,392,4,5
416,Enzo Roco,cl  CHI,DF,Elche,30-147,1992,8.8,409,386,21,21,1,2,0,0,0,0,0,0,348,2,3
417,Rodrigo,es  ESP,FW,Betis,22-239,2000,7.9,344,332,9,7,0,1,16,2,0,0,0,0,294,3,8
418,Ángel Rodríguez,es  ESP,"FW,MF",Mallorca,35-259,1987,2.0,34,31,3,0,0,0,1,1,0,0,0,0,25,0,1
419,Óscar Rodríguez Arnaiz,es  ESP,MF,Celta Vigo,24-196,1998,11.5,632,574,56,31,1,9,50,0,24,6,17,0,500,2,7
420,Dani Rodríguez,es  ESP,MF,Mallorca,34-218,1988,9.1,278,263,14,8,2,5,14,1,5,1,2,0,220,1,7
421,Guido Rodríguez,ar  ARG,MF,Betis,28-273,1994,12.1,617,581,34,32,2,11,4,2,0,0,0,0,541,2,7
422,Rodrygo,br  BRA,FW,Real Madrid,22-001,2001,10.8,377,356,16,0,1,1,8,3,4,0,0,0,325,5,6
423,Iván Romero,es  ESP,MF,Sevilla,21-275,2001,0.1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
424,Oriol Romeu,es  ESP,MF,Girona,31-108,1991,12.0,632,609,19,18,1,3,10,1,0,0,0,0,555,4,4
425,Rubén,es  ESP,"MF,FW",Espanyol,21-340,2001,2.8,80,77,2,0,0,0,13,2,0,0,0,0,53,1,3
426,Antonio Rüdiger,de  GER,DF,Real Madrid,29-313,1993,9.6,581,566,15,8,1,8,2,4,0,0,0,0,533,0,3
427,Aitor Ruibal,es  ESP,"DF,FW",Betis,26-294,1996,7.3,335,282,53,5,1,6,7,48,0,0,0,0,256,0,9
428,Víctor Ruiz,es  ESP,DF,Betis,33-350,1989,3.8,172,166,5,5,0,1,0,0,0,0,0,0,140,1,0
429,Gerónimo Rulli,ar  ARG,GK,Villarreal,30-235,1992,14.0,543,419,124,32,0,0,0,0,0,0,0,0,464,0,2
430,Franco Russo,ar  ARG,DF,Mallorca,28-077,1994,1.6,60,58,2,1,0,1,0,1,0,0,0,0,46,0,0
431,Youssouf Sabaly,sn  SEN,DF,Betis,29-311,1993,7.9,418,332,85,12,0,0,6,73,0,0,0,0,345,1,9
432,Samuel Sáiz,es  ESP,MF,Girona,31-353,1991,2.7,162,150,7,0,2,1,6,1,1,0,1,0,122,5,6
433,Salvi,es  ESP,"FW,MF",Rayo Vallecano,31-286,1991,2.9,96,91,3,0,1,0,16,2,1,0,1,0,50,2,13
434,Samuel,br  BRA,"FW,MF",Valencia,23-018,1999,15.3,568,551,15,0,2,0,45,14,1,0,0,0,434,2,29
435,Fede San Emeterio,es  ESP,MF,Cádiz,25-300,1997,9.8,338,325,8,8,0,4,0,0,0,0,0,0,270,5,6
436,Oihan Sancet,es  ESP,MF,Athletic Club,22-260,2000,11.8,415,399,11,6,1,0,4,0,2,0,1,0,352,5,5
437,Antonio Sánchez,es  ESP,MF,Mallorca,26-009,1997,6.7,230,217,12,1,0,4,14,4,1,1,0,0,177,1,8
438,Iván Sánchez,es  ESP,"FW,MF",Valladolid,30-109,1992,6.8,287,282,3,1,0,6,18,0,2,1,0,0,230,2,9
439,Javi Sánchez,es  ESP,DF,Valladolid,25-302,1997,12.1,510,488,20,15,1,9,2,1,0,0,0,0,433,2,7
440,Manuel Sánchez,es  ESP,DF,Osasuna,22-139,2000,6.3,272,223,45,1,0,1,24,44,0,0,0,0,209,4,6
441,Esteban Saveljich,me  MNE,FW,Rayo Vallecano,31-235,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Stefan Savić,me  MNE,DF,Atlético Madrid,32-002,1991,11.8,666,642,19,14,0,1,0,5,0,0,0,0,585,5,3
443,Jaime Seoane,es  ESP,MF,Getafe,25-353,1997,3.1,83,82,1,1,1,3,1,0,0,0,0,0,66,0,1
444,David Silva,es  ESP,MF,Real Sociedad,37-002,1986,10.8,563,540,17,9,4,3,14,4,3,1,2,0,467,6,7
445,Rui Silva,pt  POR,GK,Betis,28-337,1994,14.0,499,311,186,66,1,0,0,0,0,0,0,0,338,2,0
446,Unai Simón,es  ESP,GK,Athletic Club,25-213,1997,16.0,488,364,121,27,0,1,0,0,0,0,0,0,370,3,0
447,Rubén Sobrino,es  ESP,"FW,MF",Cádiz,30-223,1992,10.8,212,208,4,0,0,0,3,2,0,0,0,0,165,0,10
448,Alex Sola,es  ESP,DF,Real Sociedad,23-215,1999,3.1,151,120,31,4,0,0,6,27,0,0,0,0,120,0,3
449,Augusto Solari,ar  ARG,"MF,FW",Celta Vigo,31-007,1992,2.1,95,92,1,0,0,0,2,1,0,0,0,0,76,2,3
450,Carlos Soler,es  ESP,MF,Valencia,26-008,1997,2.7,123,102,21,9,0,1,16,0,11,5,5,0,92,0,3
451,David Soria,es  ESP,GK,Getafe,29-281,1993,16.0,464,258,203,68,0,11,0,0,0,0,0,0,266,3,0
452,Dyego Sousa,pt  POR,FW,Almería,33-118,1989,3.7,97,89,8,0,1,0,0,0,0,0,0,0,69,0,4
453,Vinicius Souza,br  BRA,MF,Espanyol,23-207,1999,14.1,482,468,14,14,0,7,3,0,0,0,0,0,393,0,8
454,Jørgen Strand Larsen,no  NOR,FW,Celta Vigo,22-338,2000,8.9,140,131,8,1,0,1,0,0,0,0,0,0,93,1,1
455,Cristhian Stuani,uy  URU,FW,Girona,36-090,1986,5.0,65,57,8,0,0,0,2,0,0,0,0,0,48,0,0
456,Damián Suárez,uy  URU,DF,Getafe,34-258,1988,7.7,404,307,96,23,0,11,44,61,12,6,5,0,275,1,13
457,Mario Suárez,es  ESP,"DF,MF",Rayo Vallecano,35-320,1987,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
458,Suso,es  ESP,"FW,MF",Sevilla,29-052,1993,1.4,77,67,10,2,0,1,10,5,3,1,0,0,61,0,2
459,Williot Swedberg,se  SWE,MF,Celta Vigo,18-343,2004,0.4,12,11,1,1,0,0,0,0,0,0,0,0,11,0,0
460,Alexander Sørloth,no  NOR,FW,Real Sociedad,27-036,1995,11.0,206,187,18,0,1,0,1,1,0,0,0,0,145,1,9
461,Renato Tapia,pe  PER,MF,Celta Vigo,27-166,1995,7.1,369,348,19,15,0,7,4,2,1,1,0,0,318,2,2
462,Aurélien Tchouaméni,fr  FRA,MF,Real Madrid,22-348,2000,10.7,730,711,18,17,5,4,5,1,0,0,0,0,675,1,2
463,Alex Telles,br  BRA,DF,Sevilla,30-026,1992,8.4,421,332,87,18,1,2,56,55,14,6,7,0,310,2,5
464,Marc-André ter Stegen,de  GER,GK,Barcelona,30-255,1992,16.0,614,507,107,25,0,1,0,0,0,0,0,0,522,0,0
465,Ramón Terrats,es  ESP,MF,Girona,22-084,2000,2.3,96,93,3,0,0,0,2,3,0,0,0,0,77,0,3
466,Raúl de Tomás,es  ESP,FW,Rayo Vallecano,28-085,1994,0.3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
467,Pablo Torre,es  ESP,FW,Barcelona,19-282,2003,0.2,4,3,1,0,0,0,1,0,1,0,1,0,2,0,0
468,Ferrán Torres,es  ESP,FW,Barcelona,22-315,2000,7.0,245,235,8,2,0,2,13,4,1,0,0,0,193,2,10
469,Óliver Torres,es  ESP,"MF,FW",Sevilla,28-061,1994,11.3,534,509,18,8,5,9,27,5,2,0,1,0,406,7,11
470,Pau Torres,es  ESP,DF,Villarreal,25-359,1997,15.0,893,824,67,44,2,21,1,6,0,0,0,0,771,2,7
471,Roberto Torres,es  ESP,"FW,MF",Osasuna,33-309,1989,0.1,13,12,1,1,0,1,2,0,0,0,0,0,12,0,0
472,Lucas Torró,es  ESP,MF,Osasuna,28-175,1994,14.2,532,526,6,6,0,6,1,0,0,0,0,0,434,0,9
473,Nabil Touaizi,ma  MAR,MF,Espanyol,21-343,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
474,Óscar Trejo,ar  ARG,"MF,FW",Rayo Vallecano,34-259,1988,10.7,454,413,40,15,4,2,21,4,11,7,0,0,367,1,11
475,Manu Trigueros,es  ESP,"MF,FW",Villarreal,31-085,1991,2.9,141,136,5,5,0,0,0,0,0,0,0,0,127,0,1
476,Beñat Turrientes,es  ESP,"MF,FW",Real Sociedad,20-344,2002,1.2,47,40,7,4,0,2,4,0,3,2,1,0,40,0,0
477,Enes Ünal,tr  TUR,FW,Getafe,25-245,1997,15.3,331,321,8,1,1,0,9,1,0,0,0,0,213,2,6
478,Oscar Ureña,es  ESP,MF,Girona,20-009,2003,1.1,22,22,0,0,0,0,4,0,0,0,0,0,15,0,2
479,Óscar Valentín,es  ESP,MF,Rayo Vallecano,28-143,1994,11.6,525,511,13,13,1,8,2,0,0,0,0,0,441,1,5
480,Valery,es  ESP,"MF,DF",Girona,23-048,1999,4.8,133,120,13,1,0,0,9,10,2,0,0,0,111,0,4
481,Enrique Valiente,es  ESP,DF,Sevilla,20-262,2002,4.1,211,203,7,7,0,1,0,0,0,0,0,0,177,1,0
482,Martin Valjent,sk  SVK,DF,Mallorca,27-030,1995,13.8,537,500,33,29,0,14,2,4,0,0,0,0,434,4,8
483,Manu Vallejo,es  ESP,"FW,MF",Girona,25-330,1997,2.3,89,87,1,0,1,0,7,0,0,0,0,0,68,1,2
484,Federico Valverde,uy  URU,"FW,MF",Real Madrid,24-172,1998,14.2,777,756,15,4,2,14,13,10,0,0,0,0,683,6,14
485,Jesus Vazquez,es  ESP,"DF,MF",Valencia,20-008,2003,1.6,92,76,16,0,1,0,5,16,0,0,0,0,73,0,1
486,Kevin Vázquez,es  ESP,"MF,DF",Celta Vigo,29-293,1993,0.9,44,43,1,0,0,0,3,1,0,0,0,0,36,0,1
487,Lucas Vázquez,es  ESP,DF,Real Madrid,31-193,1991,4.7,351,307,44,6,1,1,16,38,0,0,0,0,306,0,4
488,Gabriel Veiga,es  ESP,MF,Celta Vigo,20-228,2002,8.0,286,269,15,4,2,0,11,1,1,1,0,0,219,2,2
489,Unai Vencedor Paris,es  ESP,MF,Athletic Club,22-056,2000,1.6,91,87,3,3,0,2,2,0,0,0,0,0,81,1,1
490,Gonzalo Verdú,es  ESP,DF,Elche,34-081,1988,4.8,200,189,11,11,0,0,0,0,0,0,0,0,164,0,0
491,Mikel Vesga,es  ESP,MF,Athletic Club,29-234,1993,12.3,678,668,4,4,2,11,6,0,0,0,0,0,549,6,8
492,Aleix Vidal,es  ESP,"FW,MF",Espanyol,33-142,1989,5.3,158,141,17,4,0,2,14,13,0,0,0,0,114,0,10
493,Nacho Vidal,es  ESP,DF,Osasuna,27-351,1995,9.9,459,351,106,3,2,1,20,103,0,0,0,0,354,2,9
494,Asier Villalibre,es  ESP,FW,Athletic Club,25-102,1997,1.1,18,18,0,0,0,0,0,0,0,0,0,0,11,0,0
495,Daniel Vivian,es  ESP,DF,Athletic Club,23-179,1999,9.1,474,454,17,17,0,11,3,0,0,0,0,0,383,3,4
496,Shon Weissman,il  ISR,FW,Valladolid,26-330,1996,6.6,72,60,12,0,0,0,2,0,0,0,0,0,56,0,0
497,Iñaki Williams,gh  GHA,FW,Athletic Club,28-209,1994,14.3,332,307,21,0,1,4,29,4,0,0,0,0,215,4,15
498,Nico Williams,es  ESP,FW,Athletic Club,20-182,2002,13.9,448,420,27,1,2,0,76,2,24,7,9,0,302,1,30
499,Axel Witsel,be  BEL,"DF,MF",Atlético Madrid,33-363,1989,11.9,661,636,25,23,0,0,2,2,0,0,0,0,617,0,2
500,Jawad El Yamiq,ma  MAR,DF,Valladolid,30-315,1992,5.6,258,240,18,12,0,1,0,2,0,0,0,0,212,0,3
501,Joseba Zaldúa,es  ESP,DF,Cádiz,30-200,1992,7.1,277,222,53,4,0,1,12,49,0,0,0,0,190,2,8
502,Oier Zarraga,es  ESP,MF,Athletic Club,24-006,1999,3.6,156,150,6,4,0,0,13,1,1,0,1,0,121,0,3
503,Igor Zubeldia,es  ESP,DF,Real Sociedad,25-286,1997,10.0,538,509,29,14,0,2,2,15,0,0,0,0,472,0,6
504,Martín Zubimendi,es  ESP,MF,Real Sociedad,23-342,1999,14.8,776,750,21,19,3,5,1,0,0,0,0,0,650,5,9
