,Player,Nation,Pos,Squad,Age,Born,90s,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl%_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
384,Javier Pastore,ar  ARG,MF,Elche,33-236,1989,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
385,Gabriel Paulista,br  BRA,DF,Valencia,32-077,1990,8.2,9,5,7,2,0,7,11,63.6,4,14,10,4,11,20,41,2
386,Alfonso Pedraza,es  ESP,DF,Villarreal,26-308,1996,9.3,17,16,8,7,2,11,14,78.6,3,7,1,6,5,22,14,0
387,Pedri,es  ESP,"MF,FW",Barcelona,20-078,2002,17.1,33,19,13,14,6,11,33,33.3,22,24,0,24,11,44,7,1
388,Rubén Peña,es  ESP,"DF,MF",Osasuna,31-208,1991,7.3,16,8,3,12,1,13,21,61.9,8,7,4,3,8,24,15,0
389,Alberto Perea,es  ESP,MF,Cádiz,32-054,1990,0.5,2,0,2,0,0,0,0,,0,2,0,2,0,2,0,0
390,Ayoze Pérez,es  ESP,FW,Betis,29-197,1993,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
391,Carles Pérez,es  ESP,"MF,FW",Celta Vigo,24-360,1998,9.5,13,8,4,6,3,6,14,42.9,8,13,2,11,2,15,5,0
392,Francisco Perez,es  ESP,"FW,DF",Valencia,20-155,2002,0.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0
393,Kike Pérez,es  ESP,MF,Valladolid,25-362,1997,14.9,33,15,13,17,3,8,34,23.5,26,14,3,11,12,45,14,0
394,Lucas Pérez,es  ESP,FW,Cádiz,34-154,1988,7.0,3,2,2,1,0,1,3,33.3,2,2,0,2,1,4,3,0
395,Luis Pérez,es  ESP,DF,Valladolid,28-007,1995,6.8,25,13,12,8,5,13,17,76.5,4,9,3,6,6,31,12,0
396,Germán Pezzella,ar  ARG,DF,Betis,31-229,1991,15.1,24,18,17,7,0,15,18,83.3,3,17,8,9,32,56,62,1
397,Ronaël Pierre-Gabriel,fr  FRA,DF,Espanyol,24-243,1998,0.5,6,3,3,3,0,2,3,66.7,1,2,1,1,2,8,1,0
398,Yeremi Pino,es  ESP,"MF,FW",Villarreal,20-114,2002,12.4,30,21,14,11,5,12,28,42.9,16,14,2,12,8,38,20,0
399,Gerard Piqué,es  ESP,DF,Barcelona,36-009,1987,4.3,5,4,1,4,0,4,4,100.0,0,2,1,1,2,7,19,0
400,Óscar Plano,es  ESP,"FW,MF",Valladolid,32-000,1991,14.2,28,18,7,9,12,7,16,43.8,9,16,1,15,18,46,18,0
401,Gonzalo Plata,ec  ECU,"FW,MF",Valladolid,22-102,2000,10.2,29,17,13,12,4,10,17,58.8,7,15,0,15,4,33,3,0
402,Ezequiel Ponce,ar  ARG,FW,Elche,25-319,1997,7.6,6,4,0,4,2,0,3,0.0,3,4,1,3,1,7,11,0
403,Francisco Portillo,es  ESP,"MF,FW",Almería,32-243,1990,3.2,8,4,2,5,1,2,5,40.0,3,2,1,1,3,11,3,0
404,Portu,es  ESP,"DF,MF",Getafe,30-266,1992,7.8,13,8,5,6,2,10,16,62.5,6,10,0,10,3,16,8,1
405,José Pozo,es  ESP,MF,Rayo Vallecano,26-333,1996,0.8,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,0
406,Alejandro Pozo Pozo,es  ESP,DF,Almería,23-354,1999,10.9,18,8,8,9,1,12,21,57.1,9,15,4,11,18,36,20,1
407,Abdón Prats,es  ESP,"FW,MF",Mallorca,30-066,1992,1.9,1,0,1,0,0,0,0,,0,2,0,2,0,1,2,0
408,Javi Puado,es  ESP,"FW,MF",Espanyol,24-262,1998,12.8,7,2,4,2,1,4,11,36.4,7,3,0,3,6,13,9,0
409,Arnau Puigmal,es  ESP,"MF,DF",Almería,22-032,2001,3.1,4,1,1,1,2,2,3,66.7,1,3,0,3,3,7,1,0
410,Domingos Quina,pt  POR,MF,Elche,23-085,1999,3.1,3,2,2,1,0,1,3,33.3,2,5,0,5,3,6,1,0
411,Antonio Raillo,es  ESP,DF,Mallorca,31-126,1991,19.0,22,14,19,3,0,8,11,72.7,3,24,17,7,19,41,96,0
412,Predrag Rajković,rs  SRB,GK,Mallorca,27-103,1995,20.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,0
413,Ivan Rakitić,hr  CRO,MF,Sevilla,34-338,1988,10.3,24,15,5,11,8,10,20,50.0,10,13,0,13,12,36,11,0
414,Largie Ramazani,be  BEL,"FW,MF",Almería,21-349,2001,11.3,10,7,4,1,5,7,16,43.8,9,8,0,8,6,16,2,0
415,Chris Ramos,es  ESP,MF,Cádiz,26-024,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
416,Raphinha,br  BRA,FW,Barcelona,26-059,1996,10.7,13,11,2,3,8,6,14,42.9,8,18,1,17,8,21,8,0
417,Sergio Reguilón,es  ESP,DF,Atlético Madrid,26-057,1996,1.0,3,2,2,1,0,2,3,66.7,1,2,0,2,1,4,0,0
418,Pepe Reina,es  ESP,GK,Villarreal,40-164,1982,5.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1
419,Reinier,br  BRA,"MF,FW",Girona,21-023,2002,3.5,6,4,4,0,2,1,4,25.0,3,3,0,3,1,7,2,0
420,Karim Rekik,nl  NED,DF,Sevilla,28-071,1994,7.4,2,1,2,0,0,1,2,50.0,1,4,1,3,6,8,13,0
421,Álex Remiro,es  ESP,GK,Real Sociedad,27-324,1995,20.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,2
422,Alejandro Revuelta Montero,es  ESP,DF,Getafe,22-301,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
423,Chadi Riad,es  ESP,MF,Barcelona,19-239,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
424,Nico Ribaudo,es  ESP,"FW,MF",Espanyol,21-306,2001,4.2,6,5,3,2,1,4,11,36.4,7,4,0,4,1,7,1,0
425,Diego Rico,es  ESP,DF,Real Sociedad,29-353,1993,11.6,20,13,8,7,5,5,11,45.5,6,7,2,5,19,39,39,0
426,Rodrigo Riquelme,es  ESP,"MF,FW",Girona,22-315,2000,13.6,10,1,4,3,3,4,18,22.2,14,10,0,10,5,15,1,0
427,Sergi Roberto,es  ESP,DF,Barcelona,31-004,1992,6.0,8,7,5,2,1,4,5,80.0,1,5,4,1,8,16,7,0
428,Lucas Robertone,ar  ARG,MF,Almería,25-330,1997,16.5,26,17,9,11,6,12,30,40.0,18,27,4,23,25,51,19,0
429,Joel Roca,es  ESP,"MF,FW",Girona,17-249,2005,0.2,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
430,Enzo Roco,cl  CHI,DF,Elche,30-179,1992,12.8,17,9,13,4,0,9,14,64.3,5,10,8,2,10,27,36,1
431,Rodrigo,es  ESP,"FW,MF",Betis,22-271,2000,9.2,7,6,3,3,1,3,5,60.0,2,6,0,6,6,13,1,0
432,Ángel Rodríguez,es  ESP,"FW,MF",Mallorca,35-291,1987,2.3,1,1,0,1,0,0,1,0.0,1,3,0,3,0,1,1,0
433,Óscar Rodríguez Arnaiz,es  ESP,MF,Celta Vigo,24-228,1998,13.3,23,20,9,11,3,10,16,62.5,6,8,1,7,14,37,10,0
434,Dani Rodríguez,es  ESP,MF,Mallorca,34-250,1988,12.3,25,12,13,10,2,12,23,52.2,11,15,2,13,13,38,10,0
435,Guido Rodríguez,ar  ARG,MF,Betis,28-305,1994,15.4,48,31,22,22,4,21,35,60.0,14,26,6,20,18,66,35,0
436,Rodrygo,br  BRA,FW,Real Madrid,22-033,2001,13.2,12,6,1,6,5,2,7,28.6,5,12,0,12,4,16,3,0
437,Iván Romero,es  ESP,MF,Sevilla,21-307,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
438,Oriol Romeu,es  ESP,MF,Girona,31-140,1991,16.0,42,25,22,15,5,13,23,56.5,10,21,5,16,19,61,15,0
439,Rubén,es  ESP,"DF,MF",Espanyol,22-007,2001,3.9,13,7,7,4,2,11,12,91.7,1,7,1,6,10,23,9,0
440,Antonio Rüdiger,de  GER,DF,Real Madrid,29-345,1993,13.6,7,6,5,2,0,6,9,66.7,3,12,7,5,9,16,39,0
441,Aitor Ruibal,es  ESP,"DF,FW",Betis,26-326,1996,9.2,27,14,22,3,2,14,25,56.0,11,8,1,7,16,43,27,0
442,Víctor Ruiz,es  ESP,DF,Betis,34-017,1989,3.8,1,0,1,0,0,0,0,,0,6,3,3,3,4,20,0
443,Gerónimo Rulli,ar  ARG,GK,Villarreal,30-267,1992,14.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,6,2
444,Franco Russo,ar  ARG,DF,Mallorca,28-109,1994,1.6,2,1,2,0,0,0,1,0.0,1,5,0,5,3,5,5,0
445,Youssouf Sabaly,sn  SEN,DF,Betis,29-343,1993,10.1,24,11,16,6,2,12,14,85.7,2,20,7,13,10,34,25,1
446,Samuel Sáiz,es  ESP,MF,Girona,32-020,1991,2.7,2,2,0,2,0,1,2,50.0,1,3,0,3,0,2,1,1
447,Salvi,es  ESP,"FW,MF",Rayo Vallecano,31-318,1991,3.1,7,5,2,3,2,1,3,33.3,2,0,0,0,2,9,0,0
448,Samuel,br  BRA,"FW,MF",Valencia,23-050,1999,18.8,32,20,8,21,3,11,26,42.3,15,16,0,16,7,39,7,0
449,Fede San Emeterio,es  ESP,MF,Cádiz,25-332,1997,10.6,15,5,7,6,2,5,16,31.3,11,18,7,11,5,20,9,0
450,Oihan Sancet,es  ESP,MF,Athletic Club,22-292,2000,14.7,13,6,1,8,4,4,17,23.5,13,7,0,7,3,16,4,0
451,Antonio Sánchez,es  ESP,MF,Mallorca,26-041,1997,7.1,8,5,4,3,1,3,14,21.4,11,9,0,9,9,17,4,1
452,Iván Sánchez,es  ESP,"MF,FW",Valladolid,30-141,1992,7.9,9,7,3,3,3,5,12,41.7,7,7,0,7,6,15,0,0
453,Javi Sánchez,es  ESP,DF,Valladolid,25-334,1997,15.9,26,12,17,8,1,9,12,75.0,3,22,16,6,29,55,72,0
454,Manuel Sánchez,es  ESP,DF,Osasuna,22-171,2000,9.3,26,17,17,5,4,15,23,65.2,8,16,3,13,7,33,19,0
455,Esteban Saveljich,me  MNE,FW,Rayo Vallecano,31-267,1991,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
456,Stefan Savić,me  MNE,DF,Atlético Madrid,32-034,1991,12.8,24,18,16,5,3,15,17,88.2,2,9,5,4,25,49,36,0
457,Haris Seferović,ch  SUI,MF,Celta Vigo,30-354,1992,0.3,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0
458,Jaime Seoane,es  ESP,MF,Getafe,26-020,1997,3.2,10,4,3,4,3,2,6,33.3,4,3,2,1,1,11,2,0
459,David Silva,es  ESP,MF,Real Sociedad,37-034,1986,12.4,18,11,6,8,4,6,9,66.7,3,5,1,4,6,24,9,0
460,Rui Silva,pt  POR,GK,Betis,29-004,1994,17.0,3,1,3,0,0,3,3,100.0,0,0,0,0,0,3,7,1
461,Unai Simón,es  ESP,GK,Athletic Club,25-245,1997,20.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,8,1
462,Rubén Sobrino,es  ESP,"FW,MF",Cádiz,30-255,1992,12.9,16,9,5,7,4,3,10,30.0,7,12,1,11,9,25,12,0
463,Alex Sola,es  ESP,DF,Real Sociedad,23-247,1999,3.1,16,8,12,3,1,7,10,70.0,3,5,0,5,3,19,10,0
464,Augusto Solari,ar  ARG,"MF,FW",Celta Vigo,31-039,1992,2.2,7,5,3,3,1,1,6,16.7,5,4,0,4,3,10,3,0
465,Carlos Soler,es  ESP,MF,Valencia,26-040,1997,2.7,2,0,0,1,1,2,3,66.7,1,1,0,1,0,2,2,0
466,David Soria,es  ESP,GK,Getafe,29-313,1993,20.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,3
467,Dyego Sousa,pt  POR,FW,Almería,33-150,1989,3.9,4,2,2,1,1,2,2,100.0,0,3,1,2,1,5,8,0
468,Vinicius Souza,br  BRA,MF,Espanyol,23-239,1999,17.0,68,43,28,29,11,23,35,65.7,12,18,9,9,36,104,30,1
469,Jørgen Strand Larsen,no  NOR,FW,Celta Vigo,23-005,2000,11.1,9,5,3,2,4,3,11,27.3,8,7,2,5,1,10,17,0
470,Cristhian Stuani,uy  URU,FW,Girona,36-122,1986,7.2,5,2,1,1,3,3,7,42.9,4,5,0,5,1,6,4,0
471,Damián Suárez,uy  URU,DF,Getafe,34-290,1988,10.0,26,17,11,11,4,8,14,57.1,6,20,0,20,9,35,19,0
472,Denis Suárez,es  ESP,MF,Espanyol,29-036,1994,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
473,Mario Suárez,es  ESP,"DF,MF",Rayo Vallecano,35-352,1987,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
474,Suso,es  ESP,"FW,MF",Sevilla,29-084,1993,2.7,6,3,2,2,2,3,5,60.0,2,1,0,1,0,6,0,0
475,Williot Swedberg,se  SWE,MF,Celta Vigo,19-010,2004,0.4,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
476,Alexander Sørloth,no  NOR,FW,Real Sociedad,27-068,1995,14.2,8,3,1,3,4,3,7,42.9,4,5,1,4,1,9,14,1
477,Renato Tapia,pe  PER,MF,Celta Vigo,27-198,1995,7.7,21,12,9,10,2,5,13,38.5,8,15,8,7,9,30,12,0
478,Aurélien Tchouaméni,fr  FRA,MF,Real Madrid,23-015,2000,11.8,30,18,8,22,0,11,18,61.1,7,10,2,8,25,55,25,0
479,Alex Telles,br  BRA,DF,Sevilla,30-058,1992,8.4,9,5,6,3,0,7,12,58.3,5,6,1,5,7,16,9,0
480,Marc-André ter Stegen,de  GER,GK,Barcelona,30-287,1992,20.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,2
481,Ramón Terrats,es  ESP,MF,Girona,22-116,2000,2.4,4,2,1,3,0,2,6,33.3,4,6,2,4,3,7,3,1
482,Raúl de Tomás,es  ESP,FW,Rayo Vallecano,28-117,1994,0.4,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
483,Pablo Torre,es  ESP,FW,Barcelona,19-314,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
484,David Torres,es  ESP,DF,Valladolid,19-343,2003,1.1,1,1,0,1,0,1,1,100.0,0,2,1,1,2,3,3,0
485,Ferrán Torres,es  ESP,FW,Barcelona,22-347,2000,7.2,5,2,0,4,1,2,8,25.0,6,5,1,4,1,6,3,0
486,Óliver Torres,es  ESP,"MF,FW",Sevilla,28-093,1994,14.7,24,16,9,7,8,12,31,38.7,19,16,2,14,7,31,6,0
487,Pau Torres,es  ESP,DF,Villarreal,26-026,1997,17.0,18,9,12,5,1,12,15,80.0,3,18,15,3,6,24,75,2
488,Roberto Torres,es  ESP,"FW,MF",Osasuna,33-341,1989,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
489,Lucas Torró,es  ESP,MF,Osasuna,28-207,1994,16.7,30,20,16,11,3,10,17,58.8,7,11,2,9,21,51,35,0
490,Nabil Touaizi,ma  MAR,MF,Espanyol,22-010,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
491,Óscar Trejo,ar  ARG,"MF,FW",Rayo Vallecano,34-291,1988,13.4,25,19,5,13,7,6,14,42.9,8,16,2,14,6,31,5,0
492,Manu Trigueros,es  ESP,"MF,FW",Villarreal,31-117,1991,4.2,7,4,5,2,0,3,11,27.3,8,3,1,2,2,9,2,0
493,Viktor Tsyhankov,ua  UKR,MF,Girona,25-088,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
494,Beñat Turrientes,es  ESP,"MF,FW",Real Sociedad,21-011,2002,1.2,4,3,4,0,0,1,4,25.0,3,2,0,2,0,4,3,0
495,Enes Ünal,tr  TUR,FW,Getafe,25-277,1997,19.2,15,9,4,9,2,4,11,36.4,7,10,2,8,0,15,26,0
496,Oscar Ureña,es  ESP,MF,Girona,20-041,2003,1.1,4,2,2,2,0,2,3,66.7,1,2,0,2,1,5,0,0
497,Óscar Valentín,es  ESP,MF,Rayo Vallecano,28-175,1994,13.6,53,27,16,28,9,26,50,52.0,24,27,5,22,24,77,14,0
498,Valery,es  ESP,"MF,DF",Girona,23-080,1999,6.4,7,3,1,5,1,2,3,66.7,1,4,0,4,7,14,6,0
499,Enrique Valiente,es  ESP,DF,Sevilla,20-294,2002,4.1,1,1,1,0,0,0,0,,0,4,3,1,5,6,23,0
500,Martin Valjent,sk  SVK,DF,Mallorca,27-062,1995,16.8,16,11,11,5,0,8,11,72.7,3,28,11,17,17,33,67,0
501,Manu Vallejo,es  ESP,"FW,MF",Girona,25-362,1997,2.3,4,1,1,2,1,1,6,16.7,5,2,0,2,1,5,3,0
502,Federico Valverde,uy  URU,"FW,MF",Real Madrid,24-204,1998,17.0,18,11,6,8,4,8,16,50.0,8,16,3,13,6,24,9,0
503,Jesus Vazquez,es  ESP,"DF,MF",Valencia,20-040,2003,1.9,4,4,2,0,2,0,1,0.0,1,2,0,2,0,4,3,0
504,Kevin Vázquez,es  ESP,"MF,DF",Celta Vigo,29-325,1993,1.0,3,1,0,2,1,0,0,,0,1,0,1,0,3,5,0
505,Lucas Vázquez,es  ESP,DF,Real Madrid,31-225,1991,4.7,13,7,6,6,1,6,6,100.0,0,5,0,5,4,17,4,0
506,Gabriel Veiga,es  ESP,MF,Celta Vigo,20-260,2002,11.5,20,8,6,14,0,8,18,44.4,10,13,1,12,6,26,3,0
507,Unai Vencedor Paris,es  ESP,MF,Athletic Club,22-088,2000,1.6,3,1,0,3,0,1,5,20.0,4,3,0,3,1,4,0,0
508,Gonzalo Verdú,es  ESP,DF,Elche,34-113,1988,4.8,4,1,4,0,0,2,5,40.0,3,7,6,1,5,9,22,0
509,Mikel Vesga,es  ESP,MF,Athletic Club,29-266,1993,15.5,28,16,9,15,4,13,40,32.5,27,19,4,15,21,49,18,1
510,Aleix Vidal,es  ESP,"MF,FW",Espanyol,33-174,1989,8.1,7,2,3,2,2,1,11,9.1,10,18,2,16,9,16,10,0
511,Nacho Vidal,es  ESP,DF,Osasuna,28-018,1995,9.9,22,12,14,3,5,14,26,53.8,12,15,2,13,17,39,21,1
512,Asier Villalibre,es  ESP,FW,Athletic Club,25-134,1997,1.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
513,Gonzalo Villar,es  ESP,MF,Getafe,24-325,1998,1.1,1,1,1,0,0,0,1,0.0,1,1,0,1,2,3,1,0
514,Iván Villar,es  ESP,GK,Celta Vigo,25-217,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
515,Daniel Vivian,es  ESP,DF,Athletic Club,23-211,1999,13.1,25,15,19,6,0,14,18,77.8,4,10,7,3,20,45,50,1
516,Shon Weissman,il  ISR,FW,Valladolid,26-362,1996,8.3,2,1,1,1,0,0,4,0.0,4,8,0,8,1,3,7,0
517,Iñaki Williams,gh  GHA,FW,Athletic Club,28-241,1994,16.1,12,8,2,9,1,5,7,71.4,2,6,2,4,3,15,14,0
518,Nico Williams,es  ESP,"FW,MF",Athletic Club,20-214,2002,17.4,17,8,5,6,6,8,15,53.3,7,28,1,27,4,21,5,1
519,Axel Witsel,be  BEL,"DF,MF",Atlético Madrid,34-030,1989,13.9,13,8,8,5,0,7,10,70.0,3,12,7,5,12,25,46,0
520,Jawad El Yamiq,ma  MAR,DF,Valladolid,30-347,1992,6.7,10,6,7,3,0,3,4,75.0,1,12,11,1,17,27,44,0
521,Joseba Zaldúa,es  ESP,DF,Cádiz,30-232,1992,7.1,15,8,10,4,1,7,10,70.0,3,4,2,2,11,26,22,0
522,Oier Zarraga,es  ESP,MF,Athletic Club,24-038,1999,4.9,5,4,2,3,0,2,6,33.3,4,4,0,4,2,7,1,0
523,Igor Zubeldia,es  ESP,DF,Real Sociedad,25-318,1997,14.0,20,12,14,6,0,12,15,80.0,3,14,11,3,11,31,57,0
524,Martín Zubimendi,es  ESP,MF,Real Sociedad,24-009,1999,17.8,35,19,12,19,4,13,23,56.5,10,22,9,13,17,52,33,3
