,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
382,Moises Parra Gutierrez,es  ESP,FW,Getafe,20-232,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
383,Raúl Parra,es  ESP,"DF,MF",Cádiz,23-077,1999,0.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
384,Javier Pastore,ar  ARG,MF,Elche,33-236,1989,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
385,Gabriel Paulista,br  BRA,DF,Valencia,32-077,1990,8.2,1,1,0,7,7,0,0,11,5,0,1,0,39,25,11,69.4
386,Alfonso Pedraza,es  ESP,DF,Villarreal,26-308,1996,9.3,1,0,0,12,10,1,35,5,16,0,0,0,38,9,8,52.9
387,Pedri,es  ESP,"MF,FW",Barcelona,20-078,2002,17.1,2,0,0,7,33,3,18,11,19,0,0,0,107,1,2,33.3
388,Rubén Peña,es  ESP,"DF,MF",Osasuna,31-208,1991,7.3,1,1,0,16,4,0,28,8,8,0,0,0,43,8,11,42.1
389,Alberto Perea,es  ESP,MF,Cádiz,32-054,1990,0.5,0,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0.0
390,Ayoze Pérez,es  ESP,FW,Betis,29-197,1993,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
391,Carles Pérez,es  ESP,"MF,FW",Celta Vigo,24-360,1998,9.5,2,0,0,14,16,5,12,2,8,0,0,0,34,3,20,13.0
392,Francisco Perez,es  ESP,"FW,DF",Valencia,20-155,2002,0.4,1,0,0,2,1,1,1,0,0,0,0,0,5,0,0,
393,Kike Pérez,es  ESP,MF,Valladolid,25-362,1997,14.9,4,0,0,27,37,3,39,12,15,0,0,0,103,20,17,54.1
394,Lucas Pérez,es  ESP,FW,Cádiz,34-154,1988,7.0,3,0,0,5,4,6,40,1,2,0,0,0,21,2,8,20.0
395,Luis Pérez,es  ESP,DF,Valladolid,28-007,1995,6.8,1,0,0,6,7,2,19,6,13,0,0,0,22,3,9,25.0
396,Germán Pezzella,ar  ARG,DF,Betis,31-229,1991,15.1,2,2,0,12,12,1,2,32,18,0,0,0,62,35,14,71.4
397,Ronaël Pierre-Gabriel,fr  FRA,DF,Espanyol,24-243,1998,0.5,2,1,1,3,1,0,2,2,3,0,0,0,4,1,1,50.0
398,Yeremi Pino,es  ESP,"MF,FW",Villarreal,20-114,2002,12.4,3,0,0,33,24,8,16,8,21,0,0,0,56,12,24,33.3
399,Gerard Piqué,es  ESP,DF,Barcelona,36-009,1987,4.3,2,1,0,7,2,0,0,2,4,0,0,0,26,20,6,76.9
400,Óscar Plano,es  ESP,"FW,MF",Valladolid,32-000,1991,14.2,2,0,0,15,30,4,14,18,18,1,0,0,67,18,27,40.0
401,Gonzalo Plata,ec  ECU,"FW,MF",Valladolid,22-102,2000,10.2,0,0,0,7,18,1,14,4,17,1,0,0,51,4,22,15.4
402,Ezequiel Ponce,ar  ARG,FW,Elche,25-319,1997,7.6,2,0,0,23,6,4,1,1,4,1,0,0,26,23,25,47.9
403,Francisco Portillo,es  ESP,"MF,FW",Almería,32-243,1990,3.2,1,0,0,1,2,1,5,3,4,0,0,0,25,3,2,60.0
404,Portu,es  ESP,"DF,MF",Getafe,30-266,1992,7.8,4,1,1,11,15,5,33,3,8,0,0,0,34,4,14,22.2
405,José Pozo,es  ESP,MF,Rayo Vallecano,26-333,1996,0.8,0,0,0,2,3,0,3,1,1,0,0,0,5,2,1,66.7
406,Alejandro Pozo Pozo,es  ESP,DF,Almería,23-354,1999,10.9,0,0,0,4,7,0,42,18,8,0,0,0,80,5,12,29.4
407,Abdón Prats,es  ESP,"FW,MF",Mallorca,30-066,1992,1.9,0,0,0,2,4,1,0,0,0,0,0,0,6,1,12,7.7
408,Javi Puado,es  ESP,"FW,MF",Espanyol,24-262,1998,12.8,3,0,0,9,12,4,12,6,2,0,0,0,66,8,22,26.7
409,Arnau Puigmal,es  ESP,"MF,DF",Almería,22-032,2001,3.1,3,0,0,2,7,1,8,3,1,0,1,0,13,1,3,25.0
410,Domingos Quina,pt  POR,MF,Elche,23-085,1999,3.1,3,1,1,5,11,0,6,3,2,0,0,0,27,0,1,0.0
411,Antonio Raillo,es  ESP,DF,Mallorca,31-126,1991,19.0,6,0,0,23,16,1,0,19,14,1,0,0,76,38,30,55.9
412,Predrag Rajković,rs  SRB,GK,Mallorca,27-103,1995,20.0,2,0,0,1,3,0,0,0,0,0,1,0,14,1,0,100.0
413,Ivan Rakitić,hr  CRO,MF,Sevilla,34-338,1988,10.3,3,1,0,12,14,1,29,12,15,0,0,0,62,11,7,61.1
414,Largie Ramazani,be  BEL,"FW,MF",Almería,21-349,2001,11.3,4,0,0,21,10,10,14,6,7,0,0,0,46,2,12,14.3
415,Chris Ramos,es  ESP,MF,Cádiz,26-024,1997,0.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.0
416,Raphinha,br  BRA,FW,Barcelona,26-059,1996,10.7,3,0,0,8,17,9,83,8,11,0,0,0,48,4,5,44.4
417,Sergio Reguilón,es  ESP,DF,Atlético Madrid,26-057,1996,1.0,2,1,1,1,3,1,5,1,2,0,0,0,5,3,1,75.0
418,Pepe Reina,es  ESP,GK,Villarreal,40-164,1982,5.0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,
419,Reinier,br  BRA,"MF,FW",Girona,21-023,2002,3.5,1,0,0,2,8,1,0,1,4,0,0,0,14,1,5,16.7
420,Karim Rekik,nl  NED,DF,Sevilla,28-071,1994,7.4,1,0,0,13,3,0,1,6,1,0,0,0,34,11,4,73.3
421,Álex Remiro,es  ESP,GK,Real Sociedad,27-324,1995,20.0,1,0,0,0,0,0,0,0,0,0,0,0,23,4,0,100.0
422,Alejandro Revuelta Montero,es  ESP,DF,Getafe,22-301,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
423,Chadi Riad,es  ESP,MF,Barcelona,19-239,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
424,Nico Ribaudo,es  ESP,"FW,MF",Espanyol,21-306,2001,4.2,2,0,0,12,12,1,5,1,5,0,0,0,22,5,14,26.3
425,Diego Rico,es  ESP,DF,Real Sociedad,29-353,1993,11.6,2,0,0,16,21,0,32,19,13,0,0,0,65,15,6,71.4
426,Rodrigo Riquelme,es  ESP,"MF,FW",Girona,22-315,2000,13.6,0,0,0,16,20,4,33,5,1,0,0,0,59,5,9,35.7
427,Sergi Roberto,es  ESP,DF,Barcelona,31-004,1992,6.0,1,0,0,6,5,1,10,8,7,0,0,0,28,1,2,33.3
428,Lucas Robertone,ar  ARG,MF,Almería,25-330,1997,16.5,5,0,0,24,44,3,72,25,17,0,0,0,105,12,21,36.4
429,Joel Roca,es  ESP,"MF,FW",Girona,17-249,2005,0.2,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,
430,Enzo Roco,cl  CHI,DF,Elche,30-179,1992,12.8,3,0,0,23,8,0,0,10,9,0,1,0,57,29,14,67.4
431,Rodrigo,es  ESP,"FW,MF",Betis,22-271,2000,9.2,0,0,0,4,20,1,21,6,6,1,0,0,40,0,8,0.0
432,Ángel Rodríguez,es  ESP,"FW,MF",Mallorca,35-291,1987,2.3,0,0,0,2,3,2,1,0,1,0,0,0,4,7,2,77.8
433,Óscar Rodríguez Arnaiz,es  ESP,MF,Celta Vigo,24-228,1998,13.3,3,0,0,15,20,1,58,14,20,0,0,0,77,9,14,39.1
434,Dani Rodríguez,es  ESP,MF,Mallorca,34-250,1988,12.3,5,0,0,25,17,1,16,13,12,0,0,0,78,3,19,13.6
435,Guido Rodríguez,ar  ARG,MF,Betis,28-305,1994,15.4,3,0,0,20,25,1,5,18,31,0,0,0,101,19,15,55.9
436,Rodrygo,br  BRA,FW,Real Madrid,22-033,2001,13.2,1,0,0,13,25,5,12,4,6,1,0,0,29,10,11,47.6
437,Iván Romero,es  ESP,MF,Sevilla,21-307,2001,0.1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,100.0
438,Oriol Romeu,es  ESP,MF,Girona,31-140,1991,16.0,5,0,0,34,11,0,11,19,25,0,1,0,88,16,18,47.1
439,Rubén,es  ESP,"DF,MF",Espanyol,22-007,2001,3.9,1,0,0,6,2,0,18,10,7,0,0,0,32,7,1,87.5
440,Antonio Rüdiger,de  GER,DF,Real Madrid,29-345,1993,13.6,1,0,0,4,2,0,2,9,6,0,0,0,75,22,8,73.3
441,Aitor Ruibal,es  ESP,"DF,FW",Betis,26-326,1996,9.2,3,0,0,16,9,2,11,16,14,0,0,0,53,6,9,40.0
442,Víctor Ruiz,es  ESP,DF,Betis,34-017,1989,3.8,0,0,0,1,1,1,0,3,0,0,0,0,17,10,5,66.7
443,Gerónimo Rulli,ar  ARG,GK,Villarreal,30-267,1992,14.0,1,0,0,0,1,0,0,1,0,0,0,0,20,3,0,100.0
444,Franco Russo,ar  ARG,DF,Mallorca,28-109,1994,1.6,0,0,0,0,2,0,0,3,1,0,0,0,12,3,2,60.0
445,Youssouf Sabaly,sn  SEN,DF,Betis,29-343,1993,10.1,0,0,0,8,21,0,12,10,11,0,0,0,63,4,8,33.3
446,Samuel Sáiz,es  ESP,MF,Girona,32-020,1991,2.7,1,0,0,3,4,2,6,0,2,0,0,0,15,2,3,40.0
447,Salvi,es  ESP,"FW,MF",Rayo Vallecano,31-318,1991,3.1,2,0,0,3,5,2,19,2,5,0,0,0,15,1,4,20.0
448,Samuel,br  BRA,"FW,MF",Valencia,23-050,1999,18.8,3,0,0,27,30,9,51,7,20,2,0,0,79,10,19,34.5
449,Fede San Emeterio,es  ESP,MF,Cádiz,25-332,1997,10.6,5,0,0,28,14,0,1,5,5,0,0,0,36,11,13,45.8
450,Oihan Sancet,es  ESP,MF,Athletic Club,22-292,2000,14.7,2,0,0,21,29,1,6,3,6,0,0,0,83,12,9,57.1
451,Antonio Sánchez,es  ESP,MF,Mallorca,26-041,1997,7.1,4,0,0,15,11,0,16,9,5,1,1,0,50,4,7,36.4
452,Iván Sánchez,es  ESP,"MF,FW",Valladolid,30-141,1992,7.9,0,0,0,8,22,1,19,6,7,0,0,0,39,0,5,0.0
453,Javi Sánchez,es  ESP,DF,Valladolid,25-334,1997,15.9,7,0,0,22,4,0,2,29,12,0,1,0,66,25,22,53.2
454,Manuel Sánchez,es  ESP,DF,Osasuna,22-171,2000,9.3,0,0,0,7,8,0,35,7,17,1,0,0,53,7,5,58.3
455,Esteban Saveljich,me  MNE,FW,Rayo Vallecano,31-267,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
456,Stefan Savić,me  MNE,DF,Atlético Madrid,32-034,1991,12.8,2,1,0,18,5,0,0,25,18,0,0,0,70,35,21,62.5
457,Haris Seferović,ch  SUI,MF,Celta Vigo,30-354,1992,0.3,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0.0
458,Jaime Seoane,es  ESP,MF,Getafe,26-020,1997,3.2,0,0,0,4,4,0,1,1,4,0,0,0,13,1,2,33.3
459,David Silva,es  ESP,MF,Real Sociedad,37-034,1986,12.4,2,0,0,13,16,0,14,6,11,0,0,0,66,6,8,42.9
460,Rui Silva,pt  POR,GK,Betis,29-004,1994,17.0,2,0,0,0,0,0,0,0,1,0,0,0,30,3,0,100.0
461,Unai Simón,es  ESP,GK,Athletic Club,25-245,1997,20.0,1,0,0,0,1,0,0,0,0,0,0,0,24,0,0,
462,Rubén Sobrino,es  ESP,"FW,MF",Cádiz,30-255,1992,12.9,5,0,0,29,25,5,6,9,9,0,0,0,67,21,29,42.0
463,Alex Sola,es  ESP,DF,Real Sociedad,23-247,1999,3.1,1,0,0,3,6,0,6,3,8,0,0,0,14,6,3,66.7
464,Augusto Solari,ar  ARG,"MF,FW",Celta Vigo,31-039,1992,2.2,0,0,0,7,3,0,2,3,5,0,0,0,13,3,3,50.0
465,Carlos Soler,es  ESP,MF,Valencia,26-040,1997,2.7,0,0,0,2,4,0,16,0,0,0,0,0,4,1,1,50.0
466,David Soria,es  ESP,GK,Getafe,29-313,1993,20.0,1,0,0,1,1,0,0,0,0,0,0,0,20,3,0,100.0
467,Dyego Sousa,pt  POR,FW,Almería,33-150,1989,3.9,1,0,0,7,6,3,0,1,2,0,0,0,12,14,9,60.9
468,Vinicius Souza,br  BRA,MF,Espanyol,23-239,1999,17.0,7,1,1,44,23,0,3,36,43,0,0,0,100,42,35,54.5
469,Jørgen Strand Larsen,no  NOR,FW,Celta Vigo,23-005,2000,11.1,3,0,0,27,29,7,0,1,5,1,0,0,22,28,24,53.8
470,Cristhian Stuani,uy  URU,FW,Girona,36-122,1986,7.2,5,0,0,24,12,5,2,1,2,0,0,0,15,6,12,33.3
471,Damián Suárez,uy  URU,DF,Getafe,34-290,1988,10.0,2,0,0,18,4,1,48,9,17,0,0,0,57,8,2,80.0
472,Denis Suárez,es  ESP,MF,Espanyol,29-036,1994,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0
473,Mario Suárez,es  ESP,"DF,MF",Rayo Vallecano,35-352,1987,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
474,Suso,es  ESP,"FW,MF",Sevilla,29-084,1993,2.7,1,0,0,4,6,3,21,0,3,0,0,0,10,0,1,0.0
475,Williot Swedberg,se  SWE,MF,Celta Vigo,19-010,2004,0.4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
476,Alexander Sørloth,no  NOR,FW,Real Sociedad,27-068,1995,14.2,2,0,0,20,7,12,3,1,3,0,0,0,36,26,21,55.3
477,Renato Tapia,pe  PER,MF,Celta Vigo,27-198,1995,7.7,3,0,0,10,9,0,5,9,12,0,1,0,41,12,8,60.0
478,Aurélien Tchouaméni,fr  FRA,MF,Real Madrid,23-015,2000,11.8,1,0,0,18,16,0,5,25,18,0,0,0,59,27,11,71.1
479,Alex Telles,br  BRA,DF,Sevilla,30-058,1992,8.4,4,0,0,14,8,1,56,7,5,0,0,0,38,12,8,60.0
480,Marc-André ter Stegen,de  GER,GK,Barcelona,30-287,1992,20.0,0,0,0,0,0,0,0,1,0,0,0,0,36,4,0,100.0
481,Ramón Terrats,es  ESP,MF,Girona,22-116,2000,2.4,0,0,0,3,3,0,2,3,2,0,0,0,9,0,7,0.0
482,Raúl de Tomás,es  ESP,FW,Rayo Vallecano,28-117,1994,0.4,0,0,0,2,1,3,0,0,0,0,0,0,0,1,3,25.0
483,Pablo Torre,es  ESP,FW,Barcelona,19-314,2003,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
484,David Torres,es  ESP,DF,Valladolid,19-343,2003,1.1,0,0,0,0,1,0,1,2,1,0,0,0,5,2,2,50.0
485,Ferrán Torres,es  ESP,FW,Barcelona,22-347,2000,7.2,4,1,0,9,14,4,14,1,2,0,0,0,24,1,3,25.0
486,Óliver Torres,es  ESP,"MF,FW",Sevilla,28-093,1994,14.7,1,0,0,12,31,4,35,7,16,0,0,0,90,3,11,21.4
487,Pau Torres,es  ESP,DF,Villarreal,26-026,1997,17.0,7,0,0,12,13,0,1,6,9,2,0,0,90,22,25,46.8
488,Roberto Torres,es  ESP,"FW,MF",Osasuna,33-341,1989,0.1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,
489,Lucas Torró,es  ESP,MF,Osasuna,28-207,1994,16.7,6,0,0,35,22,0,1,21,20,0,0,0,108,36,32,52.9
490,Nabil Touaizi,ma  MAR,MF,Espanyol,22-010,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
491,Óscar Trejo,ar  ARG,"MF,FW",Rayo Vallecano,34-291,1988,13.4,8,0,0,43,42,2,24,6,19,0,0,0,79,6,23,20.7
492,Manu Trigueros,es  ESP,"MF,FW",Villarreal,31-117,1991,4.2,2,0,0,6,7,0,1,2,4,0,0,0,12,1,6,14.3
493,Viktor Tsyhankov,ua  UKR,MF,Girona,25-088,1997,0.1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,
494,Beñat Turrientes,es  ESP,"MF,FW",Real Sociedad,21-011,2002,1.2,0,0,0,2,1,0,4,0,3,0,0,0,7,0,2,0.0
495,Enes Ünal,tr  TUR,FW,Getafe,25-277,1997,19.2,4,0,0,30,47,14,10,0,9,0,0,0,54,79,95,45.4
496,Oscar Ureña,es  ESP,MF,Girona,20-041,2003,1.1,0,0,0,2,1,0,4,1,2,0,0,0,3,0,1,0.0
497,Óscar Valentín,es  ESP,MF,Rayo Vallecano,28-175,1994,13.6,6,0,0,41,20,1,2,24,27,0,0,0,89,14,21,40.0
498,Valery,es  ESP,"MF,DF",Girona,23-080,1999,6.4,1,0,0,1,9,1,13,7,3,1,1,0,33,3,3,50.0
499,Enrique Valiente,es  ESP,DF,Sevilla,20-294,2002,4.1,1,1,0,4,1,0,0,5,1,0,1,0,14,9,6,60.0
500,Martin Valjent,sk  SVK,DF,Mallorca,27-062,1995,16.8,7,0,0,19,4,0,5,17,11,0,1,0,63,16,6,72.7
501,Manu Vallejo,es  ESP,"FW,MF",Girona,25-362,1997,2.3,0,0,0,1,6,1,7,1,1,2,0,0,8,0,5,0.0
502,Federico Valverde,uy  URU,"FW,MF",Real Madrid,24-204,1998,17.0,2,0,0,7,10,3,15,6,11,0,0,0,82,17,5,77.3
503,Jesus Vazquez,es  ESP,"DF,MF",Valencia,20-040,2003,1.9,1,0,0,3,0,0,6,0,4,0,0,0,9,0,2,0.0
504,Kevin Vázquez,es  ESP,"MF,DF",Celta Vigo,29-325,1993,1.0,0,0,0,5,1,0,3,0,1,0,0,0,8,0,1,0.0
505,Lucas Vázquez,es  ESP,DF,Real Madrid,31-225,1991,4.7,1,0,0,8,5,2,16,4,7,0,0,0,24,0,4,0.0
506,Gabriel Veiga,es  ESP,MF,Celta Vigo,20-260,2002,11.5,3,1,0,21,10,3,17,6,8,0,0,0,56,9,7,56.3
507,Unai Vencedor Paris,es  ESP,MF,Athletic Club,22-088,2000,1.6,2,0,0,8,2,0,2,1,1,0,0,0,12,1,0,100.0
508,Gonzalo Verdú,es  ESP,DF,Elche,34-113,1988,4.8,1,2,0,9,2,0,0,5,1,0,0,0,19,11,9,55.0
509,Mikel Vesga,es  ESP,MF,Athletic Club,29-266,1993,15.5,3,0,0,23,11,0,6,21,16,1,0,0,107,33,24,57.9
510,Aleix Vidal,es  ESP,"MF,FW",Espanyol,33-174,1989,8.1,4,0,0,14,11,1,22,9,2,0,0,0,41,2,6,25.0
511,Nacho Vidal,es  ESP,DF,Osasuna,28-018,1995,9.9,2,0,0,21,12,0,20,17,12,0,0,0,49,18,7,72.0
512,Asier Villalibre,es  ESP,FW,Athletic Club,25-134,1997,1.1,0,0,0,3,1,0,0,0,0,0,0,0,2,2,2,50.0
513,Gonzalo Villar,es  ESP,MF,Getafe,24-325,1998,1.1,1,0,0,7,1,0,0,2,1,0,0,0,11,0,2,0.0
514,Iván Villar,es  ESP,GK,Celta Vigo,25-217,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
515,Daniel Vivian,es  ESP,DF,Athletic Club,23-211,1999,13.1,3,0,0,18,12,0,4,20,15,0,0,0,103,22,29,43.1
516,Shon Weissman,il  ISR,FW,Valladolid,26-362,1996,8.3,1,0,0,5,8,7,2,1,1,0,0,0,24,4,23,14.8
517,Iñaki Williams,gh  GHA,FW,Athletic Club,28-241,1994,16.1,0,0,0,17,16,16,34,3,8,0,0,0,38,16,18,47.1
518,Nico Williams,es  ESP,"FW,MF",Athletic Club,20-214,2002,17.4,0,0,0,11,18,7,96,4,8,1,0,0,83,9,15,37.5
519,Axel Witsel,be  BEL,"DF,MF",Atlético Madrid,34-030,1989,13.9,2,0,0,10,9,0,2,12,8,0,0,0,70,22,17,56.4
520,Jawad El Yamiq,ma  MAR,DF,Valladolid,30-347,1992,6.7,0,1,0,4,2,0,0,17,6,0,0,0,46,15,9,62.5
521,Joseba Zaldúa,es  ESP,DF,Cádiz,30-232,1992,7.1,4,0,0,11,4,2,12,11,8,0,0,0,23,19,12,61.3
522,Oier Zarraga,es  ESP,MF,Athletic Club,24-038,1999,4.9,3,0,0,8,9,0,15,2,4,0,0,0,34,6,6,50.0
523,Igor Zubeldia,es  ESP,DF,Real Sociedad,25-318,1997,14.0,5,0,0,23,7,0,3,11,12,0,0,0,69,28,22,56.0
524,Martín Zubimendi,es  ESP,MF,Real Sociedad,24-009,1999,17.8,6,0,0,29,15,1,2,17,19,0,0,0,110,39,16,70.9
