,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Starts,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
286,James Justin,eng  ENG,DF,Leicester City,24-353,1998,14,1252,89,66.2,13.9,14,89,12,0,,0,1.00,23,25,-2,-0.14,+0.28,15.9,20.8,-5.0,-0.36,+0.15
287,Mathias Jørgensen,dk  DEN,DF,Brentford,32-294,1990,13,745,57,39.4,8.3,8,83,6,5,16,5,1.85,12,12,0,0.00,-0.55,12.8,13.3,-0.5,-0.06,-0.35
288,Sasa Kalajdzic,at  AUT,FW,Wolves,25-219,1997,1,45,45,2.4,0.5,1,45,0,0,,0,3.00,1,0,+1,+2.00,+2.78,0.6,0.6,0.0,+0.04,+0.51
289,Boubacar Kamara,fr  FRA,MF,Aston Villa,23-080,1999,15,1195,80,63.2,13.3,14,84,9,1,13,0,1.53,17,20,-3,-0.23,+0.16,15.4,20.3,-4.9,-0.37,-0.64
290,Harry Kane,eng  ENG,FW,Tottenham,29-198,1993,22,1965,89,99.2,21.8,22,89,19,0,,0,1.77,41,30,+11,+0.50,+6.50,31.8,26.6,+5.2,+0.24,+0.54
291,N'Golo Kanté,fr  FRA,MF,Chelsea,31-319,1991,2,174,87,9.2,1.9,2,87,1,0,,0,2.00,3,1,+2,+1.03,+1.09,3.0,1.3,+1.8,+0.91,+1.10
292,Loris Karius,de  GER,GK,Newcastle Utd,29-234,1993,0,,,,,0,,0,0,,7,,,,,,,,,,,
293,Michael Keane,eng  ENG,DF,Everton,30-031,1993,1,23,23,1.2,0.3,0,,0,1,23,14,1.00,0,1,-1,-3.91,-3.38,0.2,1.1,-0.8,-3.27,-2.72
294,Neeskens Kebano,cd  COD,FW,Fulham,30-338,1992,12,713,59,36.0,7.9,9,74,1,3,17,0,1.33,13,9,+4,+0.50,+0.65,10.6,11.2,-0.6,-0.08,+0.42
295,Thilo Kehrer,de  GER,DF,West Ham,26-143,1996,16,1395,87,73.8,15.5,16,87,15,0,,3,1.00,16,20,-4,-0.26,+0.47,19.3,16.4,+3.0,+0.19,+0.13
296,Naby Keïta,gn  GUI,MF,Liverpool,28-001,1995,6,247,41,13.7,2.7,2,63,0,4,30,1,1.17,2,4,-2,-0.73,-1.19,4.5,3.2,+1.2,+0.45,+0.16
297,Caoimhín Kelleher,ie  IRL,GK,Liverpool,24-080,1998,0,,,,,0,,0,0,,12,,,,,,,,,,,
298,Lloyd Kelly,eng  ENG,DF,Bournemouth,24-128,1998,10,900,90,47.6,10.0,10,90,10,0,,0,0.80,6,19,-13,-1.30,-0.30,5.8,16.0,-10.2,-1.02,-0.22
299,Max Kilman,eng  ENG,DF,Wolves,25-264,1997,21,1890,90,100.0,21.0,21,90,21,0,,0,0.95,15,30,-15,-0.71,,20.9,30.7,-9.8,-0.47,
300,Jakub Kiwior,pl  POL,"DF,MF",Arsenal,22-361,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
301,Kristoffer Klaesson,no  NOR,GK,Leeds United,22-076,2000,0,,,,,0,,0,0,,11,,,,,,,,,,,
302,Mateusz Klich,pl  POL,"MF,FW",Leeds United,32-243,1990,14,280,20,14.8,3.1,0,,0,14,20,2,0.79,5,5,0,0.00,+0.45,6.3,4.5,+1.8,+0.57,+0.95
303,Ben Knight,eng  ENG,MF,Manchester City,20-242,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
304,Robin Koch,de  GER,DF,Leeds United,26-209,1996,20,1752,88,92.7,19.5,20,88,18,0,,0,0.95,28,35,-7,-0.36,+0.29,25.2,31.5,-6.3,-0.32,-1.20
305,Ibrahima Konaté,fr  FRA,DF,Liverpool,23-262,1999,5,382,76,21.2,4.2,4,90,4,1,22,2,0.80,3,8,-5,-1.18,-1.88,5.7,7.3,-1.6,-0.38,-0.88
306,Ezri Konsa,eng  ENG,DF,Aston Villa,25-111,1997,21,1792,85,94.8,19.9,20,90,19,1,1,0,1.33,23,30,-7,-0.35,-1.27,23.8,27.7,-4.0,-0.20,-1.26
307,Kalidou Koulibaly,sn  SEN,DF,Chelsea,31-236,1991,14,1115,80,59.0,12.4,12,88,10,2,29,4,1.50,14,13,+1,+0.08,+0.08,15.1,14.9,+0.2,+0.02,+0.26
308,Cheikhou Kouyaté,sn  SEN,"MF,DF",Nott'ham Forest,33-052,1989,12,704,59,37.2,7.8,9,72,1,3,18,1,0.83,6,20,-14,-1.79,-1.49,7.1,13.1,-5.9,-0.76,-0.61
309,Mateo Kovačić,hr  CRO,MF,Chelsea,28-281,1994,15,835,56,44.2,9.3,7,82,4,8,33,1,1.40,7,12,-5,-0.54,-1.05,9.0,13.5,-4.5,-0.49,-0.71
310,Matej Kovar,cz  CZE,GK,Manchester Utd,22-270,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
311,Emil Krafth,se  SWE,DF,Newcastle Utd,28-193,1994,1,1,1,0.1,0.0,0,,0,1,1,0,1.00,0,0,0,0.00,-1.05,0.0,0.1,-0.1,-8.84,-9.57
312,Dejan Kulusevski,se  SWE,"MF,FW",Tottenham,22-292,2000,14,1054,75,53.2,11.7,12,85,3,2,18,0,1.93,24,18,+6,+0.51,+0.12,16.2,15.5,+0.7,+0.06,-0.36
313,Layvin Kurzawa,fr  FRA,DF,Fulham,30-160,1992,3,135,45,6.8,1.5,2,67,1,1,1,4,0.33,0,4,-4,-2.67,-2.96,1.1,4.4,-3.3,-2.21,-1.99
314,Adam Lallana,eng  ENG,"MF,FW",Brighton,34-277,1988,16,722,45,40.1,8.0,12,55,0,4,15,0,1.56,16,10,+6,+0.75,+0.33,12.0,10.7,+1.3,+0.16,-0.25
315,Tariq Lamptey,gh  GHA,DF,Brighton,22-134,2000,17,394,23,21.9,4.4,2,82,1,15,15,3,1.65,6,6,0,0.00,-0.70,6.1,6.2,-0.1,-0.02,-0.43
316,Manuel Lanzini,ar  ARG,"MF,FW",West Ham,29-361,1993,5,126,25,6.7,1.4,1,56,0,4,18,16,0.20,0,2,-2,-1.43,-1.12,1.7,1.6,+0.1,+0.07,-0.09
317,Aymeric Laporte,es  ESP,DF,Manchester City,28-260,1994,5,376,75,19.9,4.2,4,90,4,1,16,7,2.40,8,5,+3,+0.72,-1.01,7.1,4.7,+2.4,+0.57,-0.82
318,Juan Larios,es  ESP,DF,Southampton,19-030,2004,5,152,30,8.0,1.7,2,46,0,3,20,4,0.60,1,2,-1,-0.59,+0.44,1.4,2.5,-1.1,-0.66,-0.30
319,Jamaal Lascelles,eng  ENG,DF,Newcastle Utd,29-092,1993,4,107,27,5.7,1.2,1,90,1,3,6,14,1.83,2,3,-1,-0.84,-2.00,1.2,2.2,-1.0,-0.86,-1.67
320,Roméo Lavia,be  BEL,MF,Southampton,19-036,2004,12,805,67,42.6,8.9,10,75,4,2,29,0,0.83,10,20,-10,-1.12,-0.21,9.4,13.1,-3.7,-0.41,-0.07
321,Dexter Lembikisa,jm  JAM,DF,Wolves,19-099,2003,1,23,23,1.2,0.3,0,,0,1,23,1,0.00,0,1,-1,-3.91,-3.24,0.4,0.4,0.0,+0.05,+0.52
322,Mario Lemina,ga  GAB,MF,Wolves,29-163,1993,3,166,55,8.8,1.8,2,74,0,1,18,0,2.00,3,3,0,0.00,+0.78,2.0,4.6,-2.5,-1.37,-1.00
323,Clément Lenglet,fr  FRA,DF,Tottenham,27-239,1995,13,935,72,47.2,10.4,11,83,5,2,9,8,1.46,22,21,+1,+0.10,-0.68,17.3,14.8,+2.5,+0.24,+0.01
324,Bernd Leno,de  GER,GK,Fulham,30-344,1992,20,1800,90,90.9,20.0,20,90,20,0,,2,1.50,30,28,+2,+0.10,+0.10,26.4,34.6,-8.3,-0.41,-0.71
325,Jefferson Lerma,co  COL,"MF,DF",Bournemouth,28-109,1994,21,1883,90,99.6,20.9,21,90,20,0,,0,0.81,19,42,-23,-1.10,+11.76,16.3,34.8,-18.4,-0.88,+5.45
326,Jamal Lewis,nir  NIR,DF,Newcastle Utd,25-017,1998,1,8,8,0.4,0.1,0,,0,1,8,12,3.00,0,1,-1,-11.25,-12.35,0.1,0.5,-0.4,-4.61,-5.35
327,Rico Lewis,eng  ENG,"DF,MF",Manchester City,18-082,2004,9,453,50,24.0,5.0,5,74,1,4,21,11,2.44,10,4,+6,+1.19,-0.44,11.2,3.1,+8.2,+1.62,+0.53
328,Keane Lewis-Potter,eng  ENG,"FW,MF",Brentford,21-354,2001,9,306,34,16.2,3.4,3,61,0,6,20,8,1.56,9,4,+5,+1.47,+1.36,6.8,3.9,+2.8,+0.83,+0.81
329,Victor Lindelöf,se  SWE,DF,Manchester Utd,28-209,1994,8,452,57,22.8,5.0,4,89,3,4,24,8,1.75,12,9,+3,+0.60,+0.30,8.9,5.5,+3.4,+0.67,+0.39
330,Jesse Lingard,eng  ENG,"FW,MF",Nott'ham Forest,30-058,1992,14,861,62,45.6,9.6,11,73,2,3,20,4,0.86,8,13,-5,-0.52,+0.61,10.3,13.6,-3.3,-0.34,+0.06
331,Diego Llorente,es  ESP,DF,Leeds United,29-179,1993,8,649,81,34.3,7.2,7,90,7,1,19,11,1.00,11,12,-1,-0.14,+0.37,10.9,10.4,+0.5,+0.07,+0.47
332,Hugo Lloris,fr  FRA,GK,Tottenham,36-047,1986,21,1890,90,95.5,21.0,21,90,21,0,,1,1.81,39,29,+10,+0.48,+0.48,30.9,24.8,+6.0,+0.29,+1.18
333,Renan Lodi,br  BRA,DF,Nott'ham Forest,24-309,1998,13,1009,78,53.4,11.2,12,83,7,1,19,1,1.31,11,23,-12,-1.07,-0.46,14.1,14.7,-0.5,-0.05,+0.70
334,Ruben Loftus-Cheek,eng  ENG,"MF,DF",Chelsea,27-019,1996,14,954,68,50.5,10.6,12,74,6,2,31,2,1.50,12,14,-2,-0.19,-0.48,11.5,16.2,-4.7,-0.44,-0.72
335,Sean Longstaff,eng  ENG,MF,Newcastle Utd,25-104,1997,21,1595,76,84.4,17.7,17,90,16,4,17,0,1.90,28,8,+20,+1.13,+0.52,28.7,15.2,+13.6,+0.77,+0.30
336,Jamal Lowe,jm  JAM,"MF,FW",Bournemouth,28-205,1994,2,12,6,0.6,0.1,0,,0,2,6,8,0.00,0,0,0,0.00,+1.15,0.1,0.7,-0.7,-4.95,-4.07
337,Douglas Luiz,br  BRA,MF,Aston Villa,24-278,1998,20,1434,72,75.9,15.9,16,84,10,4,23,1,1.25,20,21,-1,-0.06,+0.92,19.5,20.4,-0.9,-0.06,+0.32
338,Lyanco,br  BRA,DF,Southampton,26-010,1997,12,680,57,36.0,7.6,7,89,6,5,11,7,1.08,5,10,-5,-0.66,+0.53,7.8,8.7,-1.0,-0.13,+0.39
339,Alexis Mac Allister,ar  ARG,MF,Brighton,24-049,1998,17,1457,86,80.9,16.2,16,89,14,1,29,0,1.65,28,22,+6,+0.37,-0.94,25.3,18.7,+6.6,+0.41,+0.50
340,James Maddison,eng  ENG,"MF,FW",Leicester City,26-080,1996,15,1186,79,62.8,13.2,14,83,11,1,22,0,1.20,24,26,-2,-0.15,+0.23,15.3,19.2,-3.9,-0.30,+0.29
341,Noni Madueke,eng  ENG,FW,Chelsea,20-338,2002,1,45,45,2.4,0.5,0,,0,1,45,0,1.00,0,0,0,0.00,-0.05,0.5,0.5,+0.1,+0.13,+0.23
342,Harry Maguire,eng  ENG,DF,Manchester Utd,29-343,1993,9,391,43,19.7,4.3,4,90,4,5,6,8,2.33,6,6,0,0.00,-0.45,6.4,5.4,+1.1,+0.24,-0.16
343,Riyad Mahrez,dz  ALG,"FW,MF",Manchester City,31-355,1991,16,898,56,47.5,10.0,10,78,4,6,21,5,2.38,26,13,+13,+1.30,-0.42,21.1,7.2,+13.9,+1.40,+0.33
344,Kobbie Mainoo,eng  ENG,MF,Manchester Utd,17-298,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,
345,Ainsley Maitland-Niles,eng  ENG,"MF,DF",Southampton,25-166,1997,10,544,54,28.8,6.0,5,81,1,5,28,4,0.70,6,10,-4,-0.66,+0.47,7.5,6.1,+1.3,+0.22,+0.84
346,Tyrell Malacia,nl  NED,DF,Manchester Utd,23-178,1999,13,845,65,42.7,9.4,9,85,7,4,20,9,1.92,15,8,+7,+0.75,+0.67,15.8,10.8,+5.0,+0.53,+0.27
347,Orel Mangala,be  BEL,MF,Nott'ham Forest,24-330,1998,13,638,49,33.8,7.1,9,63,0,4,18,3,1.46,5,6,-1,-0.14,+1.08,8.7,10.0,-1.3,-0.19,+0.28
348,Javier Manquillo,es  ESP,DF,Newcastle Utd,28-282,1994,1,11,11,0.6,0.1,0,,0,1,11,13,3.00,1,1,0,0.00,-1.05,0.0,0.5,-0.4,-3.61,-4.36
349,Sekou Mara,fr  FRA,"FW,MF",Southampton,20-196,2002,14,327,23,17.3,3.6,3,60,0,11,13,5,0.57,3,5,-2,-0.55,+0.54,3.0,5.5,-2.5,-0.69,-0.38
350,Wanya Marcal-Madivadua,eng  ENG,MF,Leicester City,20-115,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
351,Solly March,eng  ENG,"FW,DF",Brighton,28-206,1994,20,1717,86,95.4,19.1,20,86,11,0,,0,1.70,36,26,+10,+0.52,-0.56,30.1,23.6,+6.5,+0.34,+0.66
352,Emiliano Marcondes,dk  DEN,MF,Bournemouth,27-339,1995,1,9,9,0.5,0.1,0,,0,1,9,9,0.00,0,1,-1,-10.00,-8.90,0.0,0.3,-0.3,-2.78,-1.89
353,Marquinhos,br  BRA,MF,Arsenal,19-310,2003,1,1,1,0.1,0.0,0,,0,1,1,14,3.00,0,0,0,0.00,-1.40,0.0,0.0,0.0,0.00,-0.98
354,Filip Marshall,eng  ENG,GK,Aston Villa,19-293,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
355,Anthony Martial,fr  FRA,FW,Manchester Utd,27-068,1995,9,458,51,23.1,5.1,6,59,0,3,34,0,2.33,10,5,+5,+0.98,+0.81,10.1,4.1,+6.0,+1.17,+1.04
356,Martinelli,br  BRA,FW,Arsenal,21-238,2001,20,1665,83,92.5,18.5,20,83,11,0,,0,2.50,43,16,+27,+1.46,+0.79,35.9,17.6,+18.4,+0.99,+0.18
357,Emiliano Martínez,ar  ARG,GK,Aston Villa,30-162,1992,19,1654,87,87.5,18.4,19,87,18,0,,1,1.32,22,24,-2,-0.11,+1.42,23.8,22.9,+0.9,+0.05,+1.46
358,Lisandro Martínez,ar  ARG,DF,Manchester Utd,25-024,1998,20,1568,78,79.2,17.4,18,87,16,2,2,0,1.85,27,27,0,0.00,-1.75,24.7,22.4,+2.3,+0.13,-1.16
359,Pape Matar Sarr,sn  SEN,MF,Tottenham,20-150,2002,3,111,37,5.6,1.2,1,75,0,2,18,7,1.00,2,2,0,0.00,-0.48,2.0,2.2,-0.2,-0.18,-0.44
360,Jean-Philippe Mateta,fr  FRA,FW,Crystal Palace,25-228,1997,17,441,26,23.3,4.9,3,57,0,14,19,3,1.00,1,8,-7,-1.43,-1.24,4.8,8.8,-4.0,-0.81,-0.44
361,Joël Matip,cm  CMR,DF,Liverpool,31-187,1991,9,642,71,35.7,7.1,7,84,5,2,28,2,1.00,13,15,-2,-0.28,-0.90,13.0,10.8,+2.2,+0.31,+0.01
362,Kevin Mbabu,ch  SUI,"DF,FW",Fulham,27-298,1995,6,144,24,7.3,1.6,1,44,0,5,20,8,0.67,2,7,-5,-3.12,-3.47,1.4,6.8,-5.3,-3.34,-3.22
363,Loïc Mbe Soh,fr  FRA,DF,Nott'ham Forest,21-243,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
364,Luke Mbete-Tatu,eng  ENG,DF,Manchester City,19-146,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
365,Bryan Mbeumo,cm  CMR,FW,Brentford,23-188,1999,21,1587,76,84.0,17.6,21,76,2,0,,0,1.57,31,25,+6,+0.34,+0.04,23.4,22.1,+1.2,+0.07,-0.53
366,Kasey McAteer,eng  ENG,MF,Leicester City,21-081,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
367,Alex McCarthy,eng  ENG,GK,Southampton,33-070,1989,0,,,,,0,,0,0,,15,,,,,,,,,,,
368,John McGinn,sct  SCO,MF,Aston Villa,28-116,1994,17,1223,72,64.7,13.6,14,82,7,3,24,1,1.24,10,19,-9,-0.66,-1.07,15.6,17.3,-1.7,-0.13,+0.02
369,Scott McKenna,sct  SCO,DF,Nott'ham Forest,26-091,1996,17,1456,86,77.0,16.2,16,90,16,1,16,4,1.00,14,30,-16,-0.99,-0.57,18.0,25.0,-7.0,-0.43,-0.24
370,Weston McKennie,us  USA,MF,Leeds United,24-167,1998,2,123,62,6.5,1.4,1,89,0,1,34,0,0.50,2,2,0,0.00,+0.41,0.7,2.0,-1.3,-0.94,-0.76
371,Dwight McNeil,eng  ENG,"FW,DF",Everton,23-081,1999,19,981,52,51.9,10.9,11,73,3,8,22,2,0.89,8,17,-9,-0.83,-0.53,12.2,19.2,-7.0,-0.64,-0.11
372,Scott McTominay,sct  SCO,MF,Manchester Utd,26-065,1996,15,753,50,38.0,8.4,7,84,5,8,21,2,1.93,13,14,-1,-0.12,-0.78,10.1,15.2,-5.0,-0.60,-1.58
373,Ben Mee,eng  ENG,DF,Brentford,33-143,1989,20,1748,87,92.5,19.4,20,87,18,0,,1,1.65,33,22,+11,+0.57,+3.10,27.9,23.0,+4.9,+0.25,+1.30
374,Arthur Melo,br  BRA,MF,Liverpool,26-183,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,
375,Edouard Mendy,sn  SEN,GK,Chelsea,30-347,1992,9,765,85,40.5,8.5,8,90,8,1,45,4,1.11,9,12,-3,-0.35,-0.67,9.1,12.2,-3.1,-0.36,-0.46
376,Nampalys Mendy,sn  SEN,MF,Leicester City,30-233,1992,10,352,35,18.6,3.9,2,79,1,8,24,7,1.70,6,4,+2,+0.51,+0.92,5.7,4.8,+0.9,+0.23,+0.78
377,Chris Mepham,wls  WAL,DF,Bournemouth,25-098,1997,17,1521,89,80.5,16.9,17,89,16,0,,2,0.76,15,37,-22,-1.30,-0.81,11.5,28.9,-17.4,-1.03,-0.66
378,Illan Meslier,fr  FRA,GK,Leeds United,22-346,2000,21,1890,90,100.0,21.0,21,90,21,0,,0,0.90,28,36,-8,-0.38,,27.2,32.2,-5.0,-0.24,
379,Alexander Mighten,eng  ENG,FW,Nott'ham Forest,20-306,2002,1,8,8,0.4,0.1,0,,0,1,8,4,0.00,0,0,0,0.00,+0.86,0.0,0.2,-0.2,-2.55,-2.18
380,Luka Milivojević,rs  SRB,MF,Crystal Palace,31-310,1991,11,293,27,15.5,3.3,2,76,1,9,16,9,1.45,4,3,+1,+0.31,+0.93,3.2,4.9,-1.7,-0.52,-0.05
381,Stanley Mills,eng  ENG,MF,Everton,19-109,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,
382,James Milner,eng  ENG,"DF,MF",Liverpool,37-038,1986,14,546,39,30.3,6.1,5,71,1,9,21,2,1.43,8,7,+1,+0.16,-0.19,11.4,9.4,+2.0,+0.33,+0.03
383,Yerry Mina,co  COL,DF,Everton,28-141,1994,3,234,78,12.4,2.6,3,78,1,0,,4,0.00,1,4,-3,-1.15,-0.66,2.3,4.1,-1.8,-0.70,-0.13
384,Tyrone Mings,eng  ENG,DF,Aston Villa,29-335,1993,19,1710,90,90.5,19.0,19,90,19,0,,1,1.47,25,28,-3,-0.16,+1.34,25.1,27.9,-2.8,-0.15,-0.15
385,Tyrick Mitchell,eng  ENG,DF,Crystal Palace,23-163,1999,19,1370,72,72.5,15.2,17,78,11,2,19,0,1.11,15,19,-4,-0.26,+0.78,14.0,20.3,-6.3,-0.41,+0.23
386,Kaoru Mitoma,jp  JPN,"FW,DF",Brighton,25-267,1997,15,840,56,46.7,9.3,8,86,4,7,22,2,1.80,22,11,+11,+1.18,+1.18,15.8,12.5,+3.4,+0.36,+0.10
387,Aleksandar Mitrović,rs  SRB,FW,Fulham,28-148,1994,18,1550,86,78.3,17.2,18,86,11,0,,0,1.61,26,20,+6,+0.35,+1.19,24.2,25.5,-1.4,-0.08,+1.24
388,Kieffer Moore,wls  WAL,FW,Bournemouth,30-187,1992,20,1119,56,59.2,12.4,12,86,8,8,11,1,0.85,10,33,-23,-1.85,-1.73,8.7,22.8,-14.1,-1.13,-0.57
389,Andrew Moran,ie  IRL,FW,Brighton,19-119,2003,1,12,12,0.7,0.1,0,,0,1,12,4,3.00,0,1,-1,-7.50,-8.10,0.1,0.8,-0.7,-5.50,-5.85
390,Álex Moreno,es  ESP,DF,Aston Villa,29-248,1993,3,216,72,11.4,2.4,1,90,1,2,63,0,2.00,2,2,0,0.00,+0.32,3.5,3.7,-0.2,-0.08,+0.06
391,Jimmy Morgan,eng  ENG,FW,Southampton,17-021,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
392,Yerson Mosquera,co  COL,DF,Wolves,21-285,2001,0,,,,,0,,0,0,,11,,,,,,,,,,,
393,Mason Mount,eng  ENG,"MF,FW",Chelsea,24-032,1999,20,1516,76,80.2,16.8,19,78,7,1,31,0,1.50,18,19,-1,-0.06,-0.54,21.4,22.3,-0.8,-0.05,+0.19
394,Lucas Moura,br  BRA,"MF,DF",Tottenham,30-182,1992,8,98,12,4.9,1.1,0,,0,8,12,1,1.63,4,1,+3,+2.76,+2.42,2.5,0.5,+2.0,+1.88,+1.73
395,João Moutinho,pt  POR,MF,Wolves,36-156,1986,19,1351,71,71.5,15.0,15,79,6,4,40,0,1.00,10,22,-12,-0.80,-0.30,15.6,20.3,-4.7,-0.31,+0.55
396,Divin Mubama,eng  ENG,FW,West Ham,18-109,2004,1,4,4,0.2,0.0,0,,0,1,4,0,0.00,0,0,0,0.00,+0.38,0.1,0.0,+0.1,+1.17,+1.01
397,Mykhailo Mudryk,ua  UKR,FW,Chelsea,22-037,2001,2,81,41,4.3,0.9,1,45,0,1,36,0,1.00,0,0,0,0.00,-0.05,1.4,0.7,+0.7,+0.75,+0.87
398,Rodrigo Muniz,br  BRA,FW,Fulham,21-283,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
399,Jacob Murphy,eng  ENG,FW,Newcastle Utd,27-352,1995,21,547,26,28.9,6.1,5,69,1,16,13,0,1.90,13,3,+10,+1.65,+0.84,10.4,5.5,+5.0,+0.82,+0.14
400,Enock Mwepu,zm  ZAM,"FW,MF",Brighton,25-041,1998,6,213,36,11.8,2.4,2,73,0,4,17,0,2.17,5,4,+1,+0.42,-0.14,4.2,2.8,+1.4,+0.59,+0.31
401,Vitaliy Mykolenko,ua  UKR,"DF,MF",Everton,23-258,1999,21,1778,85,94.1,19.8,21,85,18,0,,0,0.86,16,27,-11,-0.56,+0.25,21.1,32.3,-11.2,-0.57,+0.30
402,Marvelous Nakamba,zw  ZIM,MF,Aston Villa,29-023,1994,0,,,,,0,,0,0,,9,,,,,,,,,,,
403,Keylor Navas,cr  CRC,GK,Nott'ham Forest,36-058,1986,1,90,90,4.8,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,+1.95,0.4,0.9,-0.5,-0.48,-0.11
404,Wilfred Ndidi,ng  NGA,"MF,DF",Leicester City,26-057,1996,14,876,63,46.3,9.7,10,80,6,4,20,1,0.71,15,24,-9,-0.92,-1.28,10.9,16.4,-5.5,-0.57,-0.31
405,Reiss Nelson,eng  ENG,FW,Arsenal,23-063,1999,2,65,33,3.6,0.7,0,,0,2,33,6,3.00,4,0,+4,+5.54,+4.29,1.6,0.4,+1.2,+1.65,+0.70
406,Neto,br  BRA,GK,Bournemouth,33-207,1989,11,945,86,50.0,10.5,11,86,10,0,,3,1.00,9,12,-3,-0.29,+1.71,8.9,16.5,-7.6,-0.73,+0.35
407,Pedro Neto,pt  POR,"FW,MF",Wolves,22-339,2000,8,599,75,31.7,6.7,8,75,2,0,,0,0.75,3,6,-3,-0.45,+0.39,6.4,6.4,0.0,0.00,+0.68
408,Rúben Neves,pt  POR,MF,Wolves,25-335,1997,20,1800,90,95.2,20.0,20,90,20,0,,0,1.00,15,27,-12,-0.60,+2.40,19.8,28.8,-9.0,-0.45,+0.32
409,Moussa Niakhate,fr  FRA,DF,Nott'ham Forest,26-340,1996,2,160,80,8.5,1.8,2,80,0,0,,0,1.50,1,2,-1,-0.56,+0.32,1.5,3.2,-1.7,-0.93,-0.61
410,Rasmus Nissen,dk  DEN,DF,Leeds United,25-215,1997,14,1133,81,59.9,12.6,13,86,9,1,21,6,1.14,18,21,-3,-0.24,+0.36,17.0,18.4,-1.4,-0.11,+0.31
411,Eddie Nketiah,eng  ENG,FW,Arsenal,23-257,1999,18,691,38,38.4,7.7,6,90,5,12,13,2,2.44,16,7,+9,+1.17,-0.37,15.3,8.1,+7.3,+0.95,-0.04
412,Matheus Nunes,pt  POR,MF,Wolves,24-168,1998,18,1339,74,70.8,14.9,16,81,10,2,22,0,1.06,10,19,-9,-0.60,+0.38,14.9,21.1,-6.3,-0.42,+0.15
413,Darwin Núñez,uy  URU,FW,Liverpool,23-232,1999,15,989,66,54.9,11.0,11,82,5,4,22,0,1.53,18,17,+1,+0.09,-0.46,21.1,17.4,+3.7,+0.34,+0.06
414,Ethan Nwaneri,eng  ENG,FW,Arsenal,15-327,2007,1,1,1,0.1,0.0,0,,0,1,1,0,3.00,0,0,0,0.00,-1.40,0.0,0.0,0.0,0.00,-0.98
415,Christian Nørgaard,dk  DEN,MF,Brentford,28-338,1994,11,869,79,46.0,9.7,10,84,6,1,29,0,2.00,20,9,+11,+1.14,+1.49,14.7,11.0,+3.7,+0.38,+0.42
416,Lewis O'Brien,eng  ENG,MF,Nott'ham Forest,24-120,1998,13,584,45,30.9,6.5,6,77,3,7,17,2,0.92,5,14,-9,-1.39,-0.77,6.7,13.7,-7.0,-1.08,-1.02
417,Odeluga Offiah,eng  ENG,DF,Brighton,20-108,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
418,Angelo Ogbonna,it  ITA,DF,West Ham,34-264,1988,6,387,65,20.5,4.3,4,90,4,2,14,13,0.83,3,5,-2,-0.47,-0.11,6.1,4.4,+1.8,+0.41,+0.32
419,Armstrong Okoflex,ie  IRL,MF,West Ham,20-346,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
420,Michael Olise,fr  FRA,"MF,FW",Crystal Palace,21-061,2001,20,1292,65,68.4,14.4,14,84,6,6,20,0,1.20,14,19,-5,-0.35,+0.40,13.2,19.2,-5.9,-0.41,+0.21
421,Robin Olsen,se  SWE,GK,Aston Villa,33-034,1990,3,236,79,12.5,2.6,2,90,2,1,56,18,1.00,3,7,-4,-1.53,-1.42,2.5,6.2,-3.7,-1.41,-1.46
422,Amadou Onana,be  BEL,MF,Everton,21-179,2001,19,1485,78,78.6,16.5,17,85,12,2,22,0,0.95,14,20,-6,-0.36,+0.97,18.3,27.2,-8.8,-0.54,+0.23
423,Josh Onomah,eng  ENG,MF,Fulham,25-290,1997,2,15,8,0.8,0.2,0,,0,2,8,3,0.00,0,2,-2,-12.00,-12.18,0.1,0.6,-0.5,-3.02,-2.69
424,Paul Onuachu,ng  NGA,FW,Southampton,28-259,1994,1,45,45,2.4,0.5,0,,0,1,45,0,0.00,0,1,-1,-2.00,-1.02,0.5,0.6,-0.1,-0.21,+0.18
425,Frank Onyeka,ng  NGA,MF,Brentford,25-041,1998,12,442,37,23.4,4.9,4,65,0,8,23,3,1.42,7,8,-1,-0.20,-0.70,6.5,8.7,-2.2,-0.45,-0.78
