,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Sw_Pass Types,Crs_Pass Types,TI_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes
398,Georginio Rutter,fr  FRA,FW,Leeds United,20-297,2002,0.6,8,5,2,0,0,0,0,0,0,0,0,0,3,1,1
399,José Sá,pt  POR,GK,Wolves,30-025,1993,21.0,722,515,203,41,0,1,0,0,0,0,0,0,523,4,1
400,Marcel Sabitzer,at  AUT,MF,Manchester Utd,28-331,1994,1.0,53,52,1,0,0,1,2,1,0,0,0,0,43,0,1
401,Allan Saint-Maximin,fr  FRA,FW,Newcastle Utd,25-336,1997,6.1,212,208,3,0,0,3,15,3,0,0,0,0,147,1,10
402,Bukayo Saka,eng  ENG,FW,Arsenal,21-159,2001,19.0,744,678,65,8,0,3,85,10,47,40,0,1,572,1,25
403,Mohamed Salah,eg  EGY,FW,Liverpool,30-241,1992,19.7,537,521,11,0,3,1,13,6,0,0,0,0,404,5,19
404,William Saliba,fr  FRA,DF,Arsenal,21-324,2001,19.8,1296,1268,28,24,0,0,1,0,0,0,0,0,1188,0,8
405,Mohammed Salisu,gh  GHA,DF,Southampton,23-300,1999,20.0,1122,1006,110,25,1,10,13,85,0,0,0,0,825,6,12
406,Davinson Sánchez,co  COL,DF,Tottenham,26-244,1996,6.2,386,380,6,3,0,0,2,3,0,0,0,0,339,0,4
407,Robert Sánchez,es  ESP,GK,Brighton,25-085,1997,20.0,692,535,152,32,0,3,0,0,0,0,0,0,516,5,3
408,Jadon Sancho,eng  ENG,FW,Manchester Utd,22-323,2000,8.3,322,316,6,0,1,0,9,6,0,0,0,0,264,0,12
409,Morgan Sanson,fr  FRA,MF,Aston Villa,28-177,1994,0.1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
410,Pablo Sarabia,es  ESP,FW,Wolves,30-276,1992,1.2,34,28,6,0,0,0,6,0,6,3,1,0,21,0,1
411,Jeremy Sarmiento,ec  ECU,MF,Brighton,20-240,2002,1.8,59,59,0,0,0,0,3,0,0,0,0,0,46,0,1
412,Gianluca Scamacca,it  ITA,FW,West Ham,24-041,1999,10.3,177,173,3,0,0,8,1,0,0,0,0,0,118,1,7
413,Gustavo Scarpa,br  BRA,MF,Nott'ham Forest,29-037,1994,1.2,56,53,3,0,1,1,2,1,1,0,0,0,38,0,5
414,Kevin Schade,de  GER,"FW,MF",Brentford,21-076,2001,0.3,9,9,0,0,0,0,0,0,0,0,0,0,5,0,0
415,Fabian Schär,ch  SUI,DF,Newcastle Utd,31-053,1991,19.8,1016,975,40,35,3,21,9,4,0,0,0,0,763,1,9
416,Jeffrey Schlupp,gh  GHA,MF,Crystal Palace,30-050,1992,17.3,640,602,36,11,1,1,8,23,0,0,0,0,488,2,13
417,Nélson Semedo,pt  POR,DF,Wolves,29-087,1993,13.2,602,500,101,1,3,1,20,100,0,0,0,0,482,1,13
418,Antoine Semenyo,gh  GHA,FW,Bournemouth,23-035,2000,1.0,16,14,2,0,0,0,1,0,0,0,0,0,11,0,0
419,Marcos Senesi,ar  ARG,DF,Bournemouth,25-277,1997,15.3,715,665,45,30,0,8,6,14,0,0,0,0,564,5,9
420,Ryan Sessegnon,eng  ENG,DF,Tottenham,22-269,2000,9.0,390,318,72,2,2,1,30,70,0,0,0,0,280,0,19
421,Luke Shaw,eng  ENG,DF,Manchester Utd,27-214,1995,16.7,1241,1073,161,22,1,10,48,127,9,9,0,0,1020,7,26
422,Jonjo Shelvey,eng  ENG,MF,Newcastle Utd,30-349,1992,0.4,26,23,3,2,0,2,0,0,0,0,0,0,19,0,0
423,Bernardo Silva,pt  POR,"MF,FW",Manchester City,28-185,1994,15.7,963,927,34,7,1,6,49,19,7,0,2,0,827,2,15
424,Thiago Silva,br  BRA,DF,Chelsea,38-142,1984,18.9,1520,1463,50,45,0,13,1,2,0,0,0,0,1368,7,7
425,Ellis Simms,eng  ENG,FW,Everton,22-037,2001,0.2,4,4,0,0,1,0,0,0,0,0,0,0,3,0,0
426,Luis Sinisterra,co  COL,FW,Leeds United,23-239,1999,6.0,220,217,3,0,2,4,4,3,0,0,0,0,181,0,6
427,Oliver Skipp,eng  ENG,MF,Tottenham,22-148,2000,2.2,100,98,2,2,1,0,8,0,0,0,0,0,78,0,4
428,Adam Smith,eng  ENG,DF,Bournemouth,31-288,1991,19.2,809,643,165,14,0,2,25,151,0,0,0,0,626,1,17
429,Emile Smith Rowe,eng  ENG,"MF,FW",Arsenal,22-198,2000,0.6,22,20,2,0,0,0,2,0,2,2,0,0,19,0,1
430,Cédric Soares,pt  POR,DF,Arsenal,31-164,1991,0.3,24,23,1,0,0,0,3,1,0,0,0,0,19,0,0
431,Dominic Solanke,eng  ENG,"FW,MF",Bournemouth,25-150,1997,14.9,231,206,25,0,1,1,4,1,0,0,0,0,162,0,18
432,Manor Solomon,il  ISR,FW,Fulham,23-202,1999,0.7,16,15,1,0,0,0,0,1,0,0,0,0,12,0,0
433,Tomáš Souček,cz  CZE,MF,West Ham,27-349,1995,17.5,607,600,7,7,0,6,7,0,0,0,0,0,448,0,17
434,Boubakary Soumaré,fr  FRA,MF,Leicester City,23-349,1999,9.3,500,496,4,4,1,1,1,0,0,0,0,0,445,0,7
435,Harry Souttar,au  AUS,DF,Leicester City,24-112,1998,1.0,35,31,2,2,0,0,0,0,0,0,0,0,27,2,1
436,Çağlar Söyüncü,tr  TUR,DF,Leicester City,26-264,1996,0.9,49,47,2,2,0,0,0,0,0,0,0,0,39,0,0
437,Djed Spence,eng  ENG,"FW,DF",Tottenham,22-186,2000,0.1,9,9,0,0,0,0,0,0,0,0,0,0,5,0,2
438,Jack Stacey,eng  ENG,DF,Bournemouth,26-311,1996,3.3,126,103,22,0,0,0,10,22,0,0,0,0,72,1,7
439,Junior Stanislas,eng  ENG,MF,Bournemouth,33-077,1989,0.7,28,27,1,0,0,1,1,0,1,0,0,0,22,0,1
440,Jay Stansfield,eng  ENG,FW,Fulham,20-079,2002,1.0,23,23,0,0,0,0,3,0,0,0,0,0,9,0,3
441,Raheem Sterling,eng  ENG,"FW,MF",Chelsea,28-065,1994,12.7,396,381,14,0,4,0,27,2,7,7,0,0,296,1,14
442,John Stones,eng  ENG,DF,Manchester City,28-259,1994,13.1,1052,1013,38,9,0,10,2,27,1,0,0,0,990,1,7
443,Pascal Struijk,nl  NED,DF,Leeds United,23-184,1999,18.6,1070,835,230,15,0,2,17,215,0,0,0,0,844,5,24
444,Kamaldeen Sulemana,gh  GHA,MF,Southampton,20-361,2002,0.5,15,14,1,0,0,0,0,0,0,0,0,0,7,0,1
445,Crysencio Summerville,nl  NED,FW,Leeds United,21-104,2001,7.5,226,224,1,1,0,1,9,0,0,0,0,0,169,1,8
446,Sam Surridge,eng  ENG,FW,Nott'ham Forest,24-198,1998,2.9,65,63,1,0,0,0,3,0,0,0,0,0,28,1,2
447,Japhet Tanganga,eng  ENG,DF,Tottenham,23-317,1999,0.7,36,36,0,0,0,0,0,0,0,0,0,0,32,0,0
448,Matt Targett,eng  ENG,DF,Newcastle Utd,27-146,1995,4.7,283,224,58,13,0,3,26,32,13,8,4,0,216,1,6
449,James Tarkowski,eng  ENG,DF,Everton,30-084,1992,21.0,1063,1021,37,35,2,11,0,2,0,0,0,0,896,5,3
450,Marcus Tavernier,eng  ENG,"MF,FW",Bournemouth,23-326,1999,14.3,506,423,82,20,2,6,77,19,40,22,9,3,346,1,17
451,Tetê,br  BRA,FW,Leicester City,22-361,2000,0.9,31,28,2,0,0,0,3,0,0,0,0,0,22,1,1
452,Kenny Tete,nl  NED,DF,Fulham,27-125,1995,14.7,813,609,197,18,1,7,50,179,0,0,0,0,595,7,23
453,Luke Thomas,eng  ENG,DF,Leicester City,21-246,2001,7.7,456,354,100,14,3,1,6,86,0,0,0,0,363,2,18
454,Youri Tielemans,be  BEL,MF,Leicester City,25-280,1997,18.3,1198,1127,67,32,7,6,33,13,15,6,7,0,986,4,31
455,Kieran Tierney,sct  SCO,DF,Arsenal,25-251,1997,5.2,302,261,38,3,1,1,11,35,0,0,0,0,223,3,5
456,Harry Toffolo,eng  ENG,DF,Nott'ham Forest,27-176,1995,6.8,269,219,50,2,0,0,22,46,2,2,0,0,179,0,10
457,Takehiro Tomiyasu,jp  JPN,DF,Arsenal,24-098,1998,5.7,343,292,50,4,1,2,7,46,0,0,0,0,286,1,6
458,James Tomkins,eng  ENG,DF,Crystal Palace,33-319,1989,1.7,111,107,4,4,0,0,0,0,0,0,0,0,90,0,2
459,Ivan Toney,eng  ENG,FW,Brentford,26-332,1996,18.9,456,438,17,3,7,1,15,4,1,0,0,0,273,1,14
460,Adama Traoré,es  ESP,"FW,MF",Wolves,27-017,1996,9.5,279,278,0,0,2,0,45,0,0,0,0,0,185,1,12
461,Boubacar Traoré,ml  MLI,MF,Wolves,21-175,2001,4.3,125,122,0,0,0,0,1,0,0,0,0,0,97,3,1
462,Mark Travers,ie  IRL,GK,Bournemouth,23-269,1999,10.5,324,182,142,32,0,0,0,1,0,0,0,0,244,0,0
463,Kieran Trippier,eng  ENG,DF,Newcastle Utd,32-145,1990,20.7,1485,1087,390,107,10,6,210,174,109,41,44,11,1065,8,27
464,Kostas Tsimikas,gr  GRE,DF,Liverpool,26-275,1996,5.0,360,272,87,14,0,1,56,51,22,7,14,0,276,1,6
465,Deniz Undav,de  GER,"FW,MF",Brighton,26-207,1996,1.9,44,44,0,0,0,0,0,0,0,0,0,0,40,0,1
466,Yan Valery,tn  TUN,DF,Southampton,23-354,1999,0.5,23,23,0,0,0,0,1,0,0,0,0,0,15,0,1
467,Virgil van Dijk,nl  NED,DF,Liverpool,31-218,1991,16.5,1325,1290,34,27,1,13,0,7,0,0,0,0,1180,1,4
468,Raphaël Varane,fr  FRA,DF,Manchester Utd,29-292,1993,14.4,786,766,18,16,0,4,1,2,0,0,0,0,679,2,3
469,Jamie Vardy,eng  ENG,FW,Leicester City,36-031,1987,12.9,161,143,18,0,1,0,4,0,0,0,0,0,87,0,6
470,Joël Veltman,nl  NED,DF,Brighton,31-027,1992,14.3,928,785,138,24,1,2,10,114,0,0,0,0,768,5,18
471,Fabio Vieira,pt  POR,"MF,FW",Arsenal,22-257,2000,2.9,132,126,6,4,0,0,8,1,1,1,0,0,104,0,3
472,Matías Viña,uy  URU,MF,Bournemouth,25-094,1997,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
473,Rúben Vinagre,pt  POR,"DF,MF",Everton,23-308,1999,0.3,24,19,5,1,0,0,2,4,0,0,0,0,15,0,1
474,Carlos Vinícius,br  BRA,FW,Fulham,27-323,1995,4.8,75,72,2,0,1,0,3,0,0,0,0,0,42,1,7
475,Theo Walcott,eng  ENG,"FW,MF",Southampton,33-332,1989,1.5,31,30,1,0,0,0,4,0,0,0,0,0,22,0,0
476,Kyle Walker,eng  ENG,DF,Manchester City,32-259,1990,8.8,853,797,55,12,0,9,12,43,0,0,0,0,747,1,3
477,Kyle Walker-Peters,eng  ENG,DF,Southampton,25-304,1997,15.6,679,532,145,5,0,1,34,140,0,0,0,0,493,2,31
478,Aaron Wan-Bissaka,eng  ENG,DF,Manchester Utd,25-077,1997,6.8,329,278,50,3,0,2,9,47,0,0,0,0,270,1,8
479,Danny Ward,wls  WAL,GK,Leicester City,29-234,1993,21.0,775,554,216,54,0,4,0,0,0,0,0,0,585,5,2
480,Joel Ward,eng  ENG,DF,Crystal Palace,33-105,1989,14.4,670,547,122,23,0,2,21,99,0,0,0,0,501,1,14
481,James Ward-Prowse,eng  ENG,MF,Southampton,28-102,1994,21.0,1220,1037,181,81,1,10,159,3,85,38,42,0,924,2,22
482,Ollie Watkins,eng  ENG,FW,Aston Villa,27-043,1995,18.1,332,324,6,0,0,1,5,2,0,0,0,0,234,2,6
483,Adam Webster,eng  ENG,DF,Brighton,28-038,1995,13.0,904,853,51,17,0,6,2,34,0,0,0,0,780,0,5
484,Wout Weghorst,nl  NED,FW,Manchester Utd,30-188,1992,3.0,62,62,0,0,0,1,0,0,0,0,0,0,42,0,3
485,Danny Welbeck,eng  ENG,FW,Brighton,32-077,1990,12.7,222,215,5,0,4,0,0,0,0,0,0,0,183,2,3
486,Ben White,eng  ENG,DF,Arsenal,25-126,1997,17.7,1146,997,146,30,3,8,26,116,0,0,0,0,962,3,14
487,Harvey White,eng  ENG,MF,Tottenham,21-145,2001,0.1,8,6,2,0,1,0,3,0,2,2,0,0,3,0,0
488,Neco Williams,wls  WAL,DF,Nott'ham Forest,21-304,2001,13.5,609,467,138,23,3,4,66,102,13,7,6,0,389,4,21
489,Willian,br  BRA,FW,Fulham,34-186,1988,12.6,477,458,18,2,3,9,26,2,14,3,4,0,377,1,11
490,Joe Willock,eng  ENG,MF,Newcastle Utd,23-175,1999,17.4,610,587,19,2,1,1,33,6,0,0,0,0,492,4,15
491,Callum Wilson,eng  ENG,FW,Newcastle Utd,30-349,1992,12.5,145,141,3,1,1,1,5,0,0,0,0,0,103,1,10
492,Harry Wilson,wls  WAL,FW,Fulham,25-326,1997,3.9,155,146,9,1,0,0,10,4,3,1,0,0,118,0,8
493,Yoane Wissa,cd  COD,FW,Brentford,26-161,1996,10.2,205,197,5,1,4,0,9,1,0,0,0,0,145,3,10
494,Maximilian Wöber,at  AUT,DF,Leeds United,25-007,1998,3.3,211,201,10,4,0,0,0,6,0,0,0,0,153,0,3
495,Joe Worrall,eng  ENG,DF,Nott'ham Forest,26-032,1997,13.0,653,613,39,25,0,6,3,14,0,0,0,0,519,1,5
496,Granit Xhaka,ch  SUI,MF,Arsenal,30-137,1992,19.0,957,917,38,28,4,2,22,10,0,0,0,0,811,2,12
497,Ryan Yates,eng  ENG,MF,Nott'ham Forest,25-082,1997,15.5,479,423,54,12,0,5,5,3,0,0,0,0,374,2,11
498,Ashley Young,eng  ENG,DF,Aston Villa,37-217,1985,13.2,738,584,148,27,2,8,25,116,5,2,0,2,549,6,19
499,Wilfried Zaha,ci  CIV,"FW,MF",Crystal Palace,30-093,1992,18.5,460,445,14,5,2,1,22,2,0,0,0,0,368,1,15
500,Denis Zakaria,ch  SUI,MF,Chelsea,26-083,1996,3.2,138,136,2,2,1,1,0,0,0,0,0,0,124,0,2
501,Jordan Zemura,zw  ZIM,DF,Bournemouth,23-089,1999,12.5,466,372,93,6,0,1,14,87,0,0,0,0,329,1,25
502,Oleksandr Zinchenko,ua  UKR,DF,Arsenal,26-058,1996,11.0,842,761,80,19,0,5,18,61,0,0,0,0,736,1,11
503,Hakim Ziyech,ma  MAR,"FW,MF",Chelsea,29-329,1993,5.4,286,253,29,8,4,3,51,4,16,10,3,1,178,4,9
504,Kurt Zouma,fr  FRA,DF,West Ham,28-107,1994,14.2,610,586,22,9,0,10,0,2,0,0,0,0,522,2,1
505,Martin Ødegaard,no  NOR,MF,Arsenal,24-056,1998,17.7,847,780,64,48,13,4,40,6,10,4,4,0,670,3,22
