,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
378,Harrison Reed,eng  ENG,MF,Fulham,28-015,1995,19.2,5,0,0,19,13,2,30,13,15,0,0,0,96,19,22,46.3
379,Bobby Reid,jm  JAM,"FW,DF",Fulham,30-009,1993,19.3,7,0,0,29,14,6,42,13,19,2,1,0,99,9,26,25.7
380,Declan Rice,eng  ENG,MF,West Ham,24-028,1999,21.0,3,0,0,17,5,0,22,35,21,0,0,0,201,23,14,62.2
381,Chris Richards,us  USA,DF,Crystal Palace,22-320,2000,3.9,0,0,0,1,1,1,0,8,5,0,0,0,8,9,2,81.8
382,Richarlison,br  BRA,"MF,FW",Tottenham,25-277,1997,5.4,2,0,0,7,11,3,8,4,6,1,0,0,28,4,9,30.8
383,Jaïro Riedewald,nl  NED,"DF,FW",Crystal Palace,26-155,1996,0.5,0,0,0,1,0,0,0,0,1,0,0,0,4,1,1,50.0
384,Matt Ritchie,sct  SCO,FW,Newcastle Utd,33-154,1989,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
385,Andrew Robertson,sct  SCO,DF,Liverpool,28-337,1994,14.7,0,0,0,10,7,2,110,11,10,0,0,0,77,11,13,45.8
386,Antonee Robinson,us  USA,DF,Fulham,25-187,1997,18.3,5,0,0,14,12,2,60,24,17,0,1,0,137,17,14,54.8
387,Marc Roca,es  ESP,MF,Leeds United,26-077,1996,16.2,4,0,0,20,15,0,37,19,27,0,0,0,98,13,10,56.5
388,Marek Rodák,sk  SVK,GK,Fulham,26-060,1996,2.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0
389,Rodri,es  ESP,MF,Manchester City,26-234,1996,19.3,3,0,0,31,11,2,3,22,28,0,0,0,188,47,23,67.1
390,Rodrigo,es  ESP,"FW,MF",Leeds United,31-342,1991,14.4,3,0,0,16,4,7,13,3,4,0,0,0,37,19,42,31.1
391,Mads Roerslev,dk  DEN,DF,Brentford,23-232,1999,9.4,0,0,0,2,3,0,17,6,8,0,0,0,40,5,8,38.5
392,Cristian Romero,ar  ARG,DF,Tottenham,24-290,1998,13.3,7,1,1,22,5,0,0,19,18,0,0,0,83,28,12,70.0
393,Oriol Romeu,es  ESP,MF,Southampton,31-140,1991,0.8,0,0,0,1,2,0,1,1,0,0,0,0,8,2,0,100.0
394,Cristiano Ronaldo,pt  POR,FW,Manchester Utd,38-006,1985,5.8,2,0,0,7,5,8,3,1,2,0,0,0,12,15,8,65.2
395,Connor Ronan,ie  IRL,MF,Wolves,24-342,1998,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
396,Salomón Rondón,ve  VEN,FW,Everton,33-148,1989,1.2,0,0,0,4,0,2,0,0,0,0,0,0,1,7,6,53.8
397,Joe Rothwell,eng  ENG,"MF,DF",Bournemouth,28-031,1995,1.7,0,0,0,2,1,0,4,2,1,0,0,0,5,0,2,0.0
398,Georginio Rutter,fr  FRA,FW,Leeds United,20-297,2002,0.6,0,0,0,1,2,0,0,1,1,0,0,0,1,3,1,75.0
399,José Sá,pt  POR,GK,Wolves,30-025,1993,21.0,0,0,0,0,4,0,0,0,0,0,0,0,24,5,1,83.3
400,Marcel Sabitzer,at  AUT,MF,Manchester Utd,28-331,1994,1.0,1,0,0,2,0,0,2,1,0,0,0,0,8,1,0,100.0
401,Allan Saint-Maximin,fr  FRA,FW,Newcastle Utd,25-336,1997,6.1,1,0,0,3,10,1,15,4,3,0,0,0,36,1,0,100.0
402,Bukayo Saka,eng  ENG,FW,Arsenal,21-159,2001,19.0,4,0,0,22,32,4,85,11,14,0,0,0,72,5,21,19.2
403,Mohamed Salah,eg  EGY,FW,Liverpool,30-241,1992,19.7,0,0,0,14,12,14,13,4,8,0,0,0,45,3,12,20.0
404,William Saliba,fr  FRA,DF,Arsenal,21-324,2001,19.8,4,0,0,14,8,0,1,15,14,0,2,1,164,36,21,63.2
405,Mohammed Salisu,gh  GHA,DF,Southampton,23-300,1999,20.0,5,0,0,23,3,1,13,29,25,0,0,1,141,51,24,68.0
406,Davinson Sánchez,co  COL,DF,Tottenham,26-244,1996,6.2,1,0,0,5,4,1,2,10,6,0,1,0,25,15,9,62.5
407,Robert Sánchez,es  ESP,GK,Brighton,25-085,1997,20.0,1,0,0,1,0,0,0,3,0,0,1,0,24,6,0,100.0
408,Jadon Sancho,eng  ENG,FW,Manchester Utd,22-323,2000,8.3,0,0,0,3,5,3,9,4,3,0,0,0,39,2,8,20.0
409,Morgan Sanson,fr  FRA,MF,Aston Villa,28-177,1994,0.1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0.0
410,Pablo Sarabia,es  ESP,FW,Wolves,30-276,1992,1.2,0,0,0,1,1,0,6,0,0,0,0,0,6,1,3,25.0
411,Jeremy Sarmiento,ec  ECU,MF,Brighton,20-240,2002,1.8,1,0,0,4,4,0,3,1,3,0,0,0,3,0,4,0.0
412,Gianluca Scamacca,it  ITA,FW,West Ham,24-041,1999,10.3,3,0,0,16,10,6,1,4,5,0,0,0,23,17,21,44.7
413,Gustavo Scarpa,br  BRA,MF,Nott'ham Forest,29-037,1994,1.2,1,0,0,1,7,0,2,0,1,0,0,0,10,1,2,33.3
414,Kevin Schade,de  GER,"FW,MF",Brentford,21-076,2001,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0
415,Fabian Schär,ch  SUI,DF,Newcastle Utd,31-053,1991,19.8,4,0,0,10,15,4,9,32,10,0,0,0,137,54,24,69.2
416,Jeffrey Schlupp,gh  GHA,MF,Crystal Palace,30-050,1992,17.3,5,0,0,36,19,0,8,19,30,0,0,0,100,14,22,38.9
417,Nélson Semedo,pt  POR,DF,Wolves,29-087,1993,13.2,4,1,0,20,11,0,20,15,25,0,0,0,76,12,13,48.0
418,Antoine Semenyo,gh  GHA,FW,Bournemouth,23-035,2000,1.0,0,0,0,1,2,0,1,0,0,0,0,0,2,4,2,66.7
419,Marcos Senesi,ar  ARG,DF,Bournemouth,25-277,1997,15.3,2,0,0,15,8,0,6,21,21,0,2,0,87,11,11,50.0
420,Ryan Sessegnon,eng  ENG,DF,Tottenham,22-269,2000,9.0,4,0,0,15,6,7,30,6,11,0,0,0,49,10,10,50.0
421,Luke Shaw,eng  ENG,DF,Manchester Utd,27-214,1995,16.7,4,0,0,28,14,0,48,22,15,0,0,0,114,24,18,57.1
422,Jonjo Shelvey,eng  ENG,MF,Newcastle Utd,30-349,1992,0.4,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,
423,Bernardo Silva,pt  POR,"MF,FW",Manchester City,28-185,1994,15.7,2,0,0,10,11,2,49,10,14,1,0,0,70,2,5,28.6
424,Thiago Silva,br  BRA,DF,Chelsea,38-142,1984,18.9,1,0,0,8,10,0,1,28,18,0,0,0,111,40,18,69.0
425,Ellis Simms,eng  ENG,FW,Everton,22-037,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,33.3
426,Luis Sinisterra,co  COL,FW,Leeds United,23-239,1999,6.0,3,1,1,9,9,3,4,6,9,0,1,0,36,10,9,52.6
427,Oliver Skipp,eng  ENG,MF,Tottenham,22-148,2000,2.2,2,0,0,4,2,0,8,0,2,0,0,0,19,1,2,33.3
428,Adam Smith,eng  ENG,DF,Bournemouth,31-288,1991,19.2,6,0,0,19,12,0,25,13,21,0,0,0,80,14,26,35.0
429,Emile Smith Rowe,eng  ENG,"MF,FW",Arsenal,22-198,2000,0.6,0,0,0,1,0,0,2,0,1,0,0,0,3,0,2,0.0
430,Cédric Soares,pt  POR,DF,Arsenal,31-164,1991,0.3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0.0
431,Dominic Solanke,eng  ENG,"FW,MF",Bournemouth,25-150,1997,14.9,1,0,0,20,26,4,4,2,4,0,0,0,46,19,38,33.3
432,Manor Solomon,il  ISR,FW,Fulham,23-202,1999,0.7,0,0,0,0,0,0,0,1,1,0,0,0,10,2,0,100.0
433,Tomáš Souček,cz  CZE,MF,West Ham,27-349,1995,17.5,1,0,0,27,11,1,7,29,25,0,0,0,77,53,42,55.8
434,Boubakary Soumaré,fr  FRA,MF,Leicester City,23-349,1999,9.3,4,0,0,14,10,0,1,16,23,0,0,0,62,9,9,50.0
435,Harry Souttar,au  AUS,DF,Leicester City,24-112,1998,1.0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,0,100.0
436,Çağlar Söyüncü,tr  TUR,DF,Leicester City,26-264,1996,0.9,1,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0.0
437,Djed Spence,eng  ENG,"FW,DF",Tottenham,22-186,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
438,Jack Stacey,eng  ENG,DF,Bournemouth,26-311,1996,3.3,2,0,0,4,0,1,10,5,4,0,0,0,15,5,3,62.5
439,Junior Stanislas,eng  ENG,MF,Bournemouth,33-077,1989,0.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
440,Jay Stansfield,eng  ENG,FW,Fulham,20-079,2002,1.0,0,0,0,1,1,0,3,1,0,0,0,0,7,0,1,0.0
441,Raheem Sterling,eng  ENG,"FW,MF",Chelsea,28-065,1994,12.7,3,0,0,15,19,7,27,1,5,0,0,0,41,0,6,0.0
442,John Stones,eng  ENG,DF,Manchester City,28-259,1994,13.1,1,0,0,5,7,1,2,5,9,0,0,1,63,20,11,64.5
443,Pascal Struijk,nl  NED,DF,Leeds United,23-184,1999,18.6,4,0,0,25,11,0,17,26,44,0,1,0,100,44,34,56.4
444,Kamaldeen Sulemana,gh  GHA,MF,Southampton,20-361,2002,0.5,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
445,Crysencio Summerville,nl  NED,FW,Leeds United,21-104,2001,7.5,2,0,0,11,18,3,9,4,11,1,0,0,35,3,8,27.3
446,Sam Surridge,eng  ENG,FW,Nott'ham Forest,24-198,1998,2.9,2,0,0,8,8,3,3,0,0,0,0,0,15,12,13,48.0
447,Japhet Tanganga,eng  ENG,DF,Tottenham,23-317,1999,0.7,0,0,0,3,0,0,0,0,1,0,0,0,4,1,2,33.3
448,Matt Targett,eng  ENG,DF,Newcastle Utd,27-146,1995,4.7,0,0,0,7,2,0,26,7,8,0,0,0,31,9,7,56.3
449,James Tarkowski,eng  ENG,DF,Everton,30-084,1992,21.0,4,0,0,20,13,0,0,29,13,0,0,0,91,58,25,69.9
450,Marcus Tavernier,eng  ENG,"MF,FW",Bournemouth,23-326,1999,14.3,1,0,0,12,25,3,77,4,16,0,0,0,90,12,20,37.5
451,Tetê,br  BRA,FW,Leicester City,22-361,2000,0.9,0,0,0,0,4,2,3,1,0,0,0,0,10,0,2,0.0
452,Kenny Tete,nl  NED,DF,Fulham,27-125,1995,14.7,6,0,0,22,23,0,50,25,27,0,0,0,59,17,13,56.7
453,Luke Thomas,eng  ENG,DF,Leicester City,21-246,2001,7.7,1,0,0,6,7,0,6,21,11,0,0,1,45,8,8,50.0
454,Youri Tielemans,be  BEL,MF,Leicester City,25-280,1997,18.3,3,0,0,21,13,0,33,19,27,0,0,0,147,17,8,68.0
455,Kieran Tierney,sct  SCO,DF,Arsenal,25-251,1997,5.2,0,0,0,4,4,0,11,9,4,0,0,0,26,2,10,16.7
456,Harry Toffolo,eng  ENG,DF,Nott'ham Forest,27-176,1995,6.8,0,0,0,3,4,0,22,6,6,0,1,0,37,11,8,57.9
457,Takehiro Tomiyasu,jp  JPN,DF,Arsenal,24-098,1998,5.7,1,0,0,6,3,0,7,13,14,0,0,0,35,7,16,30.4
458,James Tomkins,eng  ENG,DF,Crystal Palace,33-319,1989,1.7,2,1,1,2,0,1,0,3,0,0,0,0,12,3,3,50.0
459,Ivan Toney,eng  ENG,FW,Brentford,26-332,1996,18.9,8,0,0,33,42,16,15,9,9,3,0,0,55,57,72,44.2
460,Adama Traoré,es  ESP,"FW,MF",Wolves,27-017,1996,9.5,0,0,0,8,16,3,45,1,4,0,0,0,36,25,12,67.6
461,Boubacar Traoré,ml  MLI,MF,Wolves,21-175,2001,4.3,2,0,0,10,2,0,1,7,4,0,0,0,25,7,8,46.7
462,Mark Travers,ie  IRL,GK,Bournemouth,23-269,1999,10.5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,100.0
463,Kieran Trippier,eng  ENG,DF,Newcastle Utd,32-145,1990,20.7,5,0,0,24,18,4,210,26,32,0,1,0,149,27,20,57.4
464,Kostas Tsimikas,gr  GRE,DF,Liverpool,26-275,1996,5.0,1,0,0,4,4,0,56,5,5,0,0,0,24,6,5,54.5
465,Deniz Undav,de  GER,"FW,MF",Brighton,26-207,1996,1.9,0,0,0,2,1,2,0,0,3,0,0,0,5,2,3,40.0
466,Yan Valery,tn  TUN,DF,Southampton,23-354,1999,0.5,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,100.0
467,Virgil van Dijk,nl  NED,DF,Liverpool,31-218,1991,16.5,1,0,0,6,0,1,0,19,3,0,1,0,92,44,12,78.6
468,Raphaël Varane,fr  FRA,DF,Manchester Utd,29-292,1993,14.4,1,0,0,9,2,2,1,9,7,0,0,1,73,25,11,69.4
469,Jamie Vardy,eng  ENG,FW,Leicester City,36-031,1987,12.9,1,0,0,14,1,15,4,2,3,0,0,0,25,21,34,38.2
470,Joël Veltman,nl  NED,DF,Brighton,31-027,1992,14.3,2,0,0,17,21,0,10,13,22,0,1,0,74,12,15,44.4
471,Fabio Vieira,pt  POR,"MF,FW",Arsenal,22-257,2000,2.9,0,0,0,3,1,0,8,3,2,0,0,0,19,1,1,50.0
472,Matías Viña,uy  URU,MF,Bournemouth,25-094,1997,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
473,Rúben Vinagre,pt  POR,"DF,MF",Everton,23-308,1999,0.3,0,0,0,0,3,0,2,0,2,0,0,0,4,0,1,0.0
474,Carlos Vinícius,br  BRA,FW,Fulham,27-323,1995,4.8,1,0,0,8,9,2,3,0,0,0,0,0,9,6,18,25.0
475,Theo Walcott,eng  ENG,"FW,MF",Southampton,33-332,1989,1.5,1,0,0,2,0,4,4,1,1,0,0,0,4,1,1,50.0
476,Kyle Walker,eng  ENG,DF,Manchester City,32-259,1990,8.8,1,0,0,4,4,0,12,5,2,0,0,0,48,12,3,80.0
477,Kyle Walker-Peters,eng  ENG,DF,Southampton,25-304,1997,15.6,2,0,0,15,25,0,34,12,16,0,0,0,83,13,17,43.3
478,Aaron Wan-Bissaka,eng  ENG,DF,Manchester Utd,25-077,1997,6.8,0,0,0,4,1,0,9,13,13,0,0,0,35,5,7,41.7
479,Danny Ward,wls  WAL,GK,Leicester City,29-234,1993,21.0,0,0,0,0,4,0,0,0,1,0,0,0,22,3,0,100.0
480,Joel Ward,eng  ENG,DF,Crystal Palace,33-105,1989,14.4,4,0,0,18,7,0,21,15,17,0,0,0,66,28,18,60.9
481,James Ward-Prowse,eng  ENG,MF,Southampton,28-102,1994,21.0,2,0,0,20,9,0,159,27,19,0,0,1,121,34,26,56.7
482,Ollie Watkins,eng  ENG,FW,Aston Villa,27-043,1995,18.1,1,0,0,12,21,10,5,6,6,0,0,0,44,39,61,39.0
483,Adam Webster,eng  ENG,DF,Brighton,28-038,1995,13.0,1,0,0,5,4,0,2,13,7,0,0,1,89,33,17,66.0
484,Wout Weghorst,nl  NED,FW,Manchester Utd,30-188,1992,3.0,0,0,0,3,3,2,0,5,1,0,0,0,12,4,8,33.3
485,Danny Welbeck,eng  ENG,FW,Brighton,32-077,1990,12.7,0,0,0,18,8,3,0,3,5,1,0,0,16,24,22,52.2
486,Ben White,eng  ENG,DF,Arsenal,25-126,1997,17.7,4,0,0,12,15,0,26,12,23,0,0,0,76,17,20,45.9
487,Harvey White,eng  ENG,MF,Tottenham,21-145,2001,0.1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,100.0
488,Neco Williams,wls  WAL,DF,Nott'ham Forest,21-304,2001,13.5,4,0,0,20,13,1,66,29,33,0,0,0,87,11,15,42.3
489,Willian,br  BRA,FW,Fulham,34-186,1988,12.6,0,0,0,5,12,2,26,6,6,0,0,0,68,6,9,40.0
490,Joe Willock,eng  ENG,MF,Newcastle Utd,23-175,1999,17.4,1,0,0,25,12,3,33,13,20,0,0,0,82,11,11,50.0
491,Callum Wilson,eng  ENG,FW,Newcastle Utd,30-349,1992,12.5,3,0,0,15,17,12,5,1,1,0,0,0,19,14,32,30.4
492,Harry Wilson,wls  WAL,FW,Fulham,25-326,1997,3.9,1,0,0,5,4,1,10,1,6,1,0,0,17,3,2,60.0
493,Yoane Wissa,cd  COD,FW,Brentford,26-161,1996,10.2,2,0,0,9,11,10,9,4,8,1,0,0,39,10,13,43.5
494,Maximilian Wöber,at  AUT,DF,Leeds United,25-007,1998,3.3,1,0,0,2,0,0,0,5,5,0,0,0,21,6,3,66.7
495,Joe Worrall,eng  ENG,DF,Nott'ham Forest,26-032,1997,13.0,5,0,0,18,2,0,3,15,11,0,1,0,70,26,9,74.3
496,Granit Xhaka,ch  SUI,MF,Arsenal,30-137,1992,19.0,3,0,0,15,21,2,22,9,12,0,0,0,87,19,14,57.6
497,Ryan Yates,eng  ENG,MF,Nott'ham Forest,25-082,1997,15.5,4,0,0,37,42,1,5,7,14,1,0,0,93,27,17,61.4
498,Ashley Young,eng  ENG,DF,Aston Villa,37-217,1985,13.2,3,0,0,14,11,0,25,14,20,0,1,0,89,9,7,56.3
499,Wilfried Zaha,ci  CIV,"FW,MF",Crystal Palace,30-093,1992,18.5,3,0,0,21,57,9,22,13,16,1,0,0,73,5,13,27.8
500,Denis Zakaria,ch  SUI,MF,Chelsea,26-083,1996,3.2,0,0,0,2,1,0,0,2,3,0,0,0,18,0,1,0.0
501,Jordan Zemura,zw  ZIM,DF,Bournemouth,23-089,1999,12.5,1,0,0,13,11,0,14,13,19,0,1,0,57,5,8,38.5
502,Oleksandr Zinchenko,ua  UKR,DF,Arsenal,26-058,1996,11.0,2,0,0,2,7,0,18,9,8,0,0,0,76,19,6,76.0
503,Hakim Ziyech,ma  MAR,"FW,MF",Chelsea,29-329,1993,5.4,0,0,0,6,12,3,51,4,10,0,0,0,33,0,2,0.0
504,Kurt Zouma,fr  FRA,DF,West Ham,28-107,1994,14.2,0,0,0,7,4,0,0,13,2,0,0,0,56,37,5,88.1
505,Martin Ødegaard,no  NOR,MF,Arsenal,24-056,1998,17.7,3,0,0,18,15,1,40,3,13,0,0,0,92,8,13,38.1
