,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take-Ons,Succ_Take-Ons,Succ%_Take-Ons,Tkld_Take-Ons,Tkld%_Take-Ons,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving
313,Kaoru Mitoma,jp  JPN,"FW,DF",Brighton,25-267,1997,9.3,518,9,70,178,276,57,518,42,22,52.4,14,33.3,346,2587,1552,54,28,27,22,12,395,98
314,Aleksandar Mitrović,rs  SRB,FW,Fulham,28-148,1994,17.2,627,22,63,303,265,108,621,36,17,47.2,18,50.0,350,1524,568,18,11,8,55,45,494,78
315,Kieffer Moore,wls  WAL,FW,Bournemouth,30-187,1992,12.4,449,29,48,257,145,41,449,11,1,9.1,6,54.5,224,860,268,10,8,2,38,30,346,44
316,Andrew Moran,ie  IRL,FW,Brighton,19-119,2003,0.1,6,0,0,5,1,0,6,0,0,,0,,3,2,1,0,0,0,2,0,3,1
317,Álex Moreno,es  ESP,DF,Aston Villa,29-248,1993,2.4,198,7,49,87,63,9,198,9,2,22.2,5,55.6,107,477,207,5,4,2,7,4,126,27
318,Mason Mount,eng  ENG,"MF,FW",Chelsea,24-032,1999,16.8,906,17,103,393,421,52,906,28,15,53.6,10,35.7,490,2601,1363,46,32,11,36,23,631,106
319,Lucas Moura,br  BRA,"MF,DF",Tottenham,30-182,1992,1.1,75,0,10,27,38,5,75,7,2,28.6,5,71.4,40,247,88,3,3,1,4,3,50,10
320,João Moutinho,pt  POR,MF,Wolves,36-156,1986,15.0,933,32,195,513,232,9,933,7,3,42.9,4,57.1,467,1887,997,13,18,0,9,5,592,20
321,Divin Mubama,eng  ENG,FW,West Ham,18-109,2004,0.0,1,0,0,1,0,0,1,0,0,,0,,1,9,2,0,0,0,0,0,1,0
322,Mykhailo Mudryk,ua  UKR,FW,Chelsea,22-037,2001,0.9,43,1,11,16,16,5,43,4,2,50.0,1,25.0,25,119,47,1,0,1,2,2,29,3
323,Jacob Murphy,eng  ENG,FW,Newcastle Utd,27-352,1995,6.1,246,6,28,82,140,30,246,14,2,14.3,8,57.1,156,1150,747,33,19,12,5,11,172,54
324,Enock Mwepu,zm  ZAM,"FW,MF",Brighton,25-041,1998,2.4,116,1,12,54,53,7,116,5,1,20.0,4,80.0,58,318,141,5,2,1,10,5,80,17
325,Vitaliy Mykolenko,ua  UKR,"DF,MF",Everton,23-258,1999,19.8,1112,79,387,489,246,16,1112,17,7,41.2,10,58.8,477,2087,1088,25,25,3,16,6,578,47
326,Keylor Navas,cr  CRC,GK,Nott'ham Forest,36-058,1986,1.0,39,33,39,0,0,0,39,0,0,,0,,12,117,53,0,0,0,0,0,4,0
327,Wilfred Ndidi,ng  NGA,"MF,DF",Leicester City,26-057,1996,9.7,680,46,227,406,57,4,680,2,2,100.0,0,0.0,366,1537,729,9,11,0,10,6,448,2
328,Reiss Nelson,eng  ENG,FW,Arsenal,23-063,1999,0.7,47,0,5,7,36,8,47,1,1,100.0,0,0.0,26,197,125,8,2,4,0,4,39,12
329,Neto,br  BRA,GK,Bournemouth,33-207,1989,10.5,336,289,335,1,0,0,336,0,0,,0,,178,1082,736,0,0,0,1,0,102,0
330,Pedro Neto,pt  POR,"FW,MF",Wolves,22-339,2000,6.7,323,2,39,93,197,37,323,39,12,30.8,23,59.0,215,1591,796,26,14,13,19,7,228,79
331,Rúben Neves,pt  POR,MF,Wolves,25-335,1997,20.0,1450,116,514,729,221,13,1448,15,7,46.7,6,40.0,747,3435,1645,17,18,1,15,9,940,7
332,Moussa Niakhate,fr  FRA,DF,Nott'ham Forest,26-340,1996,1.8,81,22,58,19,4,3,81,3,0,0.0,3,100.0,23,94,44,0,0,0,1,1,28,0
333,Rasmus Nissen,dk  DEN,DF,Leeds United,25-215,1997,12.6,810,46,276,335,203,15,810,9,4,44.4,4,44.4,325,943,426,12,4,4,3,1,404,58
334,Eddie Nketiah,eng  ENG,FW,Arsenal,23-257,1999,7.7,273,8,24,103,150,52,273,25,10,40.0,10,40.0,180,1204,460,23,10,11,21,11,205,52
335,Matheus Nunes,pt  POR,MF,Wolves,24-168,1998,14.9,714,34,161,320,246,33,714,38,16,42.1,14,36.8,449,3117,1563,37,33,4,23,18,507,79
336,Darwin Núñez,uy  URU,FW,Liverpool,23-232,1999,11.0,363,7,26,102,239,101,363,16,5,31.3,8,50.0,207,1433,792,37,15,21,26,13,273,95
337,Ethan Nwaneri,eng  ENG,FW,Arsenal,15-327,2007,0.0,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
338,Christian Nørgaard,dk  DEN,MF,Brentford,28-338,1994,9.7,541,43,176,295,76,14,541,9,3,33.3,5,55.6,238,783,331,0,3,0,6,5,262,2
339,Lewis O'Brien,eng  ENG,MF,Nott'ham Forest,24-120,1998,6.5,297,19,72,161,71,3,297,17,7,41.2,3,17.6,157,947,518,13,9,2,12,7,166,3
340,Angelo Ogbonna,it  ITA,DF,West Ham,34-264,1988,4.3,185,29,107,70,8,4,185,0,0,,0,,81,327,78,0,0,0,0,3,92,1
341,Michael Olise,fr  FRA,"MF,FW",Crystal Palace,21-061,2001,14.4,906,9,115,380,426,38,906,63,22,34.9,29,46.0,514,2984,1538,50,34,17,46,23,613,108
342,Robin Olsen,se  SWE,GK,Aston Villa,33-034,1990,2.6,120,101,118,2,0,0,120,0,0,,0,,71,365,186,0,0,0,1,0,48,0
343,Amadou Onana,be  BEL,MF,Everton,21-179,2001,16.5,832,39,191,492,164,30,832,38,15,39.5,16,42.1,429,2403,1068,22,22,4,26,9,554,23
344,Josh Onomah,eng  ENG,MF,Fulham,25-290,1997,0.2,11,0,3,4,4,0,11,1,0,0.0,1,100.0,5,38,24,1,0,0,1,1,5,0
345,Paul Onuachu,ng  NGA,FW,Southampton,28-259,1994,0.5,18,1,2,10,6,2,18,0,0,,0,,7,21,0,0,0,0,2,2,14,2
346,Frank Onyeka,ng  NGA,MF,Brentford,25-041,1998,4.9,188,12,59,81,49,13,188,9,1,11.1,5,55.6,100,341,158,3,5,1,5,6,99,10
347,Mislav Oršić,hr  CRO,MF,Southampton,30-044,1992,0.1,4,0,2,0,2,0,4,0,0,,0,,2,10,7,0,0,0,0,0,1,0
348,Dango Ouattara,bf  BFA,MF,Bournemouth,21-000,2002,2.0,87,11,21,29,39,13,87,7,1,14.3,5,71.4,47,357,128,8,2,3,5,3,59,12
349,Alex Oxlade-Chamberlain,eng  ENG,"FW,MF",Liverpool,29-180,1993,3.5,145,3,17,67,64,15,145,13,4,30.8,8,61.5,84,590,234,11,7,3,12,10,104,24
350,David Ozoh,,FW,Crystal Palace,17-256,2005,0.0,4,0,0,0,4,0,4,0,0,,0,,2,1,1,0,0,0,1,0,4,0
351,João Palhinha,pt  POR,MF,Fulham,27-217,1995,20.7,1016,50,241,629,157,26,1016,19,6,31.6,9,47.4,451,1630,541,4,8,2,21,16,521,14
352,Cole Palmer,eng  ENG,"FW,MF",Manchester City,20-281,2002,1.3,95,2,9,32,54,15,95,8,5,62.5,2,25.0,65,369,184,9,2,7,9,3,75,18
353,Emerson Palmieri,it  ITA,"DF,MF",West Ham,28-192,1994,5.1,303,14,70,141,97,14,303,11,3,27.3,5,45.5,134,929,544,21,12,3,4,4,201,29
354,Lucas Paquetá,br  BRA,MF,West Ham,25-168,1997,11.9,724,28,139,398,196,28,723,20,7,35.0,9,45.0,360,1426,511,6,14,2,21,18,481,36
355,Thomas Partey,gh  GHA,MF,Arsenal,29-243,1993,16.1,1309,45,248,839,230,13,1309,20,13,65.0,5,25.0,766,3455,1801,14,16,1,19,11,948,15
356,Nathan Patterson,sct  SCO,"DF,MF",Everton,21-118,2001,11.0,661,49,233,240,195,16,661,20,9,45.0,10,50.0,270,1600,655,13,11,2,19,9,344,42
357,Ben Pearson,eng  ENG,MF,Bournemouth,28-038,1995,3.2,162,8,56,90,17,0,162,1,0,0.0,0,0.0,72,242,103,2,0,0,6,0,100,4
358,Facundo Pellistri,uy  URU,FW,Manchester Utd,21-053,2001,0.4,9,0,1,3,5,0,9,0,0,,0,,9,83,11,0,0,0,1,0,10,2
359,Andreas Pereira,br  BRA,MF,Fulham,27-041,1996,20.2,887,12,68,410,417,40,886,33,9,27.3,19,57.6,476,2644,1187,37,30,8,39,33,562,90
360,Ayoze Pérez,es  ESP,"MF,FW",Leicester City,29-197,1993,4.2,244,3,38,104,108,17,244,21,6,28.6,12,57.1,132,696,356,17,6,6,12,11,155,43
361,Ivan Perišić,hr  CRO,"DF,MF",Tottenham,34-009,1989,15.0,877,36,212,298,373,54,877,24,8,33.3,13,54.2,406,2377,1210,58,17,22,25,9,478,115
362,Romain Perraud,fr  FRA,DF,Southampton,25-142,1997,12.3,693,25,196,249,254,28,693,25,5,20.0,18,72.0,357,1777,734,19,23,5,16,9,377,74
363,Kalvin Phillips,eng  ENG,MF,Manchester City,27-071,1995,0.2,28,3,7,18,4,0,28,0,0,,0,,13,40,6,0,0,0,1,0,18,0
364,Nathaniel Phillips,eng  ENG,DF,Liverpool,25-327,1997,0.7,89,3,26,63,2,1,89,0,0,,0,,69,574,393,0,1,0,2,0,60,0
365,Jordan Pickford,eng  ENG,GK,Everton,28-341,1994,20.0,800,597,780,21,0,0,800,0,0,,0,,427,2605,1715,0,0,0,1,1,339,0
366,Ethan Pinnock,jm  JAM,DF,Brentford,29-258,1993,13.0,668,158,411,210,50,22,668,2,1,50.0,0,0.0,237,1022,575,1,0,0,1,6,285,7
367,Daniel Podence,pt  POR,"FW,MF",Wolves,27-113,1995,14.6,676,9,94,244,348,57,676,41,13,31.7,26,63.4,397,1939,877,31,20,15,39,25,469,110
368,Nick Pope,eng  ENG,GK,Newcastle Utd,30-298,1992,21.0,582,488,578,4,0,0,582,0,0,,0,,308,1903,1151,0,0,0,0,0,207,0
369,Dennis Praet,be  BEL,MF,Leicester City,28-273,1994,4.0,169,6,33,77,61,4,169,7,4,57.1,3,42.9,88,457,164,10,5,1,7,8,108,24
370,Isaac Price,nir  NIR,MF,Everton,19-138,2003,0.4,17,1,5,10,2,0,17,1,1,100.0,0,0.0,10,40,12,1,0,0,1,0,13,0
371,Christian Pulisic,us  USA,"FW,DF",Chelsea,24-146,1998,6.8,328,3,43,132,161,32,328,34,10,29.4,15,44.1,224,1674,842,28,20,11,23,6,251,56
372,Aaron Ramsdale,eng  ENG,GK,Arsenal,24-273,1998,20.0,619,447,608,11,0,0,619,1,1,100.0,0,0.0,377,2127,1334,0,1,0,0,0,315,0
373,Jacob Ramsey,eng  ENG,MF,Aston Villa,21-259,2001,13.7,679,26,119,361,208,31,679,20,6,30.0,7,35.0,392,2345,1135,40,27,8,36,17,443,58
374,Marcus Rashford,eng  ENG,FW,Manchester Utd,25-103,1997,19.9,761,10,66,292,417,109,761,75,26,34.7,41,54.7,460,2953,1377,50,32,30,52,27,588,148
375,David Raya,es  ESP,GK,Brentford,27-149,1995,21.0,943,682,890,54,0,0,943,0,0,,0,,577,3511,2271,0,0,0,0,0,421,0
376,Tim Ream,us  USA,DF,Fulham,35-129,1987,22.0,1437,204,748,648,49,12,1437,9,6,66.7,1,11.1,870,4842,3277,18,8,0,12,3,938,1
377,Nathan Redmond,eng  ENG,DF,Southampton,28-342,1994,0.0,1,0,0,0,1,0,1,0,0,,0,,1,1,1,0,0,0,0,0,1,1
378,Harrison Reed,eng  ENG,MF,Fulham,28-015,1995,19.2,920,35,163,505,259,25,920,17,6,35.3,11,64.7,417,1908,676,19,16,1,29,14,532,50
379,Bobby Reid,jm  JAM,"FW,DF",Fulham,30-009,1993,19.3,903,46,186,362,366,52,903,32,10,31.3,16,50.0,480,2255,1105,40,28,11,41,23,557,127
380,Declan Rice,eng  ENG,MF,West Ham,24-028,1999,21.0,1483,63,379,885,249,13,1482,25,12,48.0,10,40.0,863,5258,2907,53,44,1,16,13,1003,23
381,Chris Richards,us  USA,DF,Crystal Palace,22-320,2000,3.9,196,39,102,76,18,5,196,0,0,,0,,77,311,151,1,1,0,1,1,100,1
382,Richarlison,br  BRA,"MF,FW",Tottenham,25-277,1997,5.4,238,7,48,89,104,29,238,16,4,25.0,11,68.8,145,846,391,14,13,4,19,12,166,41
383,Jaïro Riedewald,nl  NED,"DF,FW",Crystal Palace,26-155,1996,0.5,42,6,16,16,10,0,42,0,0,,0,,17,73,46,1,1,0,0,0,22,1
384,Matt Ritchie,sct  SCO,FW,Newcastle Utd,33-154,1989,0.0,3,0,0,3,0,0,3,0,0,,0,,2,5,5,0,0,0,0,0,3,0
385,Andrew Robertson,sct  SCO,DF,Liverpool,28-337,1994,14.7,1221,42,360,484,384,39,1221,22,8,36.4,13,59.1,627,3236,1790,36,31,6,18,7,783,120
386,Antonee Robinson,us  USA,DF,Fulham,25-187,1997,18.3,1178,68,402,501,296,16,1178,38,14,36.8,17,44.7,595,4074,2447,58,52,9,24,12,634,72
387,Marc Roca,es  ESP,MF,Leeds United,26-077,1996,16.2,1037,31,223,610,209,18,1037,16,11,68.8,5,31.3,571,2549,1352,16,14,4,15,12,655,15
388,Marek Rodák,sk  SVK,GK,Fulham,26-060,1996,2.0,65,58,65,0,0,0,65,0,0,,0,,36,206,94,0,0,0,1,0,21,0
389,Rodri,es  ESP,MF,Manchester City,26-234,1996,19.3,2053,70,436,1237,392,35,2053,14,9,64.3,4,28.6,1230,6202,3278,47,48,1,12,12,1553,22
390,Rodrigo,es  ESP,"FW,MF",Leeds United,31-342,1991,14.4,549,15,49,260,242,78,548,16,6,37.5,10,62.5,310,1551,635,31,13,17,34,11,387,107
391,Mads Roerslev,dk  DEN,DF,Brentford,23-232,1999,9.4,324,33,128,111,86,9,324,5,2,40.0,2,40.0,150,573,230,7,6,1,12,9,165,27
392,Cristian Romero,ar  ARG,DF,Tottenham,24-290,1998,13.3,933,145,459,422,56,8,933,11,7,63.6,4,36.4,594,2702,1521,12,13,1,13,8,608,4
393,Oriol Romeu,es  ESP,MF,Southampton,31-140,1991,0.8,37,2,5,19,14,1,37,1,1,100.0,0,0.0,18,128,66,2,1,0,1,0,20,0
394,Cristiano Ronaldo,pt  POR,FW,Manchester Utd,38-006,1985,5.8,220,8,25,91,106,32,220,9,4,44.4,3,33.3,94,477,288,9,6,3,7,3,167,33
395,Connor Ronan,ie  IRL,MF,Wolves,24-342,1998,0.0,4,0,0,3,1,0,4,0,0,,0,,1,4,2,0,0,0,0,0,3,1
396,Salomón Rondón,ve  VEN,FW,Everton,33-148,1989,1.2,36,1,2,15,19,4,36,1,1,100.0,0,0.0,16,33,3,0,1,0,1,1,32,7
397,Joe Rothwell,eng  ENG,"MF,DF",Bournemouth,28-031,1995,1.7,86,5,21,45,21,1,86,6,2,33.3,4,66.7,38,258,115,0,1,0,0,0,45,1
398,Georginio Rutter,fr  FRA,FW,Leeds United,20-297,2002,0.6,22,2,4,7,11,2,22,6,2,33.3,4,66.7,11,30,13,1,0,0,2,2,13,0
399,José Sá,pt  POR,GK,Wolves,30-025,1993,21.0,762,686,760,2,0,0,762,1,1,100.0,0,0.0,427,2547,1650,0,0,0,2,0,356,0
400,Marcel Sabitzer,at  AUT,MF,Manchester Utd,28-331,1994,1.0,65,5,16,23,26,2,65,0,0,,0,,28,97,42,0,2,0,0,1,33,3
401,Allan Saint-Maximin,fr  FRA,FW,Newcastle Utd,25-336,1997,6.1,291,5,32,102,164,31,291,50,22,44.0,21,42.0,205,1959,1176,43,22,15,14,16,228,65
402,Bukayo Saka,eng  ENG,FW,Arsenal,21-159,2001,19.0,976,9,81,260,647,109,975,78,27,34.6,38,48.7,627,4771,2476,98,52,46,43,28,706,265
403,Mohamed Salah,eg  EGY,FW,Liverpool,30-241,1992,19.7,778,3,46,228,510,148,778,64,21,32.8,38,59.4,517,3051,1374,51,24,40,62,48,612,206
404,William Saliba,fr  FRA,DF,Arsenal,21-324,2001,19.8,1444,132,647,773,29,10,1444,8,6,75.0,1,12.5,932,4653,2661,5,4,1,12,5,989,1
405,Mohammed Salisu,gh  GHA,DF,Southampton,23-300,1999,20.0,1392,198,701,589,112,17,1392,9,7,77.8,2,22.2,684,3183,1443,5,11,0,4,9,717,4
406,Davinson Sánchez,co  COL,DF,Tottenham,26-244,1996,6.2,468,61,244,195,30,8,468,4,1,25.0,2,50.0,269,1033,537,4,2,0,2,2,321,3
407,Robert Sánchez,es  ESP,GK,Brighton,25-085,1997,20.0,734,618,730,4,0,0,734,0,0,,0,,462,2166,1345,0,0,0,0,0,418,0
408,Jadon Sancho,eng  ENG,FW,Manchester Utd,22-323,2000,8.3,393,2,44,138,217,44,393,24,9,37.5,13,54.2,252,1582,878,37,15,21,25,7,292,67
409,Morgan Sanson,fr  FRA,MF,Aston Villa,28-177,1994,0.1,9,1,1,4,4,0,9,0,0,,0,,5,11,9,0,0,0,1,0,5,0
410,Pablo Sarabia,es  ESP,FW,Wolves,30-276,1992,1.2,45,0,9,18,21,3,45,3,1,33.3,2,66.7,25,139,63,1,0,0,0,1,29,4
411,Jeremy Sarmiento,ec  ECU,MF,Brighton,20-240,2002,1.8,86,0,12,35,39,10,86,10,6,60.0,3,30.0,60,312,102,5,3,1,4,7,69,18
412,Gianluca Scamacca,it  ITA,FW,West Ham,24-041,1999,10.3,273,5,13,135,128,38,273,14,6,42.9,6,42.9,143,660,282,13,7,3,23,18,203,48
413,Gustavo Scarpa,br  BRA,MF,Nott'ham Forest,29-037,1994,1.2,71,2,16,36,20,0,71,1,1,100.0,0,0.0,47,408,285,8,4,0,0,0,51,3
414,Kevin Schade,de  GER,"FW,MF",Brentford,21-076,2001,0.3,17,0,1,8,8,2,17,2,0,0.0,2,100.0,6,132,16,1,0,1,0,1,10,1
415,Fabian Schär,ch  SUI,DF,Newcastle Utd,31-053,1991,19.8,1250,150,619,528,116,42,1250,10,3,30.0,5,50.0,654,3527,2298,19,17,1,11,5,713,14
416,Jeffrey Schlupp,gh  GHA,MF,Crystal Palace,30-050,1992,17.3,821,46,207,453,177,25,821,29,12,41.4,12,41.4,422,1902,809,20,15,6,18,16,480,35
417,Nélson Semedo,pt  POR,DF,Wolves,29-087,1993,13.2,775,64,256,335,196,9,775,21,8,38.1,11,52.4,407,2420,1346,28,27,1,22,12,434,62
418,Antoine Semenyo,gh  GHA,FW,Bournemouth,23-035,2000,1.0,29,1,3,17,11,2,29,2,1,50.0,1,50.0,18,201,118,3,5,2,4,1,22,3
419,Marcos Senesi,ar  ARG,DF,Bournemouth,25-277,1997,15.3,888,177,580,292,26,7,888,4,2,50.0,2,50.0,479,2228,1241,3,4,0,10,4,510,1
420,Ryan Sessegnon,eng  ENG,DF,Tottenham,22-269,2000,9.0,494,29,157,171,168,27,494,10,4,40.0,4,40.0,233,1435,815,24,11,5,11,10,270,64
421,Luke Shaw,eng  ENG,DF,Manchester Utd,27-214,1995,16.7,1409,84,438,675,308,15,1409,14,1,7.1,10,71.4,786,3843,2040,42,29,1,14,5,861,50
422,Jonjo Shelvey,eng  ENG,MF,Newcastle Utd,30-349,1992,0.4,28,0,8,18,2,0,28,0,0,,0,,10,63,19,0,0,0,0,0,17,0
423,Bernardo Silva,pt  POR,"MF,FW",Manchester City,28-185,1994,15.7,1125,18,156,499,479,66,1125,47,21,44.7,20,42.6,694,4929,2519,65,52,24,19,23,845,137
424,Thiago Silva,br  BRA,DF,Chelsea,38-142,1984,18.9,1717,259,891,793,37,18,1717,3,2,66.7,0,0.0,1084,5007,2894,3,8,0,3,1,1238,1
425,Ellis Simms,eng  ENG,FW,Everton,22-037,2001,0.2,5,0,0,4,2,0,5,0,0,,0,,3,11,10,0,1,0,0,0,4,2
426,Luis Sinisterra,co  COL,FW,Leeds United,23-239,1999,6.0,297,2,26,142,133,19,297,28,13,46.4,12,42.9,179,1024,561,18,8,6,10,12,221,52
427,Oliver Skipp,eng  ENG,MF,Tottenham,22-148,2000,2.2,113,7,30,48,37,2,113,1,0,0.0,1,100.0,60,277,140,4,5,0,1,1,77,10
428,Adam Smith,eng  ENG,DF,Bournemouth,31-288,1991,19.2,968,59,389,418,175,9,968,19,4,21.1,12,63.2,415,1796,925,16,14,1,16,3,506,18
429,Emile Smith Rowe,eng  ENG,"MF,FW",Arsenal,22-198,2000,0.6,29,1,8,7,14,1,29,3,2,66.7,1,33.3,11,49,9,0,0,0,0,1,14,3
430,Cédric Soares,pt  POR,DF,Arsenal,31-164,1991,0.3,27,2,8,9,10,0,27,0,0,,0,,14,87,67,1,2,0,0,0,20,0
431,Dominic Solanke,eng  ENG,"FW,MF",Bournemouth,25-150,1997,14.9,434,23,74,187,184,59,434,44,17,38.6,25,56.8,270,1899,713,26,16,11,55,32,312,69
432,Manor Solomon,il  ISR,FW,Fulham,23-202,1999,0.7,28,2,10,8,12,0,28,4,1,25.0,3,75.0,18,93,40,0,1,0,3,3,14,3
433,Tomáš Souček,cz  CZE,MF,West Ham,27-349,1995,17.5,811,64,267,399,146,39,811,8,2,25.0,4,50.0,335,1214,440,6,7,0,14,10,463,26
434,Boubakary Soumaré,fr  FRA,MF,Leicester City,23-349,1999,9.3,596,24,188,376,40,0,596,6,4,66.7,2,33.3,310,1417,599,10,4,0,10,11,402,11
435,Harry Souttar,au  AUS,DF,Leicester City,24-112,1998,1.0,45,11,33,11,1,1,45,0,0,,0,,22,88,49,0,0,0,0,0,28,1
436,Çağlar Söyüncü,tr  TUR,DF,Leicester City,26-264,1996,0.9,57,11,37,20,0,0,57,0,0,,0,,34,162,104,1,0,0,0,0,41,0
437,Djed Spence,eng  ENG,"FW,DF",Tottenham,22-186,2000,0.1,12,0,3,1,8,2,12,1,0,0.0,0,0.0,8,92,66,2,1,1,0,2,10,2
438,Jack Stacey,eng  ENG,DF,Bournemouth,26-311,1996,3.3,167,17,66,56,47,2,167,6,2,33.3,4,66.7,73,458,221,9,4,1,3,4,76,15
439,Junior Stanislas,eng  ENG,MF,Bournemouth,33-077,1989,0.7,34,0,3,15,16,3,34,0,0,,0,,18,92,13,0,1,0,1,1,27,5
440,Jay Stansfield,eng  ENG,FW,Fulham,20-079,2002,1.0,35,2,7,14,15,7,35,0,0,,0,,13,88,35,2,2,0,2,2,23,4
441,Raheem Sterling,eng  ENG,"FW,MF",Chelsea,28-065,1994,12.7,534,2,39,164,340,67,534,49,15,30.6,31,63.3,382,2218,1102,43,28,27,32,36,450,106
442,John Stones,eng  ENG,DF,Manchester City,28-259,1994,13.1,1127,57,346,654,132,15,1127,7,4,57.1,0,0.0,748,4107,2100,21,24,1,4,2,894,18
443,Pascal Struijk,nl  NED,DF,Leeds United,23-184,1999,18.6,1300,61,382,579,345,25,1300,18,9,50.0,7,38.9,543,2060,1087,22,21,1,23,9,645,45
444,Kamaldeen Sulemana,gh  GHA,MF,Southampton,20-361,2002,0.5,23,0,4,8,11,2,23,4,2,50.0,2,50.0,17,103,15,1,1,0,1,0,19,4
445,Crysencio Summerville,nl  NED,FW,Leeds United,21-104,2001,7.5,329,4,50,127,159,25,329,22,7,31.8,10,45.5,217,1250,682,25,13,8,21,16,241,43
446,Sam Surridge,eng  ENG,FW,Nott'ham Forest,24-198,1998,2.9,114,8,24,41,53,14,114,5,2,40.0,2,40.0,56,274,120,2,4,1,11,3,75,13
447,Japhet Tanganga,eng  ENG,DF,Tottenham,23-317,1999,0.7,44,3,17,26,1,0,44,1,1,100.0,0,0.0,31,156,82,0,1,0,3,1,27,1
448,Matt Targett,eng  ENG,DF,Newcastle Utd,27-146,1995,4.7,315,12,80,132,105,0,315,0,0,,0,,135,485,295,2,5,0,4,3,165,12
449,James Tarkowski,eng  ENG,DF,Everton,30-084,1992,21.0,1333,226,696,603,42,33,1333,6,5,83.3,1,16.7,654,3063,1657,8,2,0,12,3,828,4
450,Marcus Tavernier,eng  ENG,"MF,FW",Bournemouth,23-326,1999,14.3,707,22,144,280,309,43,707,68,30,44.1,33,48.5,406,2895,1400,49,33,16,35,30,438,99
451,Tetê,br  BRA,FW,Leicester City,22-361,2000,0.9,40,0,8,21,14,5,40,8,6,75.0,1,12.5,26,286,163,5,1,3,1,1,28,7
452,Kenny Tete,nl  NED,DF,Fulham,27-125,1995,14.7,1008,55,278,498,242,14,1008,10,4,40.0,4,40.0,429,2115,1151,36,27,1,13,12,488,32
453,Luke Thomas,eng  ENG,DF,Leicester City,21-246,2001,7.7,542,24,216,260,70,3,542,8,4,50.0,3,37.5,231,935,405,5,4,1,5,5,282,7
454,Youri Tielemans,be  BEL,MF,Leicester City,25-280,1997,18.3,1385,36,314,795,291,10,1383,19,12,63.2,4,21.1,687,2890,1537,25,18,1,27,10,968,46
455,Kieran Tierney,sct  SCO,DF,Arsenal,25-251,1997,5.2,358,14,79,163,117,6,358,2,0,0.0,1,50.0,195,1139,541,15,11,0,5,0,210,21
456,Harry Toffolo,eng  ENG,DF,Nott'ham Forest,27-176,1995,6.8,340,31,108,117,120,8,340,8,3,37.5,4,50.0,141,553,252,7,4,3,9,5,170,32
457,Takehiro Tomiyasu,jp  JPN,DF,Arsenal,24-098,1998,5.7,412,23,102,228,86,7,412,3,1,33.3,2,66.7,211,1018,465,7,6,0,5,3,237,13
458,James Tomkins,eng  ENG,DF,Crystal Palace,33-319,1989,1.7,128,14,89,36,3,0,128,1,1,100.0,0,0.0,72,296,186,1,1,0,2,0,85,1
459,Ivan Toney,eng  ENG,FW,Brentford,26-332,1996,18.9,725,29,77,313,338,92,721,30,8,26.7,18,60.0,366,1434,387,5,12,4,63,26,517,91
460,Adama Traoré,es  ESP,"FW,MF",Wolves,27-017,1996,9.5,396,7,51,151,204,27,396,51,19,37.3,23,45.1,248,2237,1183,48,22,11,35,14,301,85
461,Boubacar Traoré,ml  MLI,MF,Wolves,21-175,2001,4.3,157,6,37,96,26,2,157,7,3,42.9,3,42.9,74,448,241,4,3,0,2,3,84,2
462,Mark Travers,ie  IRL,GK,Bournemouth,23-269,1999,10.5,354,328,353,1,0,0,354,0,0,,0,,159,786,413,0,0,0,0,0,120,0
463,Kieran Trippier,eng  ENG,DF,Newcastle Utd,32-145,1990,20.7,1657,61,399,698,569,16,1657,20,9,45.0,7,35.0,681,2248,1107,20,20,1,13,3,834,90
464,Kostas Tsimikas,gr  GRE,DF,Liverpool,26-275,1996,5.0,420,17,92,142,188,19,420,9,2,22.2,6,66.7,207,1238,651,18,8,4,10,4,245,60
465,Deniz Undav,de  GER,"FW,MF",Brighton,26-207,1996,1.9,66,1,5,15,46,17,66,1,0,0.0,1,100.0,29,90,43,2,1,2,2,3,47,15
466,Yan Valery,tn  TUN,DF,Southampton,23-354,1999,0.5,28,3,7,18,3,0,28,0,0,,0,,17,91,18,0,1,0,1,3,20,0
467,Virgil van Dijk,nl  NED,DF,Liverpool,31-218,1991,16.5,1477,196,687,725,69,35,1477,1,1,100.0,0,0.0,894,3632,1865,8,9,2,6,0,1062,4
468,Raphaël Varane,fr  FRA,DF,Manchester Utd,29-292,1993,14.4,926,111,434,461,33,13,926,4,2,50.0,2,50.0,573,4025,2398,11,12,0,2,1,612,2
469,Jamie Vardy,eng  ENG,FW,Leicester City,36-031,1987,12.9,265,22,35,101,131,48,265,12,4,33.3,7,58.3,119,632,230,12,6,10,19,12,154,69
470,Joël Veltman,nl  NED,DF,Brighton,31-027,1992,14.3,1072,67,375,561,142,9,1072,10,3,30.0,4,40.0,587,2926,1642,29,18,1,10,5,656,19
471,Fabio Vieira,pt  POR,"MF,FW",Arsenal,22-257,2000,2.9,170,3,16,84,72,8,170,10,3,30.0,6,60.0,100,421,134,2,3,0,9,5,117,16
