,Id,Name,Age,Nationality,Club,Height,Weight,Value,Wage,Overall,Potential
591,212067,Camilo Vargas,32,Colombia,Club Atlas,187,82,€8.5M,€14K,79,79
592,211738,Mark Flekken,28,Netherlands,Sport-Club Freiburg,195,87,€14M,€26K,79,80
593,211591,Moussa Dembélé,24,France,Olympique Lyonnais,183,79,€24.5M,€63K,79,82
594,211241,Rubén Peña Jiménez,29,Spain,Villarreal CF,170,65,€15.5M,€35K,79,79
595,211022,Rubén García Santos,27,Spain,CA Osasuna,171,71,€18.5M,€33K,79,79
596,210897,Chancel Mbemba,26,Congo DR,FC Porto,182,82,€20.5M,€16K,79,82
597,210881,John McGinn,26,Scotland,Aston Villa,178,68,€20.5M,€71K,79,80
598,208268,Bryan Cristante,26,Italy,Roma,186,80,€20.5M,€51K,79,82
599,208165,Berat Djimsiti,28,Albania,Atalanta,190,83,€15M,€51K,79,79
600,208135,Abdoulaye Doucouré,28,France,Everton,184,76,€17.5M,€87K,79,79
601,208104,Matheus Lima Magalhães,28,Brazil,SC Braga,190,84,€15M,€15K,79,81
602,207732,Roger Martí Salvador,30,Spain,Levante Unión Deportiva,179,74,€17M,€36K,79,79
603,207599,Michael Keane,28,England,Everton,191,82,€16.5M,€80K,79,80
604,207566,William Silva de Carvalho,29,Portugal,Real Betis Balompié,187,79,€15M,€27K,79,79
605,207421,Leandro Trossard,26,Belgium,Brighton & Hove Albion,172,67,€19M,€64K,79,79
606,206545,Manuel Trigueros Muñoz,29,Spain,Villarreal CF,178,75,€17M,€39K,79,79
607,205849,Esteban Andrada,30,Argentina,CF Monterrey ,194,80,€11.5M,€41K,79,79
608,205600,Samuel Umtiti,27,France,FC Barcelona,182,75,€16M,€115K,79,79
609,205175,Arkadiusz Milik,27,Poland,Olympique de Marseille,186,80,€19M,€71K,79,79
610,205069,Juan Bernat Velasco,28,Spain,Paris Saint-Germain,170,67,€16M,€75K,79,79
611,204970,Florian Thauvin,28,France,Tigres U.A.N.L.,181,77,€17.5M,€56K,79,79
612,204538,Raúl Ruidíaz,30,Peru,Seattle Sounders FC,169,66,€17M,€13K,79,79
613,204259,Santiago Arias,29,Colombia,Granada CF,178,72,€15.5M,€53K,79,79
614,204234,Edgar Badia Guardiola,29,Spain,Elche CF,180,70,€13.5M,€20K,79,80
615,203980,Konstantinos Fortounis,28,Greece,Olympiacos CFP,183,70,€17.5M,€2K,79,79
616,203551,Alessandro Florenzi,30,Italy,AC Milan,173,67,€15M,€51K,79,79
617,202857,Karim Bellarabi,31,Germany,Bayer 04 Leverkusen,184,81,€14.5M,€55K,79,79
618,202477,Gerard Deulofeu Lázaro,27,Spain,Udinese Calcio,177,73,€19M,€24K,79,79
619,202166,Julian Draxler,27,Germany,Paris Saint-Germain,187,77,€18.5M,€85K,79,79
620,202048,Conor Coady,28,England,Wolverhampton Wanderers,186,80,€16.5M,€80K,79,80
621,201995,Felipe Anderson Pereira Gomes,28,Brazil,Lazio,175,70,€17.5M,€70K,79,79
622,201922,Martin Hinteregger,28,Austria,,186,82,€0,€0,79,79
623,201455,Geoffrey Kondogbia,28,Central African Republic,Atlético de Madrid,188,80,€17.5M,€58K,79,79
624,201399,Mauro Icardi,28,Argentina,Paris Saint-Germain,181,75,€18M,€88K,79,79
625,201143,Aïssa Mandi,29,Algeria,Villarreal CF,184,78,€14.5M,€35K,79,79
626,200726,Benjamin Lecomte,30,France,Atlético de Madrid,186,78,€11.5M,€41K,79,79
627,200315,Cristian Tello Herrera,29,Spain,Real Betis Balompié,178,65,€17M,€30K,79,79
628,200159,Stefan Ortega,28,Germany,DSC Arminia Bielefeld,185,88,€14M,€24K,79,80
629,200155,Hans Vanaken,28,Belgium,Club Brugge KV,195,80,€17.5M,€32K,79,79
630,199915,Lewis Dunk,29,England,Brighton & Hove Albion,192,88,€14.5M,€61K,79,79
631,199641,Matz Sels,29,Belgium,RC Strasbourg Alsace,190,88,€13.5M,€23K,79,80
632,199503,Granit Xhaka,28,Switzerland,Arsenal,185,82,€15.5M,€80K,79,79
633,198230,Germán Sánchez Barahona,34,Spain,Granada CF,187,82,€5.5M,€26K,79,79
634,198164,Jonathan Viera Ramos,31,Spain,Unión Deportiva Las Palmas,171,67,€14.5M,€14K,79,79
635,197965,Luis Miguel Afonso Fernandes,31,Portugal,İstanbul Başakşehir FK,177,72,€14.5M,€17K,79,79
636,197853,Serge Aurier,28,Côte d'Ivoire,Villarreal CF,174,74,€16M,€35K,79,79
637,197225,Nicolás Lodeiro,32,Uruguay,Seattle Sounders FC,170,69,€14M,€12K,79,79
638,196978,Callum Wilson,29,England,Newcastle United,180,66,€17.5M,€53K,79,79
639,196432,Enzo Pérez,35,Argentina,River Plate,178,77,€4.9M,€14K,79,79
640,193314,Aitor Fernández,30,Spain,Levante Unión Deportiva,182,78,€11.5M,€25K,79,79
641,193198,Nemanja Gudelj,29,Serbia,Sevilla FC,187,73,€15M,€30K,79,79
642,192789,Mario Gaspar Pérez Martínez,30,Spain,Villarreal CF,180,77,€15M,€34K,79,79
643,191202,Nemanja Matić,32,Serbia,Manchester United,194,83,€11.5M,€100K,79,79
644,190745,Marco Silvestri,30,Italy,Udinese Calcio,191,80,€11.5M,€16K,79,79
645,190584,Asier Illarramendi,31,Spain,Real Sociedad,179,74,€12.5M,€34K,79,79
646,189881,Chris Smalling,31,England,Roma,194,81,€12M,€51K,79,79
647,189805,Luuk de Jong,30,Netherlands,FC Barcelona,188,86,€17M,€34K,79,79
648,189690,Vicente Guaita Panadero,34,Spain,Crystal Palace,190,80,€3M,€45K,79,79
649,189615,Aaron Cresswell,31,England,West Ham United,175,66,€12.5M,€66K,79,79
650,189560,Vicente Iborra de la Fuente,33,Spain,Villarreal CF,190,80,€8.5M,€34K,79,79
651,189117,Roman Bürki,30,Switzerland,Borussia Dortmund,187,85,€11.5M,€43K,79,79
652,188041,Rafael de Souza Pereira,32,Brazil,Tigres U.A.N.L.,181,78,€11.5M,€49K,79,79
653,186682,Ángel Montoro Sánchez,33,Spain,Granada CF,181,72,€8.5M,€26K,79,79
654,184484,Gylfi Sigurðsson,31,Iceland,Everton,186,77,€14.5M,€83K,79,79
655,184392,Matteo Darmian,31,Italy,Inter,182,70,€12.5M,€85K,79,79
656,182212,Anthony Modeste,33,France,1. FC Köln,187,84,€11M,€37K,79,79
657,178224,Javier Hernández,33,Mexico,LA Galaxy,175,73,€11M,€13K,79,79
658,178213,Etienne Capoue,32,France,Villarreal CF,190,80,€14M,€37K,79,79
659,177604,Ignacio Monreal Eraso,35,Spain,Real Sociedad,179,77,€5.5M,€24K,79,79
660,176919,Nahuel Guzmán,35,Argentina,Tigres U.A.N.L.,193,94,€1.9M,€26K,79,79
661,176676,Marcelo Vieira da Silva,33,Brazil,Real Madrid CF,174,75,€9M,€125K,79,79
662,173221,Antonio Candreva,34,Italy,U.C. Sampdoria,180,70,€8M,€25K,79,79
663,169588,Jonny Evans,33,Northern Ireland,Leicester City,188,77,€8.5M,€88K,79,79
664,168435,Salvatore Sirigu,34,Italy,Genoa,192,85,€3M,€16K,79,79
665,163705,Steve Mandanda,36,France,Olympique de Marseille,185,82,€1.9M,€21K,79,79
666,146748,Diego López Rodríguez,39,Spain,RCD Espanyol de Barcelona,196,89,€1.9M,€11K,79,79
667,41,Andrés Iniesta Luján,37,Spain,Vissel Kobe,171,68,€5.5M,€10K,79,79
668,257179,Gonçalo Bernardo Inácio,19,Portugal,Sporting CP,185,78,€28.5M,€8K,78,87
669,255253,Vítor Machado Ferreira,21,Portugal,FC Porto,173,64,€31.5M,€12K,78,88
670,253149,Jeremie Frimpong,20,Netherlands,Bayer 04 Leverkusen,171,63,€26.5M,€33K,78,85
671,251566,Gabriel Teodoro Martinelli Silva,20,Brazil,Arsenal,178,75,€31M,€56K,78,88
672,251116,Tomáš Holeš,28,Czech Republic,SK Slavia Praha,180,73,€12.5M,€1K,78,78
673,248695,Wesley Fofana,20,France,Leicester City,190,76,€29M,€57K,78,86
674,247257,Roger Ibañez Da Silva,22,Brazil,Roma,185,73,€20.5M,€40K,78,84
675,247204,Emerson Leite De Souza,22,Brazil,Tottenham Hotspur,181,79,€19M,€63K,78,82
676,246844,Carlos Neva Tey,25,Spain,Granada CF,174,64,€19M,€23K,78,83
677,246242,Boulaye Dia,24,Senegal,Villarreal CF,180,75,€21.5M,€32K,78,83
678,246191,Julián Álvarez,21,Argentina,River Plate,173,68,€32M,€87K,78,86
679,246104,Ryan Gravenberch,19,Netherlands,Ajax,190,79,€33M,€11K,78,90
680,245388,Jean-Clair Todibo,21,France,OGC Nice,190,88,€20.5M,€23K,78,84
681,244892,Sofiane Diop,21,France,AS Monaco,175,65,€31.5M,€37K,78,86
682,244622,Javier Puado Díaz,23,Spain,RCD Espanyol de Barcelona,177,69,€22M,€19K,78,84
683,244316,Luís Manuel Arantes Maximiano,22,Portugal,Granada CF,190,82,€24.5M,€16K,78,85
684,243647,Altay Bayındır,23,Turkey,Fenerbahçe SK,198,73,€17M,€30K,78,83
685,243245,Orkun Kökçü,20,Turkey,Feyenoord,175,68,€27.5M,€10K,78,85
686,242577,Romain Faivre,22,France,Olympique Lyonnais,180,69,€22.5M,€52K,78,84
687,242201,Luis Milla Manzanares,26,Spain,Granada CF,175,67,€16.5M,€24K,78,81
688,242187,Christoph Baumgartner,21,Austria,TSG Hoffenheim,180,73,€22.5M,€27K,78,84
689,241727,Predrag Rajković,25,Serbia,Stade de Reims,191,85,€16.5M,€20K,78,83
690,241390,Eljif Elmas,21,North Macedonia,Napoli,184,74,€28.5M,€44K,78,85
691,240938,Junior Messias,30,Brazil,AC Milan,179,70,€13.5M,€6K,78,78
692,240740,Callum Hudson-Odoi,20,England,Chelsea,177,79,€31M,€77K,78,86
693,240699,Nicolás De la Cruz,24,Uruguay,River Plate,167,65,€19M,€17K,78,81
694,240690,Nicolás González,23,Argentina,Fiorentina,180,72,€22M,€50K,78,84
695,239482,Wenderson Nascimento Galeno,23,Brazil,FC Porto,179,62,€20M,€14K,78,82
696,239380,Noa Lang,22,Netherlands,Club Brugge KV,179,69,€28.5M,€27K,78,85
697,238744,Weston McKennie,22,United States,Juventus,183,84,€20.5M,€61K,78,82
698,238616,Pedro Lomba Neto,21,Portugal,Wolverhampton Wanderers,172,62,€28.5M,€62K,78,85
699,238463,Amadou Haidara,23,Mali,RB Leipzig,175,72,€21M,€58K,78,83
700,238216,Conor Gallagher,21,England,Crystal Palace,182,74,€28.5M,€69K,78,85
701,238033,Florin Niță,33,Romania,AC Sparta Praha,184,78,€4.6M,€1K,78,78
702,237184,Keidi Bare,23,Albania,RCD Espanyol de Barcelona,174,66,€19.5M,€17K,78,83
703,236679,Óscar Melendo Jiménez,23,Spain,RCD Espanyol de Barcelona,167,63,€20M,€19K,78,82
704,236583,Jiří Pavlenka,29,Czech Republic,SV Werder Bremen,196,81,€11M,€12K,78,79
705,236506,Marcos Senesi,24,Argentina,Feyenoord,183,78,€20M,€11K,78,84
706,235134,Pablo Rosario,24,Netherlands,OGC Nice,188,73,€18.5M,€27K,78,82
707,234835,Domingos Sousa Menezes Duarte,26,Portugal,Granada CF,190,78,€16.5M,€24K,78,81
708,234777,Zack Steffen,26,United States,Manchester City,191,86,€15M,€78K,78,82
709,234711,Josip Brekalo,23,Croatia,Torino F.C.,175,70,€22.5M,€56K,78,84
710,234612,Jonathan Ikoné,23,France,Fiorentina,175,73,€20M,€50K,78,82
711,234574,José Diogo Dalot Teixeira,22,Portugal,Manchester United,184,76,€21M,€78K,78,84
712,234426,Marcos Nascimento Teixeira,25,Brazil,Galatasaray SK,185,81,€18.5M,€49K,78,83
713,234128,Luiz Araújo,25,Brazil,Atlanta United,175,70,€15.5M,€10K,78,78
714,234035,Álvaro Odriozola Arzalluz,25,Spain,Fiorentina,176,66,€16M,€110K,78,80
715,232938,Takehiro Tomiyasu,22,Japan,Arsenal,188,84,€27M,€59K,78,85
716,232487,Wataru Endo,28,Japan,VfB Stuttgart,178,76,€12.5M,€29K,78,78
717,232440,Caio Henrique Oliveira Silva,23,Brazil,AS Monaco,179,70,€18.5M,€39K,78,82
718,231628,Rafael Mir Vicente,24,Spain,Sevilla FC,191,86,€21.5M,€27K,78,83
719,231521,Exequiel Palacios,22,Argentina,Bayer 04 Leverkusen,177,67,€21.5M,€43K,78,83
720,231410,Brahim Díaz,21,Spain,AC Milan,171,59,€31.5M,€90K,78,86
721,230977,Miguel Almirón,27,Paraguay,Newcastle United,174,70,€15M,€43K,78,78
722,230460,Jonathan Prazeres Conradi,21,Brazil,Flamengo,172,70,€16.5M,€33K,78,78
723,230442,Matheus Jadson Bardeira Cunha,21,Brazil,Fortaleza,187,85,€17M,€14K,78,78
724,230440,Fred Claudinei Tófoli Vilela,33,Brazil,Palmeiras,188,87,€9M,€43K,78,78
725,230426,Arturo Adolfo Inálcio Dutra,21,Brazil,Flamengo,170,60,€16.5M,€30K,78,78
726,230406,G. Pierre Paiva Souza,25,Brazil,Flamengo,173,72,€15.5M,€38K,78,78
727,230385,Alberto Marcelo Dutra Cirino,29,Brazil,São Paulo,175,72,€14M,€45K,78,78
728,230360,Everton Jorge Simão Resende,21,Brazil,RB Bragantino,176,75,€15M,€13K,78,78
729,230285,Vincente Filho Dourado Hermes,25,Brazil,Flamengo,190,88,€13.5M,€35K,78,78
730,230212,A. Benjamin Chiamuloira Paes,21,Brazil,Internacional,182,79,€14.5M,€20K,78,78
731,230206,Wellingt. Edson Sabrão Rolim,33,Brazil,Flamengo,169,66,€7.5M,€37K,78,78
732,230183,Gérson Adriano Gutierres Serra,21,Brazil,Internacional,186,73,€15M,€20K,78,78
733,229927,Gerson Santos da Silva,24,Brazil,Olympique de Marseille,184,76,€20M,€35K,78,82
734,228336,Florian Grillitsch,25,Austria,TSG Hoffenheim,187,77,€17M,€32K,78,81
735,228093,Marcus Thuram,23,France,Borussia Mönchengladbach,192,88,€22M,€27K,78,84
736,227890,Nuno Miguel Gomes dos Santos,26,Portugal,Sporting CP,177,72,€15.5M,€17K,78,78
737,227536,Moussa Marega,30,Mali,Al Hilal,183,83,€14M,€45K,78,78
738,227275,Agustín Rossi,25,Argentina,Boca Juniors,195,95,€16.5M,€14K,78,83
739,227222,Frédéric Guilbert,26,France,RC Strasbourg Alsace,178,78,€15M,€58K,78,79
740,226789,Angelo Fulgini,24,France,Angers SCO,183,71,€20M,€23K,78,82
741,226766,Daniel Castelo Podence,25,Portugal,Wolverhampton Wanderers,165,58,€17M,€79K,78,79
742,226710,Gianluca Scamacca,22,Italy,U.S. Sassuolo Calcio,195,85,€23M,€34K,78,84
743,226515,Andrei Girotto,29,Brazil,FC Nantes,186,79,€12M,€28K,78,78
744,225859,Moussa Niakhaté,25,France,1. FSV Mainz 05,190,85,€15.5M,€24K,78,80
745,225719,Kelechi Iheanacho,24,Nigeria,Leicester City,185,82,€18.5M,€83K,78,80
746,225711,Abdou Diallo,25,Senegal,Paris Saint-Germain,187,79,€16.5M,€62K,78,81
747,225659,Guido Rodríguez,26,Argentina,Real Betis Balompié,185,80,€15M,€24K,78,79
748,225263,Duje Ćaleta-Car,24,Croatia,Olympique de Marseille,192,89,€19M,€31K,78,83
749,225116,Alex Meret,24,Italy,Napoli,190,83,€15M,€36K,78,81
750,224196,Ramy Bensebaini,26,Algeria,Borussia Mönchengladbach,186,82,€15M,€28K,78,79
751,224069,Karl Toko Ekambi,28,Cameroon,Olympique Lyonnais,185,74,€14M,€62K,78,78
752,223874,Valentin Rongier,26,France,Olympique de Marseille,172,70,€16.5M,€40K,78,79
753,223724,Stefan Lainer,28,Austria,Borussia Mönchengladbach,175,73,€12.5M,€29K,78,78
754,223578,Jaime Mata Arnaiz,32,Spain,Getafe CF,185,79,€11.5M,€33K,78,78
755,223550,Jonas Omlin,27,Switzerland,Montpellier Hérault SC,189,80,€13M,€21K,78,80
756,223053,Ángel Mena,33,Ecuador,Club León,168,71,€9M,€28K,78,78
757,222493,Marvin Friedrich,25,Germany,Borussia Mönchengladbach,192,83,€15.5M,€27K,78,80
758,221697,Ollie Watkins,25,England,Aston Villa,180,70,€19M,€67K,78,81
759,220621,Saïd Benrahma,25,Algeria,West Ham United,172,67,€17M,€63K,78,79
760,220523,Yerry Mina,26,Colombia,Everton,195,94,€15.5M,€69K,78,80
761,220502,Mattia Zaccagni,26,Italy,Lazio,177,63,€16.5M,€61K,78,79
762,220182,Jason Denayer,26,Belgium,Olympique Lyonnais,184,80,€16.5M,€55K,78,81
763,219985,Matias Vecino,29,Uruguay,Inter,187,81,€13.5M,€88K,78,78
764,219522,Jeremías Conan Ledesma,28,Argentina,Cádiz CF,186,83,€12M,€25K,78,80
765,219145,Guillermo Maripán,27,Chile,AS Monaco,193,83,€15M,€46K,78,80
766,216258,Ihlas Bebou,27,Togo,TSG Hoffenheim,185,80,€15M,€40K,78,78
767,216194,Daniel García Carrillo,31,Spain,Athletic Club de Bilbao,180,81,€11.5M,€29K,78,78
768,215798,Maxwel Cornet,24,Côte d'Ivoire,Burnley,179,69,€19M,€34K,78,81
769,215716,Aleksandar Mitrović,26,Serbia,Fulham,189,90,€17M,€64K,78,79
770,214766,Carlos Izquierdoz,32,Argentina,Boca Juniors,185,85,€9M,€18K,78,78
771,214092,Alexey Miranchuk,25,Russia,Atalanta,182,74,€17.5M,€46K,78,80
772,213577,Antonio José Rodríguez Díaz,29,Spain,Granada CF,183,77,€14M,€27K,78,78
773,212419,Tyrone Mings,28,England,Aston Villa,196,77,€12M,€61K,78,78
774,212213,Ricardo Sousa Esgaio,28,Portugal,Sporting CP,173,65,€12.5M,€15K,78,78
775,212187,Philipp Max,27,Germany,PSV,177,77,€13.5M,€19K,78,78
776,211515,Pierluigi Gollini,26,Italy,Tottenham Hotspur,194,94,€14M,€36K,78,81
777,211117,Dele Alli,25,England,Everton,188,80,€18.5M,€72K,78,81
778,210665,Marcel Halstenberg,29,Germany,RB Leipzig,188,87,€12M,€64K,78,78
779,210513,Juan Fernando Quintero,28,Colombia,River Plate,168,67,€14M,€16K,78,78
780,210372,Rachid Ghezzal,29,Algeria,Beşiktaş JK,182,70,€14M,€51K,78,78
781,209440,Romário Ricardo da Silva,30,Brazil,Al Ittihad,174,69,€14M,€45K,78,78
782,208920,Nathan Aké,26,Netherlands,Manchester City,180,75,€16.5M,€95K,78,81
783,208364,Clinton Mukoni Mata Pedro Lourenço,28,Angola,Club Brugge KV,180,73,€12.5M,€27K,78,78
784,208334,Jonas Hector,31,Germany,1. FC Köln,185,75,€10M,€28K,78,78
785,208295,Romain Saïss,31,Morocco,Wolverhampton Wanderers,188,84,€9.5M,€69K,78,78
786,207877,Josef Martínez,28,Venezuela,Atlanta United,170,69,€14.5M,€12K,78,78
787,207791,Yussuf Poulsen,27,Denmark,RB Leipzig,192,84,€15M,€72K,78,78
788,207494,Jesse Lingard,28,England,Manchester United,175,60,€14M,€105K,78,78
789,206651,Roberto Torres Morales,32,Spain,CA Osasuna,178,72,€11M,€30K,78,78
790,206590,Moisés Gómez Bordonado,27,Spain,Villarreal CF,176,73,€15M,€33K,78,78
791,206534,Patrick Bamford,27,England,Leeds United,185,71,€15M,€82K,78,78
792,206467,Alassane Plea,28,France,Borussia Mönchengladbach,181,79,€14.5M,€35K,78,78
793,206413,Taras Stepanenko,31,Ukraine,Shakhtar Donetsk,181,76,€10M,€1K,78,78
794,205705,Zouhair Feddal,31,Morocco,Sporting CP,191,85,€9.5M,€14K,78,78
795,205192,Denis Suárez Fernández,27,Spain,RC Celta de Vigo,178,66,€15M,€26K,78,78
796,204399,Eran Zahavi,33,Israel,PSV,182,71,€9M,€22K,78,78
797,204082,John Brooks,28,United States,VfL Wolfsburg,193,78,€13.5M,€56K,78,79
798,204024,Christoph Kramer,30,Germany,Borussia Mönchengladbach,191,76,€12M,€28K,78,78
799,203895,Alejandro Pozuelo Melero,29,Spain,Inter Miami CF,170,74,€14M,€11K,78,78
800,203843,Damián Suárez,33,Uruguay,Getafe CF,173,68,€7.5M,€28K,78,78
801,203747,Héctor Bellerín Moruno,26,Spain,Real Betis Balompié,178,74,€15M,€69K,78,79
802,203605,Pavel Kadeřábek,29,Czech Republic,TSG Hoffenheim,182,81,€12.5M,€35K,78,78
803,203483,Davy Klaassen,28,Netherlands,Ajax,179,70,€14M,€19K,78,78
804,203299,André Carrillo,30,Peru,Al Hilal,182,78,€13.5M,€45K,78,78
805,202750,Willy Boly,30,Côte d'Ivoire,Wolverhampton Wanderers,195,97,€11.5M,€69K,78,78
806,202371,Thomas Meunier,29,Belgium,Borussia Dortmund,191,90,€12.5M,€51K,78,78
807,201400,Rafael Alcântara,28,Brazil,Real Sociedad,174,71,€14M,€74K,78,78
808,199813,Gernot Trauner,29,Austria,Feyenoord,183,82,€12M,€13K,78,78
809,199652,Dennis Praet,27,Belgium,Torino F.C.,181,78,€15M,€87K,78,78
810,199576,Oriol Romeu Vidal,29,Spain,Southampton,183,83,€12M,€53K,78,78
811,199354,Lucas Pérez Martínez,32,Spain,Cádiz CF,180,73,€11.5M,€35K,78,78
812,198946,Danilo D'Ambrosio,32,Italy,Inter,180,75,€9M,€77K,78,78
813,198784,Alex Oxlade-Chamberlain,27,England,Liverpool,175,70,€15M,€95K,78,78
814,198658,Fredrik Midtsjø,27,Norway,AZ Alkmaar,175,68,€15M,€13K,78,78
815,198329,Rodrigo Moreno Machado,30,Spain,Leeds United,182,77,€13.5M,€76K,78,78
816,195479,James Tavernier,29,England,Rangers FC,182,75,€12.5M,€53K,78,78
817,195093,Willian José da Silva,29,Brazil,Real Betis Balompié,189,91,€14M,€38K,78,78
818,194806,Craig Dawson,31,England,West Ham United,188,77,€9.5M,€60K,78,78
819,194333,Rafał Gikiewicz,33,Poland,FC Augsburg,190,81,€4.6M,€21K,78,78
820,194222,Víctor Laguardia Cisneros,31,Spain,Deportivo Alavés,185,80,€9.5M,€25K,78,78
821,194209,Youssef El Arabi,34,Morocco,Olympiacos CFP,182,84,€7M,€2K,78,78
822,193469,Víctor Ruiz Torre,32,Spain,Real Betis Balompié,185,78,€9M,€24K,78,78
823,193061,Roberto Pereyra,30,Argentina,Udinese Calcio,182,77,€13.5M,€20K,78,78
824,192906,Luis Miguel Rodríguez,36,Argentina,Club Atlético Colón,167,67,€4.8M,€14K,78,78
825,192679,Sergio Escudero Palomo,31,Spain,Granada CF,176,72,€10M,€24K,78,78
826,192678,Enrique García Martínez,31,Spain,CA Osasuna,186,79,€12M,€33K,78,78
827,190972,Eduardo Salvio,30,Argentina,Boca Juniors,173,71,€13.5M,€21K,78,78
828,190813,Stephan El Shaarawy,28,Italy,Roma,178,73,€14M,€58K,78,78
829,190243,Marwin Hitz,33,Switzerland,Borussia Dortmund,194,89,€4.6M,€39K,78,78
830,189682,Ben Mee,31,England,Burnley,180,82,€9.5M,€36K,78,78
831,189505,Pedro Rodríguez Ledesma,33,Spain,Lazio,169,65,€9M,€61K,78,78
832,189125,Giacomo Bonaventura,31,Italy,Fiorentina,181,75,€11.5M,€52K,78,78
833,189053,Francesco Caputo,33,Italy,U.C. Sampdoria,181,74,€9M,€38K,78,78
834,188988,Manuel Lanzini,28,Argentina,West Ham United,167,59,€14M,€68K,78,78
835,188042,Matías Suárez,33,Argentina,River Plate,183,75,€9M,€21K,78,78
836,187052,Yann M'Vila,31,France,Olympiacos CFP,182,80,€10M,€2K,78,78
837,180216,Séamus Coleman,32,Republic of Ireland,Everton,177,77,€9.5M,€69K,78,78
838,178518,Radja Nainggolan,33,Belgium,Royal Antwerp FC,176,65,€8.5M,€25K,78,78
839,176635,Mesut Özil,32,Germany,Fenerbahçe SK,180,70,€11M,€50K,78,78
840,176550,David Ospina,32,Colombia,Napoli,183,80,€7M,€44K,78,78
841,174543,Claudio Bravo,38,Chile,Real Betis Balompié,184,80,€1.6M,€13K,78,78
842,173608,José Luis Sanmartín Mato,31,Spain,Deportivo Alavés,192,80,€12M,€29K,78,78
843,173373,Sergio Romero,34,Argentina,Venezia FC,192,86,€2.4M,€18K,78,78
844,171897,Andrés Guardado,34,Mexico,Real Betis Balompié,169,67,€4.8M,€24K,78,78
845,170368,Erik Lamela,29,Argentina,Sevilla FC,184,80,€14M,€32K,78,78
846,167397,Radamel Falcao García Zarate,35,Colombia,Rayo Vallecano,177,72,€6M,€19K,78,78
847,158625,Dante Bonfim Costa Santos,37,Brazil,OGC Nice,189,91,€2.5M,€23K,78,78
848,156616,Franck Ribéry,38,France,US Salernitana 1919,170,72,€4.8M,€37K,78,78
849,156433,Alfredo Talavera,38,Mexico,Club Universidad Nacional,186,85,€1.6M,€8K,78,78
850,154472,Jorge Molina Vidal,39,Spain,Granada CF,188,72,€4.8M,€20K,78,78
851,146439,Álvaro Negredo Sánchez,35,Spain,Cádiz CF,186,86,€6M,€27K,78,78
852,139068,Luís Carlos Almeida da Cunha,34,Portugal,Venezia FC,177,70,€6.5M,€24K,78,78
853,138412,James Milner,35,England,Liverpool,175,70,€5.5M,€69K,78,78
854,124375,Burak Yılmaz,35,Turkey,LOSC Lille,188,77,€6M,€31K,78,78
855,24630,José Manuel Reina Páez,38,Spain,Lazio,188,92,€1.6M,€27K,78,78
856,264240,Pablo Martín Páez Gavira,16,Spain,FC Barcelona,173,68,€24M,€14K,77,89
857,262621,Giorgi Mamardashvili,20,Georgia,Valencia CF,199,88,€13M,€16K,77,83
858,257536,Jan Kuchta,24,Czech Republic,,184,68,€0,€0,77,80
859,256612,F. Evanilson de Lima Barbosa,21,Brazil,FC Porto,183,80,€24M,€12K,77,86
860,254796,Noni Madueke,19,England,PSV,182,70,€23M,€11K,77,88
861,253727,Lukáš Provod,24,Czech Republic,SK Slavia Praha,189,84,€16M,€1K,77,82
862,253109,Joey Veerman,22,Netherlands,PSV,185,75,€17M,€17K,77,83
863,252308,Ali Musrati,25,Libya,SC Braga,189,83,€13.5M,€14K,77,81
864,251804,Sergiño Dest,20,United States,FC Barcelona,175,62,€20M,€71K,77,84
865,251470,Charles De Ketelaere,20,Belgium,Club Brugge KV,192,79,€23.5M,€22K,77,87
866,247103,Dávid Hancko,23,Slovakia,AC Sparta Praha,188,80,€22M,€950,77,85
867,247090,Enzo Fernández,20,Argentina,River Plate,180,77,€23M,€14K,77,86
868,247030,Petr Ševčík,27,Czech Republic,SK Slavia Praha,172,66,€11M,€1K,77,77
869,246785,Bryan Gil Salvatierra,20,Spain,Valencia CF,175,65,€23M,€56K,77,87
870,246618,Adam Hložek,18,Czech Republic,AC Sparta Praha,188,86,€22M,€500,77,87
871,246186,Arthur Mendonça Cabral,23,Brazil,Fiorentina,186,89,€17M,€47K,77,83
872,246172,Samuel Chukwueze,22,Nigeria,Villarreal CF,172,70,€21.5M,€27K,77,84
873,245630,Youssouf Fofana,22,France,AS Monaco,176,69,€16M,€41K,77,82
874,245541,Giovanni Reyna,18,United States,Borussia Dortmund,185,79,€22M,€18K,77,87
875,245336,Max Kilman,24,England,Wolverhampton Wanderers,194,89,€15M,€56K,77,83
876,245235,Alexander Bah,23,Denmark,SK Slavia Praha,183,76,€14M,€900,77,81
877,244915,Mohammed Salisu,22,Ghana,Southampton,191,85,€22M,€41K,77,85
878,244621,Carlos Vinícius Alves Morais,26,Brazil,PSV,190,83,€12.5M,€16K,77,78
879,244374,Mykola Shaparenko,22,Ukraine,Dynamo Kyiv,178,72,€23.5M,€1K,77,85
880,244253,Uroš Račić,23,Serbia,Valencia CF,193,81,€16M,€29K,77,82
881,244193,Jovane Eduardo Borges Cabral,23,Cape Verde Islands,Lazio,174,81,€16.5M,€14K,77,83
882,244067,Maxence Lacroix,21,France,VfL Wolfsburg,190,88,€22M,€36K,77,85
883,243854,Mohamed Simakan,21,France,RB Leipzig,187,82,€22M,€41K,77,85
