,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,PK_Performance,PKatt_Performance
427,Fabián Ruiz Peña,es  ESP,MF,Betis,20,1996,1.7,0,1,0,0.0,0.60,0.00,0.00,,,0,0
428,Víctor Ruiz,es  ESP,DF,Villarreal,27,1989,26.3,1,6,3,50.0,0.23,0.11,0.17,0.33,,0,0
429,Antonio Rukavina,rs  SRB,DF,Villarreal,32,1984,3.0,0,1,0,0.0,0.33,0.00,0.00,,,0,0
430,Gerónimo Rulli,ar  ARG,GK,Real Sociedad,24,1992,38.0,0,0,0,,0.00,0.00,,,,0,0
431,Mathew Ryan,au  AUS,GK,Valencia,24,1992,2.0,0,0,0,,0.00,0.00,,,,0,0
432,Enric Saborit,es  ESP,"DF,MF",Athletic Club,24,1992,5.2,0,5,1,20.0,0.96,0.19,0.00,0.00,,0,0
433,Sergi Samper,es  ESP,MF,Granada,21,1995,14.2,0,7,3,42.9,0.49,0.21,0.00,0.00,,0,0
434,Mikel San José,es  ESP,MF,Athletic Club,27,1989,30.0,4,27,10,37.0,0.90,0.33,0.15,0.40,,0,0
435,Antonio Sanabria,py  PAR,FW,Betis,20,1996,16.6,4,36,11,30.6,2.17,0.66,0.11,0.36,,0,0
436,Rubén Sánchez,es  ESP,MF,Sporting Gijón,21,1994,0.5,0,2,0,0.0,4.29,0.00,0.00,,,0,0
437,Víctor Sánchez,es  ESP,"DF,MF",Espanyol,28,1987,25.3,1,10,1,10.0,0.39,0.04,0.10,1.00,,0,0
438,Oier Sanjurjo,es  ESP,"DF,MF",Osasuna,30,1986,35.0,0,8,2,25.0,0.23,0.06,0.00,0.00,,0,0
439,Nicola Sansone,it  ITA,FW,Villarreal,24,1991,23.4,8,47,21,44.7,2.01,0.90,0.15,0.33,,1,1
440,Aderlan Santos,br  BRA,DF,Valencia,27,1989,11.1,0,2,2,100.0,0.18,0.18,0.00,0.00,,0,0
441,Christian Santos,ve  VEN,FW,Alavés,28,1988,9.4,3,21,10,47.6,2.23,1.06,0.05,0.10,,2,2
442,Michael Santos,uy  URU,"FW,MF",Málaga,23,1993,8.2,3,20,9,45.0,2.44,1.10,0.10,0.22,,1,2
443,Pablo Sarabia,es  ESP,MF,Sevilla,24,1992,23.8,8,43,22,51.2,1.81,0.93,0.16,0.32,,1,1
444,Lluís Sastre,es  ESP,MF,Leganés,30,1986,1.0,0,0,0,,0.00,0.00,,,,0,0
445,Matthieu Saunier,fr  FRA,DF,Granada,26,1990,14.5,0,0,0,,0.00,0.00,,,,0,0
446,Stefan Savić,me  MNE,DF,Atlético Madrid,25,1991,30.3,1,3,1,33.3,0.10,0.03,0.33,1.00,,0,0
447,Josep Señé,es  ESP,"MF,FW",Celta Vigo,24,1991,7.3,0,15,4,26.7,2.05,0.55,0.00,0.00,,0,0
448,Salva Sevilla,es  ESP,MF,Espanyol,32,1984,3.0,0,1,0,0.0,0.34,0.00,0.00,,,0,0
449,Sidnei,br  BRA,DF,La Coruña,26,1989,27.6,1,13,1,7.7,0.47,0.04,0.08,1.00,,0,0
450,Gabriel Silva,br  BRA,DF,Granada,25,1991,10.8,0,1,0,0.0,0.09,0.00,0.00,,,0,0
451,Gastón Silva,uy  URU,DF,Granada,22,1994,19.4,0,6,1,16.7,0.31,0.05,0.00,0.00,,0,0
452,David Simón,es  ESP,DF,Las Palmas,27,1988,14.7,0,11,4,36.4,0.75,0.27,0.00,0.00,,0,0
453,Dimitris Siovas,gr  GRE,DF,Leganés,27,1988,15.4,1,9,4,44.4,0.58,0.26,0.11,0.25,,0,0
454,Guilherme Siqueira,br  BRA,"DF,MF",Valencia,30,1986,6.0,0,0,0,,0.00,0.00,,,,0,0
455,Pione Sisto,dk  DEN,"MF,FW",Celta Vigo,21,1995,18.4,3,29,13,44.8,1.57,0.71,0.10,0.23,,0,0
456,Sito,es  ESP,MF,Valencia,19,1996,0.0,0,0,0,,0.00,0.00,,,,0,0
457,Rubén Sobrino,es  ESP,MF,Alavés,24,1992,6.3,2,12,6,50.0,1.92,0.96,0.17,0.33,,0,0
458,Roberto Soldado,es  ESP,FW,Villarreal,31,1985,8.1,4,17,8,47.1,2.10,0.99,0.18,0.38,,1,1
459,Carlos Soler,es  ESP,MF,Valencia,19,1997,19.2,3,28,13,46.4,1.46,0.68,0.11,0.23,,0,0
460,David Soria,es  ESP,GK,Sevilla,23,1993,1.0,0,0,0,,0.00,0.00,,,,0,0
461,Bruno Soriano,es  ESP,MF,Villarreal,32,1984,33.2,5,18,10,55.6,0.54,0.30,0.11,0.20,,3,4
462,Roberto Soriano,it  ITA,MF,Villarreal,25,1991,27.1,9,41,24,58.5,1.51,0.89,0.20,0.33,,1,1
463,Jhon Steven,co  COL,DF,Osasuna,21,1994,4.8,2,4,2,50.0,0.84,0.42,0.50,1.00,,0,0
464,Denis Suárez,es  ESP,MF,Barcelona,22,1994,13.3,1,14,7,50.0,1.05,0.53,0.07,0.14,,0,0
465,Leonardo Suárez,ar  ARG,"FW,MF",Villarreal,20,1996,0.2,0,1,0,0.0,4.29,0.00,0.00,,,0,0
466,Luis Suárez,uy  URU,FW,Barcelona,29,1987,31.7,28,120,64,53.3,3.79,2.02,0.23,0.44,,0,0
467,Mario Suárez,es  ESP,MF,Valencia,29,1987,16.6,3,11,4,36.4,0.66,0.24,0.27,0.75,,0,0
468,Markel Susaeta,es  ESP,MF,Athletic Club,28,1987,12.9,1,16,4,25.0,1.24,0.31,0.06,0.25,,0,0
469,Franck Tabanou,fr  FRA,DF,Granada,27,1989,4.0,0,2,1,50.0,0.50,0.25,0.00,0.00,,0,0
470,Tana,es  ESP,"MF,FW",Las Palmas,25,1990,24.6,4,25,11,44.0,1.02,0.45,0.16,0.36,,0,0
471,Álvaro Tejero,es  ESP,DF,Real Madrid,20,1996,0.0,0,0,0,,0.00,0.00,,,,0,0
472,Marc-André ter Stegen,de  GER,GK,Barcelona,24,1992,36.0,0,0,0,,0.00,0.00,,,,0,0
473,Fausto Tienza,es  ESP,MF,Osasuna,26,1990,13.5,0,8,5,62.5,0.59,0.37,0.00,0.00,,0,0
474,David Timor,es  ESP,MF,Leganés,26,1989,20.8,2,18,5,27.8,0.87,0.24,0.11,0.40,,0,0
475,Gaizka Toquero,es  ESP,"MF,FW",Alavés,31,1984,13.6,1,10,5,50.0,0.74,0.37,0.10,0.20,,0,0
476,Jon Toral,es  ESP,MF,Granada,21,1995,2.9,0,0,0,,0.00,0.00,,,,0,0
477,Daniel Torres,co  COL,MF,Alavés,26,1989,16.0,0,7,2,28.6,0.44,0.12,0.00,0.00,,0,0
478,Fernando Torres,es  ESP,FW,Atlético Madrid,32,1984,15.9,8,45,22,48.9,2.84,1.39,0.16,0.32,,1,2
479,Miguel Torres,es  ESP,DF,Málaga,30,1986,17.4,0,4,2,50.0,0.23,0.12,0.00,0.00,,0,0
480,Roberto Torres,es  ESP,MF,Osasuna,27,1989,25.7,7,64,23,35.9,2.49,0.90,0.06,0.17,,3,5
481,Xavi Torres,es  ESP,MF,Sporting Gijón,29,1986,9.7,0,7,3,42.9,0.72,0.31,0.00,0.00,,0,0
482,Alin Toșca,ro  ROU,DF,Betis,24,1992,16.7,0,3,0,0.0,0.18,0.00,0.00,,,0,0
483,Lacina Traoré,ci  CIV,FW,Sporting Gijón,26,1990,5.2,2,20,9,45.0,3.88,1.75,0.10,0.22,,0,1
484,Manu Trigueros,es  ESP,MF,Villarreal,24,1991,33.6,5,46,21,45.7,1.37,0.63,0.11,0.24,,0,0
485,Arda Turan,tr  TUR,"FW,MF",Barcelona,29,1987,13.8,3,14,5,35.7,1.01,0.36,0.21,0.60,,0,0
486,Tyronne,es  ESP,"FW,MF",Las Palmas,25,1991,0.5,0,0,0,,0.00,0.00,,,,0,0
487,Przemysław Tytoń,pl  POL,GK,La Coruña,29,1987,12.5,0,0,0,,0.00,0.00,,,,0,0
488,Samuel Umtiti,fr  FRA,DF,Barcelona,22,1993,23.7,1,6,2,33.3,0.25,0.08,0.17,0.50,,0,0
489,Borja Valle,es  ESP,MF,La Coruña,24,1992,2.3,0,5,1,20.0,2.13,0.43,0.00,0.00,,0,0
490,Raphaël Varane,fr  FRA,DF,Real Madrid,23,1993,21.4,1,12,2,16.7,0.56,0.09,0.08,0.50,,0,0
491,Javi Varas,es  ESP,GK,Las Palmas,33,1982,25.0,0,0,0,,0.00,0.00,,,,0,0
492,Álvaro Vázquez,es  ESP,"MF,FW",Espanyol,25,1991,3.8,0,5,1,20.0,1.33,0.27,0.00,0.00,,0,0
493,Franco Vázquez,ar  ARG,MF,Sevilla,27,1989,23.0,7,54,22,40.7,2.35,0.96,0.13,0.32,,0,0
494,Lucas Vázquez,es  ESP,"FW,MF",Real Madrid,25,1991,15.7,2,30,13,43.3,1.91,0.83,0.07,0.15,,0,0
495,Carlos Vela,mx  MEX,"FW,MF",Real Sociedad,27,1989,28.2,9,64,29,45.3,2.27,1.03,0.09,0.21,,3,4
496,Aleix Vidal,es  ESP,DF,Barcelona,26,1989,5.3,2,9,4,44.4,1.70,0.75,0.22,0.50,,0,0
497,Jonathan Viera,es  ESP,MF,Las Palmas,26,1989,28.6,7,66,29,43.9,2.31,1.02,0.05,0.10,,4,4
498,Luciano Vietto,ar  ARG,FW,Sevilla,22,1993,14.5,6,31,14,45.2,2.13,0.96,0.19,0.43,,0,0
499,Carlos Vigaray,es  ESP,DF,Alavés,21,1994,10.6,0,2,0,0.0,0.19,0.00,0.00,,,0,0
500,Asier Villalibre,es  ESP,FW,Athletic Club,18,1997,0.9,0,1,0,0.0,1.08,0.00,0.00,,,0,0
501,Mikel Villanueva,ve  VEN,DF,Málaga,23,1993,14.0,0,4,3,75.0,0.29,0.21,0.00,0.00,,0,0
502,Iván Villar,es  ESP,GK,Celta Vigo,19,1997,1.0,0,0,0,,0.00,0.00,,,,0,0
503,Vitolo,es  ESP,"MF,FW",Sevilla,26,1989,25.9,6,31,13,41.9,1.20,0.50,0.19,0.46,,0,0
504,Šime Vrsaljko,hr  CRO,DF,Atlético Madrid,24,1992,10.6,0,3,0,0.0,0.28,0.00,0.00,,,0,0
505,Nikola Vujadinović,me  MNE,DF,Osasuna,30,1986,8.7,0,5,4,80.0,0.57,0.46,0.00,0.00,,0,0
506,Wakaso,gh  GHA,"MF,FW",Granada,26,1990,9.6,1,17,5,29.4,1.77,0.52,0.06,0.20,,0,0
507,Daniel Wass,dk  DEN,MF,Celta Vigo,27,1989,26.3,3,41,15,36.6,1.56,0.57,0.07,0.20,,0,0
508,Iñaki Williams,es  ESP,"MF,FW",Athletic Club,22,1994,30.4,5,67,31,46.3,2.21,1.02,0.07,0.16,,0,0
509,Yoel,es  ESP,GK,Eibar,27,1988,23.6,0,0,0,,0.00,0.00,,,,0,0
510,Joseba Zaldúa,es  ESP,DF,Real Sociedad,24,1992,12.2,0,7,2,28.6,0.57,0.16,0.00,0.00,,0,0
511,Simone Zaza,it  ITA,FW,Valencia,25,1991,15.3,6,60,15,25.0,3.92,0.98,0.10,0.40,,0,0
512,Roman Zozulya,ua  UKR,FW,Betis,26,1989,1.8,0,3,1,33.3,1.70,0.57,0.00,0.00,,0,0
513,Igor Zubeldia,es  ESP,MF,Real Sociedad,19,1997,2.8,0,2,0,0.0,0.71,0.00,0.00,,,0,0
514,David Zurutuza,es  ESP,MF,Real Sociedad,30,1986,27.6,3,25,13,52.0,0.90,0.47,0.12,0.23,,0,0
