,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes
359,Adrián Ortolá,es  ESP,GK,Alavés,22,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
360,Antonio Otegui,es  ESP,MF,Osasuna,18,1998,3,0,50,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
361,Mikel Oyarzabal,es  ESP,"FW,MF",Real Sociedad,19,1997,38,30,2722,30.2,2,7,2,0,0,0,0,0.07,0.23,0.30,0.07,0.30
362,Fernando Pacheco,es  ESP,GK,Alavés,24,1992,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
363,Asdrúbal Padrón,es  ESP,"FW,MF",Las Palmas,25,1991,3,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
364,Aleksandar Pantić,rs  SRB,DF,Alavés,24,1992,2,1,155,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
365,Nicolás Pareja,ar  ARG,DF,Sevilla,32,1984,27,27,2155,23.9,1,1,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08
366,Daniel Parejo,es  ESP,MF,Valencia,27,1989,36,36,3188,35.4,5,7,2,3,5,12,0,0.14,0.20,0.34,0.06,0.25
367,Thomas Partey,gh  GHA,"MF,DF",Atlético Madrid,23,1993,16,6,643,7.1,1,2,1,0,1,5,0,0.14,0.28,0.42,0.14,0.42
368,Alexandre Pato,br  BRA,FW,Villarreal,26,1989,14,11,870,9.7,2,1,2,0,1,0,0,0.21,0.10,0.31,0.21,0.31
369,Rubén Peña,es  ESP,"MF,FW",Eibar,25,1991,28,9,1074,11.9,1,1,1,0,0,3,0,0.08,0.08,0.17,0.08,0.17
370,Adalberto Peñaranda,ve  VEN,FW,Málaga,19,1997,3,1,174,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
371,Pepe,pt  POR,DF,Real Madrid,33,1983,13,13,1077,12.0,2,1,2,0,0,1,0,0.17,0.08,0.25,0.17,0.25
372,Luis Perea,es  ESP,MF,Osasuna,18,1997,1,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
373,Andreas Pereira,br  BRA,MF,Granada,20,1996,35,34,2810,31.2,5,3,5,0,0,10,1,0.16,0.10,0.26,0.16,0.26
374,Enzo Pérez,ar  ARG,MF,Valencia,30,1986,27,26,2187,24.3,0,1,0,0,0,14,1,0.00,0.04,0.04,0.00,0.04
375,Hernán Pérez,py  PAR,MF,Espanyol,27,1989,32,20,1781,19.8,3,1,3,0,0,8,0,0.15,0.05,0.20,0.15,0.20
376,Lucas Pérez,es  ESP,FW,La Coruña,27,1988,1,1,90,1.0,1,0,0,1,1,0,0,1.00,0.00,1.00,0.00,0.00
377,Nauzet Pérez,es  ESP,GK,Osasuna,31,1985,13,13,1170,13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
378,Rubén Pérez,es  ESP,MF,Leganés,27,1989,30,26,2335,25.9,0,1,0,0,0,11,0,0.00,0.04,0.04,0.00,0.04
379,Petros,br  BRA,MF,Betis,27,1989,32,24,2139,23.8,1,2,1,0,0,9,2,0.04,0.08,0.13,0.04,0.13
380,Germán Pezzella,ar  ARG,DF,Betis,25,1991,36,36,3099,34.4,1,0,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03
381,Pablo Piatti,ar  ARG,MF,Espanyol,27,1989,30,30,2322,25.8,10,9,9,1,1,8,0,0.39,0.35,0.74,0.35,0.70
382,Cristiano Piccini,it  ITA,DF,Betis,23,1992,23,21,1739,19.3,2,2,2,0,0,6,3,0.10,0.10,0.21,0.10,0.21
383,Óscar Pinchi,es  ESP,MF,La Coruña,20,1996,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
384,Gerard Piqué,es  ESP,DF,Barcelona,29,1987,25,25,2191,24.3,2,0,2,0,0,6,0,0.08,0.00,0.08,0.08,0.08
385,Carles Planas,es  ESP,DF,Celta Vigo,25,1991,12,11,946,10.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
386,Ezequiel Ponce,ar  ARG,FW,Granada,19,1997,25,10,1146,12.7,2,0,2,0,1,5,2,0.16,0.00,0.16,0.16,0.16
387,Xabi Prieto,es  ESP,MF,Real Sociedad,32,1983,38,32,2815,31.3,8,6,7,1,1,2,0,0.26,0.19,0.45,0.22,0.42
388,Nemanja Radoja,rs  SRB,MF,Celta Vigo,23,1993,31,27,2419,26.9,1,1,1,0,0,3,0,0.04,0.04,0.07,0.04,0.07
389,Juan Rafael Fuentes,es  ESP,DF,Osasuna,26,1990,17,16,1278,14.2,0,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07
390,Rafinha,br  BRA,MF,Barcelona,23,1993,18,14,1072,11.9,6,2,6,0,0,1,0,0.50,0.17,0.67,0.50,0.67
391,Ivan Rakitić,hr  CRO,MF,Barcelona,28,1988,32,26,2343,26.0,8,5,8,0,0,5,0,0.31,0.19,0.50,0.31,0.50
392,Adil Rami,fr  FRA,DF,Sevilla,30,1985,21,21,1783,19.8,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00
393,Benito Ramírez,es  ESP,"DF,MF",Las Palmas,21,1995,2,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
394,Sandro Ramírez,es  ESP,FW,Málaga,21,1995,30,28,2300,25.6,14,3,14,0,1,4,0,0.55,0.12,0.67,0.55,0.67
395,Iván Ramis,es  ESP,DF,Eibar,31,1984,22,20,1716,19.1,3,0,3,0,0,5,0,0.16,0.00,0.16,0.16,0.16
396,Adrián Ramos,co  COL,FW,Granada,30,1986,14,13,1126,12.5,4,1,4,0,0,4,0,0.32,0.08,0.40,0.32,0.40
397,Omar Ramos,es  ESP,MF,Leganés,28,1988,15,11,967,10.7,0,2,0,0,0,4,0,0.00,0.19,0.19,0.00,0.19
398,Sergio Ramos,es  ESP,DF,Real Madrid,30,1986,28,28,2488,27.6,7,1,7,0,0,8,1,0.25,0.04,0.29,0.25,0.29
399,Recio,es  ESP,MF,Málaga,25,1991,18,16,1349,15.0,3,2,2,1,1,9,0,0.20,0.13,0.33,0.13,0.27
400,Diego Reyes,mx  MEX,DF,Espanyol,23,1992,34,32,2893,32.1,1,0,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03
401,Federico Ricca,uy  URU,DF,Málaga,21,1994,21,19,1619,18.0,0,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06
402,Diego Rico,es  ESP,DF,Leganés,23,1993,25,25,2215,24.6,1,0,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04
403,Fran Rico,es  ESP,MF,Eibar,28,1987,17,13,1228,13.6,2,1,2,0,0,5,0,0.15,0.07,0.22,0.15,0.22
404,Mikel Rico,es  ESP,MF,Athletic Club,31,1984,18,4,494,5.5,1,0,1,0,0,4,0,0.18,0.00,0.18,0.18,0.18
405,Sergio Rico,es  ESP,GK,Sevilla,22,1993,35,35,3150,35.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
406,Oriol Riera,es  ESP,FW,Osasuna,30,1986,22,18,1455,16.2,4,1,4,0,0,3,0,0.25,0.06,0.31,0.25,0.31
407,Asier Riesgo,es  ESP,GK,Eibar,32,1983,16,16,1250,13.9,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00
408,Cristian Rivera,es  ESP,MF,Eibar,19,1997,17,6,731,8.1,0,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12
409,Emmanuel Rivière,fr  FRA,"FW,MF",Osasuna,26,1990,15,8,800,8.9,0,1,0,0,0,3,1,0.00,0.11,0.11,0.00,0.11
410,Roberto,es  ESP,GK,Espanyol,30,1986,4,3,310,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
411,Sergi Roberto,es  ESP,DF,Barcelona,24,1992,32,26,2385,26.5,0,6,0,0,0,5,0,0.00,0.23,0.23,0.00,0.23
412,Marc Roca,es  ESP,MF,Espanyol,19,1996,25,14,1329,14.8,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07
413,Rodri,es  ESP,MF,Villarreal,20,1996,23,8,862,9.6,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10
414,Rodrigo,es  ESP,"FW,MF",Valencia,25,1991,19,17,1382,15.4,5,3,5,0,0,1,0,0.33,0.20,0.52,0.33,0.52
415,Kévin Rodrigues,pt  POR,DF,Real Sociedad,22,1994,2,1,105,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
416,James Rodríguez,co  COL,"MF,FW",Real Madrid,25,1991,22,13,1179,13.1,8,6,8,0,0,1,0,0.61,0.46,1.07,0.61,1.07
417,José Rodríguez,es  ESP,MF,Málaga,21,1994,6,6,447,5.0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00
418,Juan Rodríguez,es  ESP,DF,Sporting Gijón,21,1995,4,2,234,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
419,Víctor Rodríguez,es  ESP,MF,Sporting Gijón,27,1989,25,15,1403,15.6,2,1,2,0,0,1,0,0.13,0.06,0.19,0.13,0.19
420,Davy Roef,be  BEL,GK,La Coruña,22,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
421,Jaime Romero,es  ESP,"MF,FW",Osasuna,26,1990,19,8,911,10.1,0,4,0,0,0,1,0,0.00,0.40,0.40,0.00,0.40
422,Óscar Romero,py  PAR,MF,Alavés,24,1992,13,4,540,6.0,0,1,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17
423,Cristiano Ronaldo,pt  POR,FW,Real Madrid,31,1985,29,29,2537,28.2,25,6,19,6,7,4,0,0.89,0.21,1.10,0.67,0.89
424,Facundo Roncaglia,ar  ARG,DF,Celta Vigo,29,1987,32,30,2719,30.2,2,1,2,0,0,8,2,0.07,0.03,0.10,0.07,0.10
425,Roberto Rosales,ve  VEN,DF,Málaga,27,1988,32,32,2860,31.8,1,3,1,0,0,5,2,0.03,0.09,0.13,0.03,0.13
426,Giuseppe Rossi,it  ITA,FW,Celta Vigo,29,1987,18,9,798,8.9,4,1,4,0,0,1,0,0.45,0.11,0.56,0.45,0.56
427,Fabián Ruiz Peña,es  ESP,MF,Betis,20,1996,4,3,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
428,Víctor Ruiz,es  ESP,DF,Villarreal,27,1989,28,27,2368,26.3,1,1,1,0,0,4,2,0.04,0.04,0.08,0.04,0.08
429,Antonio Rukavina,rs  SRB,DF,Villarreal,32,1984,4,3,273,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
430,Gerónimo Rulli,ar  ARG,GK,Real Sociedad,24,1992,38,38,3420,38.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
431,Mathew Ryan,au  AUS,GK,Valencia,24,1992,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
432,Enric Saborit,es  ESP,"DF,MF",Athletic Club,24,1992,9,5,468,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
433,Sergi Samper,es  ESP,MF,Granada,21,1995,22,13,1279,14.2,0,1,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07
434,Mikel San José,es  ESP,MF,Athletic Club,27,1989,35,30,2700,30.0,4,1,4,0,0,9,0,0.13,0.03,0.17,0.13,0.17
435,Antonio Sanabria,py  PAR,FW,Betis,20,1996,22,16,1491,16.6,4,2,4,0,0,2,0,0.24,0.12,0.36,0.24,0.36
436,Rubén Sánchez,es  ESP,MF,Sporting Gijón,21,1994,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
437,Víctor Sánchez,es  ESP,"DF,MF",Espanyol,28,1987,26,25,2281,25.3,1,1,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08
438,Oier Sanjurjo,es  ESP,"DF,MF",Osasuna,30,1986,36,36,3151,35.0,0,2,0,0,0,11,1,0.00,0.06,0.06,0.00,0.06
439,Nicola Sansone,it  ITA,FW,Villarreal,24,1991,32,25,2104,23.4,8,3,7,1,1,7,0,0.34,0.13,0.47,0.30,0.43
440,Aderlan Santos,br  BRA,DF,Valencia,27,1989,12,11,999,11.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
441,Christian Santos,ve  VEN,FW,Alavés,28,1988,21,8,847,9.4,3,1,1,2,2,2,0,0.32,0.11,0.43,0.11,0.21
442,Michael Santos,uy  URU,"FW,MF",Málaga,23,1993,14,8,739,8.2,3,1,2,1,2,3,0,0.37,0.12,0.49,0.24,0.37
443,Pablo Sarabia,es  ESP,MF,Sevilla,24,1992,34,22,2140,23.8,8,8,7,1,1,10,0,0.34,0.34,0.67,0.29,0.63
444,Lluís Sastre,es  ESP,MF,Leganés,30,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
445,Matthieu Saunier,fr  FRA,DF,Granada,26,1990,16,16,1303,14.5,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07
446,Stefan Savić,me  MNE,DF,Atlético Madrid,25,1991,32,30,2731,30.3,1,0,1,0,0,6,2,0.03,0.00,0.03,0.03,0.03
447,Josep Señé,es  ESP,"MF,FW",Celta Vigo,24,1991,13,8,659,7.3,0,2,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27
448,Salva Sevilla,es  ESP,MF,Espanyol,32,1984,6,3,266,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
449,Sidnei,br  BRA,DF,La Coruña,26,1989,29,29,2486,27.6,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04
450,Gabriel Silva,br  BRA,DF,Granada,25,1991,12,11,975,10.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
451,Gastón Silva,uy  URU,DF,Granada,22,1994,22,19,1748,19.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
452,David Simón,es  ESP,DF,Las Palmas,27,1988,16,14,1324,14.7,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07
453,Dimitris Siovas,gr  GRE,DF,Leganés,27,1988,16,16,1390,15.4,1,1,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13
454,Guilherme Siqueira,br  BRA,"DF,MF",Valencia,30,1986,10,7,542,6.0,0,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17
455,Pione Sisto,dk  DEN,"MF,FW",Celta Vigo,21,1995,30,19,1659,18.4,3,3,3,0,0,1,0,0.16,0.16,0.33,0.16,0.33
456,Sito,es  ESP,MF,Valencia,19,1996,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
457,Rubén Sobrino,es  ESP,MF,Alavés,24,1992,11,5,563,6.3,2,1,2,0,0,1,0,0.32,0.16,0.48,0.32,0.48
458,Roberto Soldado,es  ESP,FW,Villarreal,31,1985,10,10,729,8.1,4,3,3,1,1,6,0,0.49,0.37,0.86,0.37,0.74
459,Carlos Soler,es  ESP,MF,Valencia,19,1997,23,19,1725,19.2,3,1,3,0,0,3,1,0.16,0.05,0.21,0.16,0.21
460,David Soria,es  ESP,GK,Sevilla,23,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
461,Bruno Soriano,es  ESP,MF,Villarreal,32,1984,34,33,2984,33.2,5,2,2,3,4,5,0,0.15,0.06,0.21,0.06,0.12
462,Roberto Soriano,it  ITA,MF,Villarreal,25,1991,33,31,2436,27.1,9,5,8,1,1,8,1,0.33,0.18,0.52,0.30,0.48
463,Jhon Steven,co  COL,DF,Osasuna,21,1994,5,4,428,4.8,2,0,2,0,0,0,0,0.42,0.00,0.42,0.42,0.42
464,Denis Suárez,es  ESP,MF,Barcelona,22,1994,26,12,1197,13.3,1,3,1,0,0,1,0,0.08,0.23,0.30,0.08,0.30
465,Leonardo Suárez,ar  ARG,"FW,MF",Villarreal,20,1996,3,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
466,Luis Suárez,uy  URU,FW,Barcelona,29,1987,35,34,2853,31.7,28,13,28,0,0,8,0,0.88,0.41,1.29,0.88,1.29
467,Mario Suárez,es  ESP,MF,Valencia,29,1987,21,17,1494,16.6,3,0,3,0,0,3,0,0.18,0.00,0.18,0.18,0.18
468,Markel Susaeta,es  ESP,MF,Athletic Club,28,1987,26,11,1157,12.9,1,2,1,0,0,4,0,0.08,0.16,0.23,0.08,0.23
469,Franck Tabanou,fr  FRA,DF,Granada,27,1989,6,6,363,4.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
470,Tana,es  ESP,"MF,FW",Las Palmas,25,1990,32,25,2210,24.6,4,4,4,0,0,4,0,0.16,0.16,0.33,0.16,0.33
471,Álvaro Tejero,es  ESP,DF,Real Madrid,20,1996,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
472,Marc-André ter Stegen,de  GER,GK,Barcelona,24,1992,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
473,Fausto Tienza,es  ESP,MF,Osasuna,26,1990,19,16,1219,13.5,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00
474,David Timor,es  ESP,MF,Leganés,26,1989,24,22,1868,20.8,2,1,2,0,0,7,0,0.10,0.05,0.14,0.10,0.14
475,Gaizka Toquero,es  ESP,"MF,FW",Alavés,31,1984,23,15,1221,13.6,1,2,1,0,0,4,0,0.07,0.15,0.22,0.07,0.22
476,Jon Toral,es  ESP,MF,Granada,21,1995,5,4,263,2.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
477,Daniel Torres,co  COL,MF,Alavés,26,1989,21,17,1441,16.0,0,1,0,0,0,7,0,0.00,0.06,0.06,0.00,0.06
478,Fernando Torres,es  ESP,FW,Atlético Madrid,32,1984,31,13,1428,15.9,8,5,7,1,2,2,0,0.50,0.32,0.82,0.44,0.76
479,Miguel Torres,es  ESP,DF,Málaga,30,1986,22,18,1565,17.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
480,Roberto Torres,es  ESP,MF,Osasuna,27,1989,32,26,2309,25.7,7,4,4,3,5,7,0,0.27,0.16,0.43,0.16,0.31
481,Xavi Torres,es  ESP,MF,Sporting Gijón,29,1986,17,8,870,9.7,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
482,Alin Toșca,ro  ROU,DF,Betis,24,1992,17,17,1500,16.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
483,Lacina Traoré,ci  CIV,FW,Sporting Gijón,26,1990,8,5,464,5.2,2,0,2,0,1,2,0,0.39,0.00,0.39,0.39,0.39
484,Manu Trigueros,es  ESP,MF,Villarreal,24,1991,37,35,3022,33.6,5,1,5,0,0,4,0,0.15,0.03,0.18,0.15,0.18
485,Arda Turan,tr  TUR,"FW,MF",Barcelona,29,1987,18,14,1243,13.8,3,3,3,0,0,1,0,0.22,0.22,0.43,0.22,0.43
486,Tyronne,es  ESP,"FW,MF",Las Palmas,25,1991,3,0,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
487,Przemysław Tytoń,pl  POL,GK,La Coruña,29,1987,13,12,1125,12.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
488,Samuel Umtiti,fr  FRA,DF,Barcelona,22,1993,25,24,2131,23.7,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04
489,Borja Valle,es  ESP,MF,La Coruña,24,1992,7,1,211,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
490,Raphaël Varane,fr  FRA,DF,Real Madrid,23,1993,23,23,1922,21.4,1,1,1,0,0,1,0,0.05,0.05,0.09,0.05,0.09
491,Javi Varas,es  ESP,GK,Las Palmas,33,1982,25,25,2250,25.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
492,Álvaro Vázquez,es  ESP,"MF,FW",Espanyol,25,1991,10,2,339,3.8,0,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27
493,Franco Vázquez,ar  ARG,MF,Sevilla,27,1989,30,26,2068,23.0,7,3,7,0,0,8,0,0.30,0.13,0.44,0.30,0.44
494,Lucas Vázquez,es  ESP,"FW,MF",Real Madrid,25,1991,33,12,1413,15.7,2,6,2,0,0,4,0,0.13,0.38,0.51,0.13,0.51
495,Carlos Vela,mx  MEX,"FW,MF",Real Sociedad,27,1989,35,31,2540,28.2,9,3,6,3,4,6,0,0.32,0.11,0.43,0.21,0.32
496,Aleix Vidal,es  ESP,DF,Barcelona,26,1989,6,5,477,5.3,2,1,2,0,0,0,0,0.38,0.19,0.57,0.38,0.57
497,Jonathan Viera,es  ESP,MF,Las Palmas,26,1989,31,30,2570,28.6,7,7,3,4,4,4,0,0.25,0.25,0.49,0.11,0.35
498,Luciano Vietto,ar  ARG,FW,Sevilla,22,1993,21,14,1309,14.5,6,3,6,0,0,3,0,0.41,0.21,0.62,0.41,0.62
499,Carlos Vigaray,es  ESP,DF,Alavés,21,1994,19,10,954,10.6,0,2,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19
500,Asier Villalibre,es  ESP,FW,Athletic Club,18,1997,6,0,83,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
501,Mikel Villanueva,ve  VEN,DF,Málaga,23,1993,15,14,1263,14.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
502,Iván Villar,es  ESP,GK,Celta Vigo,19,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
503,Vitolo,es  ESP,"MF,FW",Sevilla,26,1989,30,25,2332,25.9,6,5,6,0,0,6,2,0.23,0.19,0.42,0.23,0.42
504,Šime Vrsaljko,hr  CRO,DF,Atlético Madrid,24,1992,15,11,958,10.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
505,Nikola Vujadinović,me  MNE,DF,Osasuna,30,1986,10,10,786,8.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
506,Wakaso,gh  GHA,"MF,FW",Granada,26,1990,11,10,863,9.6,1,1,1,0,0,7,2,0.10,0.10,0.21,0.10,0.21
507,Daniel Wass,dk  DEN,MF,Celta Vigo,27,1989,32,29,2367,26.3,3,4,3,0,0,3,0,0.11,0.15,0.27,0.11,0.27
508,Iñaki Williams,es  ESP,"MF,FW",Athletic Club,22,1994,38,31,2733,30.4,5,6,5,0,0,4,0,0.16,0.20,0.36,0.16,0.36
509,Yoel,es  ESP,GK,Eibar,27,1988,25,22,2124,23.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
510,Joseba Zaldúa,es  ESP,DF,Real Sociedad,24,1992,14,12,1101,12.2,0,1,0,0,0,2,2,0.00,0.08,0.08,0.00,0.08
511,Simone Zaza,it  ITA,FW,Valencia,25,1991,20,15,1379,15.3,6,1,6,0,0,7,0,0.39,0.07,0.46,0.39,0.46
512,Roman Zozulya,ua  UKR,FW,Betis,26,1989,6,1,159,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
513,Igor Zubeldia,es  ESP,MF,Real Sociedad,19,1997,4,3,254,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
514,David Zurutuza,es  ESP,MF,Real Sociedad,30,1986,31,29,2487,27.6,3,1,3,0,0,8,2,0.11,0.04,0.14,0.11,0.14
