,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success
366,Iker Muniain,es  ESP,MF,Athletic Club,23,1992,35,2397,68,70.1,26.6,28,,14,7,,3,1.63,39,26,+13,+0.49,+0.75
367,Álex Muñoz,es  ESP,DF,Sevilla,22,1994,0,,,,,0,,0,0,,1,,,,,,
368,Luis Muñoz,es  ESP,DF,Málaga,19,1997,5,387,77,11.3,4.3,4,,4,1,,6,1.40,7,6,+1,+0.23,+0.44
369,Rafael Muñoz,es  ESP,DF,Atlético Madrid,22,1994,0,,,,,0,,0,0,,2,,,,,,
370,Mateo Musacchio,ar  ARG,DF,Villarreal,25,1990,23,2065,90,60.4,22.9,23,,22,0,,2,1.70,29,21,+8,+0.35,-0.65
371,Charly Musonda Jr.,be  BEL,MF,Betis,19,1996,8,259,32,7.6,2.9,1,,1,7,,1,1.38,4,5,-1,-0.35,+0.28
372,Shkodran Mustafi,de  GER,DF,Valencia,24,1992,1,45,45,1.3,0.5,0,,0,1,,0,0.00,0,1,-1,-2.00,-1.79
373,Alfred N'Diaye,sn  SEN,MF,Villarreal,26,1990,7,121,17,3.5,1.3,1,,1,6,,6,1.86,2,1,+1,+0.74,+0.14
374,Nacho,es  ESP,DF,Real Madrid,26,1990,28,2306,82,67.4,25.6,24,,23,4,,8,2.39,75,29,+46,+1.80,+0.26
375,Matías Nahuel,es  ESP,"FW,MF",Betis,19,1996,10,164,16,4.8,1.8,0,,0,10,,6,0.40,0,3,-3,-1.65,-1.09
376,Nani,pt  POR,"MF,FW",Valencia,29,1986,25,1860,74,54.4,20.7,22,,14,3,,0,1.16,30,30,0,0.00,+0.52
377,Nano,es  ESP,FW,Eibar,21,1995,6,163,27,4.8,1.8,1,,0,5,,8,0.67,2,3,-1,-0.55,-0.72
378,Naranjo,es  ESP,"FW,MF",Celta Vigo,22,1994,0,,,,,0,,0,0,,4,,,,,,
379,Samir Nasri,fr  FRA,"MF,FW",Sevilla,29,1987,23,1838,80,53.7,20.4,22,,16,1,,0,2.00,32,22,+10,+0.49,-0.08
380,Fernando Navarro,es  ESP,DF,La Coruña,34,1982,25,2052,82,60.0,22.8,22,,21,3,,7,1.16,28,38,-10,-0.44,+0.09
381,Marc Navarro,es  ESP,DF,Espanyol,21,1995,12,786,66,23.0,8.7,10,,7,2,,3,1.92,17,7,+10,+1.15,+1.52
382,Rafa Navarro,es  ESP,DF,Betis,22,1994,18,1280,71,37.4,14.2,14,,11,4,,7,1.28,19,26,-7,-0.49,+0.18
383,Keylor Navas,cr  CRC,GK,Real Madrid,29,1986,27,2430,90,71.1,27.0,27,,27,0,,2,2.37,73,31,+42,+1.56,-0.54
384,Raúl Navas,es  ESP,DF,Real Sociedad,28,1988,32,2800,88,81.9,31.1,31,,30,1,,2,1.84,50,41,+9,+0.29,+0.72
385,Dani Ndi,cm  CMR,MF,Sporting Gijón,20,1995,6,154,26,4.5,1.7,1,,0,5,,1,0.67,0,5,-5,-2.92,-2.23
386,Neymar,br  BRA,FW,Barcelona,24,1992,30,2650,88,77.5,29.4,30,,27,0,,1,2.30,87,26,+61,+2.07,-0.03
387,Saúl Ñíguez,es  ESP,MF,Atlético Madrid,21,1994,33,2538,77,74.2,28.2,29,,23,4,,2,2.06,48,20,+28,+0.99,-0.54
388,Nili,es  ESP,DF,Barcelona,22,1994,0,,,,,0,,0,0,,2,,,,,,
389,Roberto Núñez Mañas,es  ESP,FW,Atlético Madrid,20,1996,0,,,,,0,,0,0,,1,,,,,,
390,Steven Nzonzi,fr  FRA,MF,Sevilla,27,1988,35,3063,88,89.6,34.0,34,,32,1,,1,1.94,63,44,+19,+0.56,+0.31
391,Jan Oblak,si  SVN,GK,Atlético Madrid,23,1993,30,2649,88,77.5,29.4,30,,29,0,,0,1.93,55,21,+34,+1.16,+0.10
392,Guillermo Ochoa,mx  MEX,GK,Granada,31,1985,38,3420,90,100.0,38.0,38,,38,0,,0,0.53,30,82,-52,-1.37,
393,Álvaro Odriozola,es  ESP,DF,Real Sociedad,20,1995,15,1282,85,37.5,14.2,15,,13,0,,4,1.53,22,20,+2,+0.14,-0.03
394,Miguel Olavide,es  ESP,"MF,DF",Osasuna,20,1996,14,500,36,14.6,5.6,4,,1,10,,5,0.71,9,11,-2,-0.36,+1.24
395,Oier Olazábal,es  ESP,GK,Granada,26,1989,0,,,,,0,,0,0,,19,,,,,,
396,Weligton Oliveira,br  BRA,DF,Málaga,36,1979,1,90,90,2.6,1.0,1,,1,0,,1,0.00,0,2,-2,-2.00,-1.89
397,Javier Ontiveros,es  ESP,MF,Málaga,18,1997,18,832,46,24.3,9.2,7,,2,11,,5,1.44,16,9,+7,+0.76,+1.21
398,Adrián Ortolá,es  ESP,GK,Alavés,22,1993,2,180,90,5.3,2.0,2,,2,0,,36,2.00,4,1,+3,+1.50,+1.64
399,Antonio Otegui,es  ESP,MF,Osasuna,18,1998,3,50,17,1.5,0.6,0,,0,3,,3,1.33,0,1,-1,-1.80,-0.38
400,Mikel Oyarzabal,es  ESP,"FW,MF",Real Sociedad,19,1997,38,2722,72,79.6,30.2,30,,14,8,,0,1.68,47,42,+5,+0.17,+0.04
401,Fernando Pacheco,es  ESP,GK,Alavés,24,1992,36,3240,90,94.7,36.0,36,,36,0,,2,1.42,37,42,-5,-0.14,-1.64
402,Asdrúbal Padrón,es  ESP,"FW,MF",Las Palmas,25,1991,3,37,12,1.1,0.4,0,,0,3,,3,1.00,1,0,+1,+2.43,+3.02
403,Aleksandar Pantić,rs  SRB,DF,Alavés,24,1992,2,155,78,4.5,1.7,1,,1,1,,3,1.50,3,2,+1,+0.58,+0.66
404,Nicolás Pareja,ar  ARG,DF,Sevilla,32,1984,27,2155,80,63.0,23.9,27,,19,0,,1,2.04,49,33,+16,+0.67,+0.38
405,Daniel Parejo,es  ESP,MF,Valencia,27,1989,36,3188,89,93.2,35.4,36,,33,0,,0,1.28,52,56,-4,-0.11,+1.83
406,Thomas Partey,gh  GHA,"MF,DF",Atlético Madrid,23,1993,16,643,40,18.8,7.1,6,,4,10,,9,2.31,18,3,+15,+2.10,+1.19
407,Alexandre Pato,br  BRA,FW,Villarreal,26,1989,14,870,62,25.4,9.7,11,,2,3,,2,1.50,13,7,+6,+0.62,+0.02
408,Rubén Peña,es  ESP,"MF,FW",Eibar,25,1991,28,1074,38,31.4,11.9,9,,3,19,,6,1.57,15,17,-2,-0.17,-0.44
409,Adalberto Peñaranda,ve  VEN,FW,Málaga,19,1997,3,174,58,5.1,1.9,1,,0,2,,2,1.00,2,4,-2,-1.03,-0.92
410,Pepe,pt  POR,DF,Real Madrid,33,1983,13,1077,83,31.5,12.0,13,,11,0,,5,2.69,35,12,+23,+1.92,+0.31
411,Luis Perea,es  ESP,MF,Osasuna,18,1997,1,21,21,0.6,0.2,0,,0,1,,1,3.00,1,0,+1,+4.29,+5.74
412,Andreas Pereira,br  BRA,MF,Granada,20,1996,35,2810,80,82.2,31.2,34,,22,1,,0,0.54,27,70,-43,-1.38,-0.05
413,Enzo Pérez,ar  ARG,MF,Valencia,30,1986,27,2187,81,63.9,24.3,26,,19,1,,2,1.37,40,39,+1,+0.04,+0.77
414,Hernán Pérez,py  PAR,MF,Espanyol,27,1989,32,1781,56,52.1,19.8,20,,5,12,,1,1.44,28,26,+2,+0.10,+0.27
415,Juan Pérez,es  ESP,GK,Osasuna,20,1996,0,,,,,0,,0,0,,3,,,,,,
416,Lucas Pérez,es  ESP,FW,La Coruña,27,1988,1,90,90,2.6,1.0,1,,1,0,,0,3.00,2,1,+1,+1.00,+1.51
417,Nauzet Pérez,es  ESP,GK,Osasuna,31,1985,13,1170,90,34.2,13.0,13,,13,0,,9,0.46,11,29,-18,-1.38,+0.06
418,Rubén Pérez,es  ESP,MF,Leganés,27,1989,30,2335,78,68.3,25.9,26,,23,4,,4,1.03,28,34,-6,-0.23,+0.85
419,Petros,br  BRA,MF,Betis,27,1989,32,2139,67,62.5,23.8,24,,14,8,,4,1.03,27,46,-19,-0.80,-0.52
420,Germán Pezzella,ar  ARG,DF,Betis,25,1991,36,3099,86,90.6,34.4,36,,33,0,,0,1.00,37,59,-22,-0.64,-0.36
421,Pablo Piatti,ar  ARG,MF,Espanyol,27,1989,30,2322,77,67.9,25.8,30,,12,0,,0,1.60,40,34,+6,+0.23,+0.81
422,Cristiano Piccini,it  ITA,DF,Betis,23,1992,23,1739,76,50.8,19.3,21,,15,2,,2,1.04,17,26,-9,-0.47,+0.28
423,Pinchi,es  ESP,FW,La Coruña,20,1996,0,,,,,0,,0,0,,2,,,,,,
424,Óscar Pinchi,es  ESP,MF,La Coruña,20,1996,1,2,2,0.1,0.0,0,,,1,,0,,,,,,
425,Gerard Piqué,es  ESP,DF,Barcelona,29,1987,25,2191,88,64.1,24.3,25,,23,0,,3,2.28,73,24,+49,+2.01,-0.18
426,Carles Planas,es  ESP,DF,Celta Vigo,25,1991,12,946,79,27.7,10.5,11,,9,1,,4,1.08,10,13,-3,-0.29,+0.19
427,Ezequiel Ponce,ar  ARG,FW,Granada,19,1997,25,1146,46,33.5,12.7,10,,7,15,,4,0.36,10,28,-18,-1.41,-0.07
428,Darío Poveda,es  ESP,FW,Villarreal,19,1997,0,,,,,0,,0,0,,1,,,,,,
429,Alejandro Pozo Pozo,es  ESP,"DF,MF",Sevilla,17,1999,0,,,,,0,,0,0,,1,,,,,,
430,Andrés Prieto,es  ESP,GK,Espanyol,22,1993,0,,,,,0,,0,0,,7,,,,,,
431,Xabi Prieto,es  ESP,MF,Real Sociedad,32,1983,38,2815,74,82.3,31.3,32,,23,6,,0,1.68,53,41,+12,+0.38,+1.28
432,Dani Raba,es  ESP,"FW,MF",Villarreal,20,1995,0,,,,,0,,0,0,,1,,,,,,
433,Nemanja Radoja,rs  SRB,MF,Celta Vigo,23,1993,31,2419,78,70.7,26.9,27,,21,4,,0,1.42,45,45,0,0.00,+1.44
434,Juan Rafael Fuentes,es  ESP,DF,Osasuna,26,1990,17,1278,75,37.4,14.2,16,,11,1,,10,0.65,18,39,-21,-1.48,-0.09
435,Rafinha,br  BRA,MF,Barcelona,23,1993,18,1072,60,31.3,11.9,14,,6,4,,3,2.72,42,10,+32,+2.69,+0.89
436,Ivan Rakitić,hr  CRO,MF,Barcelona,28,1988,32,2343,73,68.5,26.0,26,,16,6,,4,2.50,85,24,+61,+2.34,+0.84
437,Adil Rami,fr  FRA,DF,Sevilla,30,1985,21,1783,85,52.1,19.8,21,,19,0,,4,1.86,34,20,+14,+0.71,+0.38
438,Benito Ramírez,es  ESP,"DF,MF",Las Palmas,21,1995,2,18,9,0.5,0.2,0,,0,2,,1,1.00,0,0,0,0.00,+0.56
439,Sandro Ramírez,es  ESP,FW,Málaga,21,1995,30,2300,77,67.3,25.6,28,,17,2,,0,1.33,38,34,+4,+0.16,+0.96
440,Toño Ramírez,es  ESP,GK,Real Sociedad,29,1986,0,,,,,0,,0,0,,33,,,,,,
441,Iván Ramis,es  ESP,DF,Eibar,31,1984,22,1716,78,50.2,19.1,20,,14,2,,3,1.68,36,21,+15,+0.79,+1.31
442,Adrián Ramos,co  COL,FW,Granada,30,1986,14,1126,80,32.9,12.5,13,,9,1,,0,0.64,11,26,-15,-1.20,+0.25
443,Omar Ramos,es  ESP,MF,Leganés,28,1988,15,967,64,28.3,10.7,11,,4,4,,1,0.67,9,17,-8,-0.74,-0.34
444,Sergio Ramos,es  ESP,DF,Real Madrid,30,1986,28,2488,89,72.7,27.6,28,,26,0,,1,2.32,70,34,+36,+1.30,-1.50
445,Iu Ranera,es  ESP,MF,Leganés,21,1995,0,,,,,0,,0,0,,2,,,,,,
446,Recio,es  ESP,MF,Málaga,25,1991,18,1349,75,39.4,15.0,16,,10,2,,2,1.22,20,20,0,0.00,+0.26
447,Álex Remiro,es  ESP,GK,Athletic Club,21,1995,0,,,,,0,,0,0,,6,,,,,,
448,Diego Reyes,mx  MEX,DF,Espanyol,23,1992,34,2893,85,84.6,32.1,32,,32,2,,2,1.59,40,36,+4,+0.12,+0.98
449,Federico Ricca,uy  URU,DF,Málaga,21,1994,21,1619,77,47.3,18.0,19,,14,2,,2,1.57,24,27,-3,-0.17,-0.02
450,Diego Rico,es  ESP,DF,Leganés,23,1993,25,2215,89,64.8,24.6,25,,22,0,,4,1.16,29,37,-8,-0.33,+0.50
451,Mikel Rico,es  ESP,MF,Athletic Club,31,1984,18,494,27,14.4,5.5,4,,3,14,,11,1.72,3,6,-3,-0.55,-0.95
452,Sergio Rico,es  ESP,GK,Sevilla,22,1993,35,3150,90,92.1,35.0,35,,35,0,,3,1.94,62,45,+17,+0.49,-0.51
453,Oriol Riera,es  ESP,FW,Osasuna,30,1986,22,1455,66,42.5,16.2,18,,7,4,,8,0.45,18,39,-21,-1.30,+0.21
454,Asier Riesgo,es  ESP,GK,Eibar,32,1983,16,1250,78,36.5,13.9,16,,13,0,,11,1.50,21,19,+2,+0.14,+0.02
455,Cristian Rivera,es  ESP,MF,Eibar,19,1997,17,731,43,21.4,8.1,6,,5,11,,7,1.41,10,11,-1,-0.12,-0.32
456,Emmanuel Rivière,fr  FRA,"FW,MF",Osasuna,26,1990,15,800,53,23.4,8.9,8,,4,7,,8,0.33,6,25,-19,-2.14,-0.94
457,Roberto,es  ESP,GK,Espanyol,30,1986,4,310,78,9.1,3.4,3,,3,1,,28,0.50,8,12,-4,-1.16,-1.25
458,Sergi Roberto,es  ESP,DF,Barcelona,24,1992,32,2385,75,69.7,26.5,26,,21,6,,2,2.34,66,27,+39,+1.47,-2.01
459,Marc Roca,es  ESP,MF,Espanyol,19,1996,25,1329,53,38.9,14.8,14,,6,11,,9,1.80,17,19,-2,-0.14,-0.18
460,Jean Carlos Silva Rocha,br  BRA,FW,Granada,20,1996,0,,,,,0,,0,0,,1,,,,,,
461,Rodri,es  ESP,MF,Villarreal,20,1996,23,862,37,25.2,9.6,8,,7,15,,11,2.04,15,12,+3,+0.31,-0.39
462,Rodrigo,es  ESP,"FW,MF",Valencia,25,1991,19,1382,73,40.4,15.4,17,,6,2,,0,1.00,25,29,-4,-0.26,-0.04
463,Kévin Rodrigues,pt  POR,DF,Real Sociedad,22,1994,2,105,53,3.1,1.2,1,,1,1,,7,1.50,0,3,-3,-2.57,-2.82
464,James Rodríguez,co  COL,"MF,FW",Real Madrid,25,1991,22,1179,54,34.5,13.1,13,,5,9,,9,2.55,42,16,+26,+1.98,+0.42
465,José Rodríguez,es  ESP,MF,Málaga,21,1994,6,447,75,13.1,5.0,6,,1,0,,6,0.83,5,7,-2,-0.40,-0.28
466,Juan Rodríguez,es  ESP,DF,Sporting Gijón,21,1995,4,234,59,6.8,2.6,2,,2,2,,6,0.50,2,7,-5,-1.92,-1.22
467,Víctor Rodríguez,es  ESP,MF,Sporting Gijón,27,1989,25,1403,56,41.0,15.6,15,,6,10,,8,0.56,14,31,-17,-1.09,-0.51
468,Davy Roef,be  BEL,GK,La Coruña,22,1994,1,90,90,2.6,1.0,1,,1,0,,0,3.00,3,0,+3,+3.00,+3.57
469,Jaime Romero,es  ESP,"MF,FW",Osasuna,26,1990,19,911,48,26.6,10.1,8,,5,11,,8,0.37,11,26,-15,-1.48,-0.08
470,Óscar Romero,py  PAR,MF,Alavés,24,1992,13,540,42,15.8,6.0,4,,2,9,,5,1.38,11,13,-2,-0.33,-0.33
471,Cristiano Ronaldo,pt  POR,FW,Real Madrid,31,1985,29,2537,87,74.2,28.2,29,,24,0,,0,2.28,74,29,+45,+1.60,-0.44
472,Facundo Roncaglia,ar  ARG,DF,Celta Vigo,29,1987,32,2719,85,79.5,30.2,30,,28,2,,2,1.09,41,52,-11,-0.36,+0.28
473,Roberto Rosales,ve  VEN,DF,Málaga,27,1988,32,2860,89,83.6,31.8,32,,31,0,,0,1.13,37,47,-10,-0.31,-0.96
474,Giuseppe Rossi,it  ITA,FW,Celta Vigo,29,1987,18,798,44,23.3,8.9,9,,3,9,,10,1.50,14,10,+4,+0.45,+1.14
475,Fabián Ruiz Peña,es  ESP,MF,Betis,20,1996,4,150,38,4.4,1.7,3,,0,1,,2,1.25,2,3,-1,-0.60,+0.01
476,Víctor Ruiz,es  ESP,DF,Villarreal,27,1989,28,2368,85,69.2,26.3,27,,25,1,,1,1.71,38,20,+18,+0.68,+0.26
477,Antonio Rukavina,rs  SRB,DF,Villarreal,32,1984,4,273,68,8.0,3.0,3,,3,1,,22,2.00,6,2,+4,+1.32,+0.78
478,Gerónimo Rulli,ar  ARG,GK,Real Sociedad,24,1992,38,3420,90,100.0,38.0,38,,38,0,,0,1.68,59,53,+6,+0.16,
479,Mathew Ryan,au  AUS,GK,Valencia,24,1992,2,180,90,5.3,2.0,2,,2,0,,3,0.00,2,5,-3,-1.50,-1.33
480,Enric Saborit,es  ESP,"DF,MF",Athletic Club,24,1992,9,468,52,13.7,5.2,5,,3,4,,14,2.00,8,7,+1,+0.19,-0.08
481,Cristian Salvador,es  ESP,MF,Sporting Gijón,21,1994,0,,,,,0,,0,0,,1,,,,,,
482,Mikel San José,es  ESP,MF,Athletic Club,27,1989,35,2700,77,78.9,30.0,30,,25,5,,0,1.77,47,38,+9,+0.30,+0.18
483,Antonio Sanabria,py  PAR,FW,Betis,20,1996,22,1491,68,43.6,16.6,16,,10,6,,1,1.00,18,26,-8,-0.48,+0.22
484,Rubén Sánchez,es  ESP,MF,Sporting Gijón,21,1994,2,42,21,1.2,0.5,0,,0,2,,0,0.00,0,0,0,0.00,+0.80
485,Víctor Sánchez,es  ESP,"DF,MF",Espanyol,28,1987,26,2281,88,66.7,25.3,25,,24,1,,0,1.42,28,30,-2,-0.08,-0.16
486,Oier Sanjurjo,es  ESP,"DF,MF",Osasuna,30,1986,36,3151,88,92.1,35.0,36,,34,0,,0,0.61,39,84,-45,-1.29,+1.73
487,Nicola Sansone,it  ITA,FW,Villarreal,24,1991,32,2104,66,61.5,23.4,25,,6,7,,1,1.84,30,17,+13,+0.56,-0.13
488,Aderlan Santos,br  BRA,DF,Valencia,27,1989,12,999,83,29.2,11.1,11,,9,1,,17,1.33,15,18,-3,-0.27,-0.05
489,Christian Santos,ve  VEN,FW,Alavés,28,1988,21,847,40,24.8,9.4,8,,5,13,,11,1.19,9,17,-8,-0.85,-1.06
490,Michael Santos,uy  URU,"FW,MF",Málaga,23,1993,14,739,53,21.6,8.2,8,,3,6,,15,1.29,11,16,-5,-0.61,-0.58
491,Pablo Sarabia,es  ESP,MF,Sevilla,24,1992,34,2140,63,62.6,23.8,22,,17,12,,2,1.91,46,31,+15,+0.63,+0.28
492,Imanol Sarriegi,es  ESP,MF,Eibar,21,1995,0,,,,,0,,0,0,,2,,,,,,
493,Lluís Sastre,es  ESP,MF,Leganés,30,1986,1,90,90,2.6,1.0,1,,1,0,,9,0.00,1,5,-4,-4.00,-3.59
494,Matthieu Saunier,fr  FRA,DF,Granada,26,1990,16,1303,81,38.1,14.5,16,,12,0,,0,0.63,9,27,-18,-1.24,+0.20
495,Stefan Savić,me  MNE,DF,Atlético Madrid,25,1991,32,2731,85,79.9,30.3,30,,29,2,,4,2.06,58,23,+35,+1.15,+0.11
496,Nicolás Schiappacasse,uy  URU,FW,Atlético Madrid,17,1999,0,,,,,0,,0,0,,1,,,,,,
497,Josep Señé,es  ESP,"MF,FW",Celta Vigo,24,1991,13,659,51,19.3,7.3,8,,1,5,,12,0.85,4,12,-8,-1.09,-0.83
498,Salva Sevilla,es  ESP,MF,Espanyol,32,1984,6,266,44,7.8,3.0,3,,0,3,,7,1.17,1,3,-2,-0.68,-0.71
499,Sidnei,br  BRA,DF,La Coruña,26,1989,29,2486,86,72.7,27.6,29,,26,0,,1,0.93,33,48,-15,-0.54,-0.25
500,Caio Henrique Oliveira Silva,br  BRA,"DF,MF",Atlético Madrid,19,1997,0,,,,,0,,0,0,,2,,,,,,
501,Gabriel Silva,br  BRA,DF,Granada,25,1991,12,975,81,28.5,10.8,11,,10,1,,1,0.58,6,22,-16,-1.48,-0.15
502,Gastón Silva,uy  URU,DF,Granada,22,1994,22,1748,79,51.1,19.4,19,,17,3,,9,0.55,18,44,-26,-1.34,+0.06
503,Rui Silva,pt  POR,GK,Granada,22,1994,0,,,,,0,,0,0,,19,,,,,,
504,David Simón,es  ESP,DF,Las Palmas,27,1988,16,1324,83,38.7,14.7,14,,13,2,,15,0.63,16,30,-14,-0.95,-0.65
505,Unai Simón,es  ESP,GK,Athletic Club,19,1997,0,,,,,0,,0,0,,3,,,,,,
506,Dimitris Siovas,gr  GRE,DF,Leganés,27,1988,16,1390,87,40.6,15.4,16,,14,0,,6,1.06,20,17,+3,+0.19,+1.17
507,Guilherme Siqueira,br  BRA,"DF,MF",Valencia,30,1986,10,542,54,15.8,6.0,7,,2,3,,12,1.70,10,10,0,0.00,+0.28
508,Pione Sisto,dk  DEN,"MF,FW",Celta Vigo,21,1995,30,1659,55,48.5,18.4,19,,7,11,,3,1.27,28,35,-7,-0.38,+0.08
509,Sito,es  ESP,MF,Valencia,19,1996,1,3,3,0.1,0.0,0,,0,1,,2,1.00,0,1,-1,-30.00,-29.79
510,Rubén Sobrino,es  ESP,MF,Alavés,24,1992,11,563,51,16.5,6.3,5,,2,6,,2,1.91,12,11,+1,+0.16,+0.25
511,Roberto Soldado,es  ESP,FW,Villarreal,31,1985,10,729,73,21.3,8.1,10,,1,0,,2,2.08,19,13,+6,+0.74,+0.17
512,Carlos Soler,es  ESP,MF,Valencia,19,1997,23,1725,75,50.4,19.2,19,,14,4,,7,1.43,32,32,0,0.00,+0.48
513,David Soria,es  ESP,GK,Sevilla,23,1993,1,90,90,2.6,1.0,1,,1,0,,20,3.00,5,0,+5,+5.00,+4.59
514,Bruno Soriano,es  ESP,MF,Villarreal,32,1984,34,2984,88,87.3,33.2,33,,32,1,,0,1.82,48,27,+21,+0.63,+0.22
515,Roberto Soriano,it  ITA,MF,Villarreal,25,1991,33,2436,74,71.2,27.1,31,,9,2,,1,1.85,48,22,+26,+0.96,+1.23
516,Jhon Steven,co  COL,DF,Osasuna,21,1994,5,428,86,12.5,4.8,4,,3,1,,1,1.00,7,17,-10,-2.10,-0.78
517,Denis Suárez,es  ESP,MF,Barcelona,22,1994,26,1197,46,35.0,13.3,12,,2,14,,11,2.15,39,12,+27,+2.03,-0.08
518,Leonardo Suárez,ar  ARG,"FW,MF",Villarreal,20,1996,3,21,7,0.6,0.2,0,,0,3,,5,2.00,0,1,-1,-4.29,-4.92
519,Luis Suárez,uy  URU,FW,Barcelona,29,1987,35,2853,82,83.4,31.7,34,,25,1,,2,2.37,95,33,+62,+1.96,-0.74
520,Mario Suárez,es  ESP,MF,Valencia,29,1987,21,1494,71,43.7,16.6,17,,11,4,,8,0.95,18,32,-14,-0.84,-1.08
521,Markel Susaeta,es  ESP,MF,Athletic Club,28,1987,26,1157,45,33.8,12.9,11,,3,15,,10,1.77,24,12,+12,+0.93,+1.01
522,Franck Tabanou,fr  FRA,DF,Granada,27,1989,6,363,61,10.6,4.0,6,,1,0,,6,0.33,4,12,-8,-1.98,-0.69
523,Tachi,es  ESP,DF,Atlético Madrid,18,1997,0,,,,,0,,0,0,,1,,,,,,
524,Tana,es  ESP,"MF,FW",Las Palmas,25,1990,32,2210,69,64.6,24.6,25,,17,7,,1,1.03,30,47,-17,-0.69,-0.39
525,Álvaro Tejero,es  ESP,DF,Real Madrid,20,1996,1,4,4,0.1,0.0,0,,0,1,,1,3.00,0,0,0,0.00,-1.71
526,Marc-André ter Stegen,de  GER,GK,Barcelona,24,1992,36,3240,90,94.7,36.0,36,,36,0,,0,2.42,109,33,+76,+2.11,+0.61
527,Fausto Tienza,es  ESP,MF,Osasuna,26,1990,19,1219,64,35.6,13.5,16,,4,3,,2,0.79,14,33,-19,-1.40,+0.03
528,David Timor,es  ESP,MF,Leganés,26,1989,24,1868,78,54.6,20.8,22,,16,2,,1,1.04,26,31,-5,-0.24,+0.57
529,Gaizka Toquero,es  ESP,"MF,FW",Alavés,31,1984,23,1221,53,35.7,13.6,15,,2,8,,6,1.78,11,11,0,0.00,+0.08
530,Jon Toral,es  ESP,MF,Granada,21,1995,5,263,53,7.7,2.9,4,,0,1,,5,0.60,1,3,-2,-0.68,+0.74
531,Daniel Torres,co  COL,MF,Alavés,26,1989,21,1441,69,42.1,16.0,17,,12,4,,12,1.29,24,24,0,0.00,+0.09
532,Fernando Torres,es  ESP,FW,Atlético Madrid,32,1984,31,1428,46,41.8,15.9,13,,2,18,,3,2.00,31,10,+21,+1.32,+0.33
533,Miguel Torres,es  ESP,DF,Málaga,30,1986,22,1565,71,45.8,17.4,18,,15,4,,5,1.14,25,30,-5,-0.29,-0.24
534,Roberto Torres,es  ESP,MF,Osasuna,27,1989,32,2309,72,67.5,25.7,26,,17,6,,2,0.56,28,65,-37,-1.44,-0.07
535,Xavi Torres,es  ESP,MF,Sporting Gijón,29,1986,17,870,51,25.4,9.7,8,,7,9,,10,1.18,4,20,-16,-1.66,-1.16
536,Alin Toșca,ro  ROU,DF,Betis,24,1992,17,1500,88,43.9,16.7,17,,15,0,,1,0.94,19,30,-11,-0.66,-0.10
537,Lacina Traoré,ci  CIV,FW,Sporting Gijón,26,1990,8,464,58,13.6,5.2,5,,1,3,,4,1.00,8,5,+3,+0.58,+1.59
538,Manu Trigueros,es  ESP,MF,Villarreal,24,1991,37,3022,82,88.4,33.6,35,,23,2,,1,1.73,48,28,+20,+0.60,-0.08
539,Arda Turan,tr  TUR,"FW,MF",Barcelona,29,1987,18,1243,69,36.3,13.8,14,,9,4,,8,1.94,43,13,+30,+2.17,+0.15
540,Tyronne,es  ESP,"FW,MF",Las Palmas,25,1991,3,45,15,1.3,0.5,0,,0,3,,6,1.33,1,1,0,0.00,+0.56
541,Przemysław Tytoń,pl  POL,GK,La Coruña,29,1987,13,1125,87,32.9,12.5,12,,12,1,,25,0.85,21,23,-2,-0.16,+0.47
542,Samuel Umtiti,fr  FRA,DF,Barcelona,22,1993,25,2131,85,62.3,23.7,24,,22,1,,8,2.88,82,22,+60,+2.53,+1.21
543,Eugeni Valderrama,es  ESP,MF,Valencia,22,1994,0,,,,,0,,0,0,,3,,,,,,
544,Borja Valle,es  ESP,MF,La Coruña,24,1992,7,211,30,6.2,2.3,1,,1,6,,4,0.57,0,2,-2,-0.85,-0.40
545,Raphaël Varane,fr  FRA,DF,Real Madrid,23,1993,23,1922,84,56.2,21.4,23,,19,0,,3,2.39,61,19,+42,+1.97,+0.58
546,Javi Varas,es  ESP,GK,Las Palmas,33,1982,25,2250,90,65.8,25.0,25,,25,0,,13,1.04,34,47,-13,-0.52,+0.10
547,Álvaro Vázquez,es  ESP,"MF,FW",Espanyol,25,1991,10,339,34,9.9,3.8,2,,0,8,,8,1.30,4,7,-3,-0.80,-0.85
548,Franco Vázquez,ar  ARG,MF,Sevilla,27,1989,30,2068,69,60.5,23.0,26,,8,4,,6,2.10,41,28,+13,+0.57,+0.10
549,Lucas Vázquez,es  ESP,"FW,MF",Real Madrid,25,1991,33,1413,43,41.3,15.7,12,,8,21,,3,2.61,52,15,+37,+2.36,+1.10
550,Carlos Vela,mx  MEX,"FW,MF",Real Sociedad,27,1989,35,2540,73,74.3,28.2,31,,12,4,,1,1.63,46,36,+10,+0.35,+0.76
551,Aleix Vidal,es  ESP,DF,Barcelona,26,1989,6,477,80,13.9,5.3,5,,5,1,,4,2.17,18,3,+15,+2.83,+0.87
